,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,len_content
19359,CONT_000000000500309,맛집찾는 하마,억새 무지하게 많은데 사람도 많구ㅎㅎ 입구 왼쪽 급경사 보다는 오른쪽에 완만한 길이 사람도 없고 훨씬 예쁘대요 게하 사장님들 택시기사님들 모두 그러시더라구요 저는 나중에 알았지만 다른 분들은 꼭 완만한 길로 여유있게 갔다오세요,kakao,5.0,19.11.29.,126
19200,CONT_000000000500309,탱탱균🚊🏊🚴⚽⚾,주자장이 엄청넓어요많이 찾아오시는것 같은데 조만간 관광지화되면 입장료받을까 아쉽네요그전에 빨리 방문해보시길저흰 눈보라가 휘몰아치고 바람에 날아갈지경이라 오르진못했지만 올라가면 진짜 멋질게 확실합니다앞쪽으로 가릴게 없으니까요,kakao,5.0,22.02.25.,124
19202,CONT_000000000500309,aaaaaaaaaaaah,올라가기 전이랑 후랑 주스 두군데서 사먹어봤는데 오름 앞에 나이 좀 있으신 아주머니 두분이 하는 집 감귤주스 드셔보세요 진짜 이 맛은  찐입니다먹고나서 두개 살걸 후회한 맛겉모습 이쁘게 한 곳 다 필요없고 맛이 체곱니더,kakao,5.0,22.02.12.,122
19184,CONT_000000000500309,콩쥐,찍먹하실분들 무조건 오른쪽으로 가세요 오른쪽으로 올라가몀 왼쪽으로 올라갔다가 비오듯 땀쏟으며 씩씩대는분들 내려오실꺼에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ단체 관광온 여고생들도 선생님이랑 오른쪽으로 우루루루 감 ㅋㅋㅋㅋ,kakao,5.0,22.05.12.,112
19293,CONT_000000000500309,ㄱㅎ,낮은 오름 중 하나라고 들었는데 올라가는 길이 가파라서 놀랐지만 올라가니 뻥 뚫린 느낌이 너무 좋았어요 굽 있는 신발 신고 내려갈 때 쩔쩔 매는 분들을 유독 많이 봤는데 꼭 운동화 신고 가세요,kakao,5.0,20.12.20.,107
19247,CONT_000000000500309,sil,경사가 미쳐버렸지만 그냥 군대 산악행군 미니판이라 생각하고 정신없이 분 정도 걸려 정상 도착하면 그걸 모두 메꿀 경치가 펼쳐집니다 특히 비 개고 가면 아주 그냥 죽여줍니다,kakao,5.0,21.09.12.,95
19358,CONT_000000000500309,기분좋은 고양이,꼭 완등해보세요 저질체력으로 죽을거같았는데 막상 올라가보니까 엄청 뿌듯하네요가장 중요한 포토스팟들이 경사있는 올라가는길 보다 내려가는길에 억새도 많고 사진찍기도 더 좋아요,kakao,5.0,19.11.30.,95
19386,CONT_000000000500309,다람쥐탐험대,해질 때도 좋지만 일출시간도 좋아요 한라산 뒤로 떠오르는  태양을 보실 수 있어요 평화로 쪽 직선오르막길도 좋지만 봉성리 쪽이나 이달오름 사잇길에서 올라오는 길도 멋지고요,kakao,5.0,18.10.20.,95
19252,CONT_000000000500309,ㅎ,가파르지만 다 올라갔을때 그 예쁘고 탁 트인느낌을 잊지못함 태풍오던날 와서 바람때문에 힘들긴 했는데 왕복 시간도 얼마 안걸리고 예뻐서 또 방문할것같음 주차도 편했음 ㅎㅎ,kakao,5.0,21.08.24.,94
19264,CONT_000000000500309,우라까이,입구지나서 눈앞에 거대한게 보일때 우와 소리가 절로 나왔어요 정상에서 내려다보는 풍경도 좋고 밑에서 올려다보는 것도 웅장해서 좋아요 올라갈때는 살짝 아찔한 맛이 있네요,kakao,5.0,21.06.03.,93
19266,CONT_000000000500309,🌈밝고 건강하게 자라자!,살 아들래미랑 다녀왔어요 도 급경사 있지만 무난히 오를수있었고 올라가면 경치 너무 멋있어요 날씨도 좋아서 너무너무 좋았어요 내려와서 핫도그랑 과일 주스도 짱 맛나요,kakao,5.0,21.05.13.,91
19267,CONT_000000000500309,혜원,여기는 가파르고 짫음겁 많은 우리 딸은 꼮대기 살짝 밑에서 무서워서 울음근데 딸이 다시 나중에 또 가고싶뎀원래 나는 카페에 있을려 그랬는데 카페에서 오름이 좀 멈,kakao,5.0,21.05.12.,90
19218,CONT_000000000500309,수진초이,바람이 불어오는 곳오른쪽으로 올라가서 오른쪽을 내려오세요갈대 인생샷 찍을 공간이 군데군데 있습니다왼쪽은 급경사 볼거리 없음바람 많이 부니 바람막이 챙겨가세요,kakao,5.0,21.11.22.,87
19376,CONT_000000000500309,ung's,월말 무더운 날씨에 올라갔지만 시원한 바람덕분에 좋았습니다급경사 오륵막길이 있지만 어린아이도 올라갈수 있는 정도입니다다음번에 꼭 재방문 예정이고강추 합니다,kakao,5.0,19.07.31.,86
19348,CONT_000000000500309,새로운 길을 위해...,월엔 갈대가 없어서 볼게없다해서 아쉬웠지만정상에 올라가면그런 맘 싹 사라지네요탁트인 푸른 들녁이 정말 시원해요갈대 있는 시기에 오면 너무 좋을듯요,kakao,5.0,20.03.19.,81
19149,CONT_000000000500309,토박깜주,년 시작하며 새별오름 일출보러 다녀왔어요굳이 동쪽에 갈 필요가 없어요  멋진 일출 보고 왔습니다  모두 새해 복 많이 받으시고 건강하세요  ,kakao,5.0,23.01.01.,78
19291,CONT_000000000500309,有權,월 초쯤 다녀 왔었는데 억새풀 그리고 바람과 햇볕이 빗어낸 자연의 아름다움이 너무 좋았다 단지 가파른 계단만 보고 주저하거나 포기하지 마시길,kakao,5.0,21.01.02.,78
19190,CONT_000000000500309,석진용,초등생 애들데리고 오른쪽 코스로 올라가보니 가파르긴 하지만 갈만 합니다반대쪽으로 내려가면서 뷰가 볼만 하구요주차장 인근에 핫도그 맛있었어요,kakao,5.0,22.04.03.,77
19231,CONT_000000000500309,회룡포,천천히 한걸음 한걸음 올라가다보면 정상에 오릅니다대 어르신도 앞에서 올라가시더라구요내려올때가 더 위험할듯한데 잘 내려왔나 모르겠네요,kakao,5.0,21.10.28.,73
19285,CONT_000000000500309,찐, 기준으로 갈대는 다 베고 있어서 볼수 없었고 강풍과 언덕은 정말 힘들어요 ㅠㅠ 그래도 경치는 정말 최고입니다 각오하고 가세요 ㅎㅎ,kakao,5.0,21.02.08.,73
19201,CONT_000000000500309,은아짱,오른쪽으로 올라가는것이 비교적 쉽고 사계절 다 좋은 곳이예요 새별오름과 더불어 이달봉과 이달촛대봉도 같이 트래킹하면 멋진 곳이예요,kakao,5.0,22.02.20.,72
19162,CONT_000000000500309,ok차박 전국투어,차박 새별오름 유튜브 검색하시면 동영상 올렸습니다 왼쪽오름은 언덕이쎄나 오른쪽은 적당들불축제한다는곳높이 나지막한 민등산 오름,kakao,5.0,22.11.04.,69
19163,CONT_000000000500309,글라라,뚜벅이라 접근이 어려워 일부러 렌트하여 찾아간곳이다 오름 전체가 억새로 가득장관이다꼭 오른쪽 길로 오르세요그게 편안할듯해요,kakao,5.0,22.11.01.,68
19188,CONT_000000000500309,bbitt_,나홀로나무 때문에 올라가는거면제주도 제주시 한림읍 금악리 산 여기로 가세욘 바람도 좋구 풍경도 좋아서올라가면 행복하긴 해용,kakao,5.0,22.04.10.,68
19164,CONT_000000000500309,아이론 밑 와이셔츠,해질 무렵 방문했습니다월 하순 너무 너무 좋았습니다경사는 가파르지만 길지 않아서 아이들도 올라가기 좋아요 꼭 가보세요,kakao,5.0,22.10.27.,65
19331,CONT_000000000500309,박채환,경사가 조금 가파릅니다아이들이나 어르신들은 비오는 날에는 힘드실 것 같네요그래도 길은 짧고 올라가면 주변 경치 좋아요,kakao,5.0,20.09.16.,65
6391,CONT_000000000500301,ㅅㅊ,해변이 검은색 모래인게 진짜 신기함그거때문에 물이 맑아보이진 않음 주변으론 아파트뿐이라 식당카페가 많지는 않음그리고 해변이 공사하고있던게 아쉬웠음ㅠ,kakao,5.0,22.07.03.,82
6404,CONT_000000000500301,책앤커피,리뷰 쓰신분들 복 받으세요 말 그대롭니다 작지만 조용하고 정돈된 느낌의 해변입니다 석양 무렵 최고였어요,kakao,5.0,20.11.18.,57
6408,CONT_000000000500301,.,물빠졌을때 모래 물결모양이 너무 예뻐요 물이 진짜 투명함 꼭가보세요 이상하게 여운남는곳,kakao,5.0,20.08.05.,48
6386,CONT_000000000500301,손님,검은모래 해변 함덕 많아서 간곳 샤워탈의 원밖에 안하고찬물이지만 사물함이 비번,kakao,5.0,22.08.16.,43
6385,CONT_000000000500301,ok차박 전국투어,차박 삼양해수욕장 검색하시면 동영상 올렸습니다 경치좋은 풍경의 차박지,kakao,5.0,22.11.07.,38
6394,CONT_000000000500301,🤍,아무것도 없을것같아 기대안했는데 해지는 노을이 넘 이뻐요ㅠㅠ,kakao,5.0,21.09.27.,33
6413,CONT_000000000500301,ovo,기대 도 안 하고 갔는데 일몰이 너무 예뻐서 감동 받음,kakao,5.0,18.10.31.,30
6406,CONT_000000000500301,랑이,검은 모래라선지 노을질 때 색감이 완전 맛집니다,kakao,5.0,20.10.16.,26
6410,CONT_000000000500301,고기고기,검은 모래가 신비롭게 느껴지는 바다에요 이뻐요,kakao,5.0,19.10.07.,25
6387,CONT_000000000500301,댓글 알바 보안관,검은 고운 모레 해변 사람도 많지않아 좋았다,kakao,5.0,22.08.13.,24
6402,CONT_000000000500301,새콤물쫄면,제주여행와서 잠시들린 곳인데 최고예요 ㅎㅎ,kakao,5.0,21.02.06.,23
6407,CONT_000000000500301,바질,너무 예뻐요바다도 예쁘고 모래도 부드럽고,kakao,5.0,20.08.19.,22
6405,CONT_000000000500301,투턱한나,작지만 사람 없고 너어무 아름답습니다,kakao,5.0,20.11.05.,20
6397,CONT_000000000500301,오름오빠,아름다운 해변 애정하는 곳,kakao,5.0,21.08.12.,14
6388,CONT_000000000500301,하이,삼양라면이 생각남ㅋㅋ,kakao,5.0,22.07.22.,11
6411,CONT_000000000500301,종원 Park,담달에 갑니다 ㅋㅋ,kakao,5.0,19.04.24.,10
6389,CONT_000000000500301,한정윤, ,kakao,5.0,22.07.11.,1
6390,CONT_000000000500301,김건호, ,kakao,5.0,22.07.06.,1
6393,CONT_000000000500301,바스카, ,kakao,5.0,22.03.25.,1
6396,CONT_000000000500301,전유경, ,kakao,5.0,21.08.27.,1
6399,CONT_000000000500301,CCHGLC, ,kakao,5.0,21.08.11.,1
6401,CONT_000000000500301,---, ,kakao,5.0,21.02.18.,1
6395,CONT_000000000500301,찌,제주 삼양해수욕장  넓은 해변과 서핑가능한 파도 센 바다넓은 해변인데도 수영가능한 금줄 쳐진 곳은 너무 좁고 옆에 금줄 안된 곳은 서퍼들이 다 차지했다 중간은 낚시꾼들 있어서 위험했다 아놔 대체 왜아예 오른쪽은 금줄 없어서 스노클링 가능할 듯 하긴 했다해변이 엄청 넓어서 물놀이는 괜찮은데 스노클링은 부적합해 보였다맨 안쪽 수영 안전줄 영역이 좁다 나머지는 몽땅 서퍼들 영역이다서핑 관련 대여 사업때문에 동네에서 정한 구획 같았다중간 해변에 바위가 많아 물고기가 많을 것 같은데 낚시꾼들때문에 스노클링은 포기했다오른쪽 끝 작은 해변에 사람들이 물놀이 약간 하고 있었다해변은 본중 가장 넓은데 중간에 낚시꾼 없으면 스노클링도 가능할 것 같긴 한데 아쉬웠다,kakao,4.0,21.09.04.,365
6400,CONT_000000000500301,올레길고양이,작은 해수욕장 해안선을 따라가다보면 아무도 없는 스팟도 있다검은 모래의 삼양과 흰 모래의 김녕 해수욕장을 비교해봐도 좋겠다,kakao,4.0,21.04.11.,68
6398,CONT_000000000500301,옥수수부꿈,노을도 예쁘고 다 좋지만 뒷처리가 정말 힘들어요검고 고운 모래가 모든 곳에 붙어서 떨어지지 않는,kakao,4.0,21.08.12.,53
6384,CONT_000000000500301,겨니,검은 모래가 특이하다 하지만 모래에 쓰레기 스티로폼 조각이 많이 섞여있어 아쉽다,kakao,4.0,23.02.04.,44
6412,CONT_000000000500301,하늘,일몰사진 찍기 좋아요,kakao,4.0,19.04.19.,11
6415,CONT_000000000500301,Gilbert Kim, 삼양검은모래해변,kakao,4.0,17.02.17.,9
6409,CONT_000000000500301,강원도민,검은모래사장,kakao,4.0,20.07.29.,6
6414,CONT_000000000500301,DS, ,kakao,4.0,18.09.03.,1
6403,CONT_000000000500301,ㅇ, ,kakao,3.0,20.12.12.,1
6392,CONT_000000000500301,ㅤ, ,kakao,1.0,22.06.28.,1
7322,CONT_000000000500300,바라밤,이곳이 이렇게 보존되어 있다는 게 놀라울 따름입니다여행왔다 우연히 들렀는데 지금까지 제가 제주에서 가본 모든 장소를 통틀어서 가장 인상적이었습니다제주의 시작을 볼 수 있었습니다역사적 의미를 망각하고 여길 포토존으로 알고 오시는 분들에겐  별점 개 장소일 수 있지만 저에겐 별점 개 이상이었습니다관광객이 많이 없어서 한적하고 삼성혈을 지키는 고목들 덕에 시원하고 삼성혈도 인상적이었습니다여기에 오니까 마음이 편안해지고 좋네요인프피 최애 장소,kakao,5.0,22.07.26.,245
7319,CONT_000000000500300,108,오래된 나무들에 둘러 쌓여 있으며 불어오는 바람에 흔들리는 나뭇잎들의 소리와 새들이 지저귀는 소리를 들으며 공간의 아름다움을 즐길 수 있다 또 한 바퀴 돌아 본 후에 영상 시청을 하고 나면 제주 뿌리가 되는 신화를 알 수 있음 입장료를 내면 시간 분 무료주차사진에 의의를 두면 실망할 수 있으나 관광에 의미를 둔다면 보다 가치있는 곳,kakao,5.0,22.10.24.,186
7329,CONT_000000000500300,9동2,입구에서 산책로 걸으면서 생각나는건 캠핑장 하면 꼭오고싶은 곳이다하지만 그럴일은 없을거 같고 그냥 인근에 시민들이 와서 조용히 산책을하거나 쉬어가기 좋은 공원임 그에비해 입장료는 비싼감이있슴  여행오신분들은 여기보다 예래생태공원을 추천합니다 심지어 입장료도 없어요 예래생태공원이 입장료 주고 들어가도 아깝지 않을만큼 멋진곳이더군요,kakao,5.0,22.04.06.,184
7335,CONT_000000000500300,엥루,탐라국 건국기원에 대해 알 수 있어요 나무들이 오래돼서 조용히 산책하기 좋았고 삼성전이 궁금했는데 실제 제 드리는 곳이라 개방은 안되어있어 아쉬웠습니다 ㅠㅠ 저는 입장료가 아깝지 않았는데 받아들이기 나름인듯 사진에 있는 얇은 나무들이 벚나무라 봄에 가면 예쁠듯합니다,kakao,5.0,22.02.23.,148
7350,CONT_000000000500300,사실만말해오,한번쯤 꼭 가보고 싶었던 곳 담당자님이 삼성혈에 관한 분 짜리 영상도 틀어주시고 좋았어요입장료는 성인 인  원 입니다 입장료 없을것 같았는데 있어서 놀람ㅋㅋ,kakao,5.0,21.05.28.,87
7352,CONT_000000000500300,ㅇㅇ,삼성혈은 제주도에 있어 정말 상징적이고 의미있는 곳이에요 근데 겨우 원에 비싸다 뭐라하는 사람들은 대체 무슨 심보인가요,kakao,5.0,21.05.08.,66
7315,CONT_000000000500300,늘하,산책하기 좋음생각보다 구경하고 체험할만한게 있어서 좋았음근처에 볼 일 생겼는데 시간이 남았다면 여기 방문해보세요 추천,kakao,5.0,23.01.14.,65
7317,CONT_000000000500300,free,뒤에서 보는  전망대있음 정원도 산책하기 좋아요나외서 다리건너 자연사 박물관도 들러기 좋아요,kakao,5.0,22.11.11.,51
7341,CONT_000000000500300,잉,명당은 명당인가봐요 가면 마음이 편해지면서 포근한 느낌 듭니다 가서 명당 기운 듬뿍 받으세요,kakao,5.0,21.10.02.,51
7337,CONT_000000000500300,웅앵웅,그 단어가 포함되어있다고 저주니 어쩌고 하는건 본인 머리텅텅 인증밖에 되는 거 아닌가ㅋㅋ,kakao,5.0,21.11.17.,49
7366,CONT_000000000500300,: SY,선녀들제주도편 보고 처음 알게 되서 갔는데 진짜 신비롭고 산책로도 좋아요 정말 추천,kakao,5.0,19.03.07.,46
7343,CONT_000000000500300,이희영,처음 알게된 탐라국의 역사네요신기하면서도 재미있어요 숲과 나무도 정말 멋지네요,kakao,5.0,21.09.26.,43
7368,CONT_000000000500300,만피,조금 작은게 아쉽지만 사람도 별로 없고 깔끔한 분위기에 새소리도 좋았습니다,kakao,5.0,19.02.15.,41
7353,CONT_000000000500300,여행좋아,비가 부슬부슬 내려서인지 좀 무섭긴했는데 분위기가 아유 가볼만해요,kakao,5.0,21.01.13.,36
7316,CONT_000000000500300,몽몽,간단히 산책하기 좋은 곳 나무도 많고 한번쯤 가면 좋을 곳이예요,kakao,5.0,22.12.15.,35
7312,CONT_000000000500300,잉,제주의 역사와 신화가 시작되는 곳입니다 반드시 해설을 들으세요,kakao,5.0,23.01.28.,34
7320,CONT_000000000500300,yul,구멍 세개 보면서 설명 듣고 있으면 그리스 로마 신화 느낌 남,kakao,5.0,22.10.09.,34
7356,CONT_000000000500300,ㄱ,아침에 다녀왔는데 편하게 산책하기 좋았습니다ㅎㅎ,kakao,5.0,20.07.08.,26
7314,CONT_000000000500300,겨니,도심에 이런 녹지공간이 있어서 너무 좋아요,kakao,5.0,23.01.17.,23
7359,CONT_000000000500300,ABC,박물관에서 동영상 봤는데 재밌었음ㅋㅋㅋ,kakao,5.0,20.01.25.,21
7370,CONT_000000000500300,Michael G (백용),                     ,kakao,5.0,18.01.09.,21
7351,CONT_000000000500300,static_cast&lt;int&gt;,추천합니다 다음에 혈도 가봐야겠네요,kakao,5.0,21.05.16.,19
7364,CONT_000000000500300,no,작은 숲이 시원하고 조용해서 좋았음,kakao,5.0,19.05.11.,19
7344,CONT_000000000500300,장항동대두독수리,제주역사도 배우고 산림욕도 즐기고,kakao,5.0,21.09.12.,18
7354,CONT_000000000500300,Gromit Mug Mug,평화,kakao,5.0,20.12.13.,2
7318,CONT_000000000500300,sutameon, ,kakao,5.0,22.10.25.,1
7331,CONT_000000000500300,Hey Jude, ,kakao,5.0,22.03.31.,1
7332,CONT_000000000500300,리뷰왕이될거야, ,kakao,5.0,22.03.31.,1
7333,CONT_000000000500300,석원, ,kakao,5.0,22.03.29.,1
7347,CONT_000000000500300,네빔, ,kakao,5.0,21.08.08.,1
7361,CONT_000000000500300,뽀롱, ,kakao,5.0,19.09.27.,1
7367,CONT_000000000500300,메림, ,kakao,5.0,19.02.19.,1
7369,CONT_000000000500300,.., ,kakao,5.0,18.11.10.,1
7348,CONT_000000000500300,shin,제주도 여행시 마지막날가기에 좋습니다 제주도 역사에관한것도 알수있고 수목원처럼 되어있어서 시원합니다직원분이 캐리어가방 보관 해줌 모기 조금 있음 제가 갔을땐 코로나때문에 영상상영관을 운영하지 않았습니다만 지금은 어떨지 모르겠습니다,kakao,4.0,21.07.05.,128
7345,CONT_000000000500300,제이티,제주 들어가서 처음 들르는게 관련 유적지 정보 파악하고 다니기 좋을듯영상관은 직원 없으면 벽에 한국어 버튼 누르면 시작 합니다,kakao,4.0,21.09.08.,70
1204,CONT_000000000500297,✨,외돌개휴게소 주차장 출입구 오른편에 삼매봉 입구 있음 정상까지 느긋하게 분 도 뚫린 뷰는 아니나 바다와 한라산 모두 감상 가능 계단길 외 둘레길로 차량이 지나가서 당황,kakao,5.0,21.08.04.,93
1202,CONT_000000000500297,ok차박 전국투어,차박 삼매봉 유튜브 검색하시면 동영상 올렸습니다 동네뒷 산,kakao,5.0,22.11.04.,32
1206,CONT_000000000500297,숭당당,일단 한번 올라가보시고,kakao,5.0,21.05.30.,12
1205,CONT_000000000500297,Julio Moreno, ,kakao,5.0,21.07.22.,1
1203,CONT_000000000500297,신운용,우선 다음지도 상세주소에 나와 있는 주소로 가시면 이상한 곳으로 나옵니다ㅜㅜ하여 다음 주소를 이용해 가시면 제주특별자치도 서귀포시 남성로번길  또는 서홍동  굿데이펜션이 나옵니다 굿데이펜션 바로 옆 도로가 오름입구입니다 굿데이펜션 주변에 주차를 하시고 오르시면 될 것 같아요 길을 보시면 차량이 올라 갈 수 있는 길이지만 오름를 이용하시는 분들을 위해 차량통제가 되어 있으니 차를 갖고 올라가시면 안 됩니다 사진 순서에 따라 올라가시다 보면 서귀포방송센터 삼매봉 중계소가 나오며 그곳을 지나쳐 좀 더 오르시면 구시가지를 볼 수 있는 전망대가 나옵니다 그 전망대 바로 옆이 오름정상으로 갈 수 있는 입구이며 그 곳을 이용해 오르시면 정상으로 갈 수 있고 정상에 도착하시면 남성정이라는 정자가 나옵니다 이오름은 정상에서 바라보는 뷰보다는 오르시면서 보는 뷰가 더 이쁩니다 오름입구에서 정상까지는 느린 걸음으로 한 분정도 걸린 것 같아요  지금까지 올려드린 곳에서 오르셔도 되고 올레코스를 걷다보니 외돌개 주차장 옆에도 오를 수 있는 길이 있더군요 사진번째 사진 올려드리니 참고하세요,kakao,4.0,22.04.22.,547
1207,CONT_000000000500297,장미,평범한 동네 오름이지만 정상에 정자 전망대가 있고 밤에는 노인성 관찰하는 곳인거 같습니다 관광지와 붙어 있음에도 쉽게 올라 한라산을 가운데서 볼 수 있는 괜찮은 곳이에요,kakao,4.0,19.08.10.,94
1201,CONT_000000000500297,.....,좋아요,kakao,4.0,23.01.24.,3
9579,CONT_000000000500292,맛집만 가는 사람,제주도의 역사 그 자체엄마 살던데라 꼭 가긴하는데 좀 습함카페 고양이 귀엽고 엄청 사람 좋아함처음 만나는 사람한테 배깜,kakao,5.0,22.11.28.,66
9580,CONT_000000000500292,sd,거창하게 둘러보는 곳은 아니지만 산천단의 역사투어 ㅎㅎ 멋진 곰솔나무 보고가세요산천단 축제 할때 오면 좋을것 같아요연계관광 구암굴사 편백나무숲길 세미양오름,kakao,4.0,22.04.26.,86
9581,CONT_000000000500292,Ryu용환,제주 숨은비경  그루의 곰솔 나무가 있으며 수령은 년으로 추정 천연기념물 제호로 지정 야간조명,kakao,4.0,16.11.30.,52
2884,CONT_000000000500290,오름오빠,기대 없이 간 곳인데 정말 좋았어요 날씨도 좋아서 최고였고 바로 옆에 갤러리 구경까지 해서 만족스러운 시간이었습니다 제주항에서 내리거나 배 타는 분들은 자투리 시간 내서 잠시 다녀올 만해요,kakao,5.0,22.12.01.,105
2886,CONT_000000000500290,ㅇ,뷰 카페물결의 커피맛 책 갤러리 날씨 어느것하나 빠지지 안네요,kakao,5.0,22.07.16.,34
2889,CONT_000000000500290,황야의준법자,보아라 아들아 수평선 닿는 데까지가 우리의 영토다,kakao,5.0,20.07.19.,27
2891,CONT_000000000500290,박용기,다음에 타임랩스찍으러올 예정 와보면 알거임,kakao,5.0,20.02.10.,23
2888,CONT_000000000500290,𝕵𝖚𝖓𝖜𝖔𝖔_ 박준우🦭,왜 인지   등대 스탬프 가 딱 좋은대,kakao,5.0,21.08.23.,21
2885,CONT_000000000500290,검은콩,뷰도 최고 갤러리도 있네 카페도있고,kakao,5.0,22.10.05.,19
2887,CONT_000000000500290,으하하,멋져요 카페물결도 아주 좋음,kakao,5.0,21.10.16.,15
2892,CONT_000000000500290,Ryu용환,제주 숨은비경 사라봉 북쪽에 위치 년 월 무인등대로 설치 년 등대수가 상주 예약후 무료 숙박 가능,kakao,4.0,16.11.30.,54
2890,CONT_000000000500290,전작가,야간 데이트 하기 좋은 곳,kakao,4.0,20.05.02.,14
18827,CONT_000000000500288,한비어뭉,시설은 노후됐지만 아이가 너무 좋아했어요다른곳이 갤 이상은 동성동반이 아니면 탈의실출입이 안되아빠없이 개월 아들이랑 바람불고 약간 추운날 물놀이 할곳이 없더라구요그런데 탄산온천은 가능해서 가본건데 저희아들 정말 정신놓고 놀다 왔어요그것도 냉탕에서직원분들도 너무 친철했고저희아이가 갑자기 화장실이 급하데서 게스트하우스 쪽 화장실을 갔는데 입구에 물묻은채로 입장함 안된다고 써잇어서 발동동 구르고 잇는데 남자직원분이 괜찮타며 얼른가시라고 해주시더라구요ㅎ아이가 들어가기에도 깊이도 괜찮고 수영장도 바로 옆이라왔다 갔다 하면서 잘놀았어요식당도 동선이 가까워 이용하기 편했구요다음에 기회되면 또 방문할것같아요 가격은 온라인에서 하심 성인기준 옷대여 찜방사우나온천수영장 총 만원쯤찜방은 너무 기대하지마시공그냥 만원으로 작은 사우나 온천수영장 갔다생각하시는게 나아요서울에서 아쿠필정도 시설 가려면 만원으론 어림없지요 ㅎㅎ만원에 가는 워터파크나 일본온천이 아니랍니다저희동네 목욕탕도 천원이에용,kakao,5.0,18.07.17.,491
18706,CONT_000000000500288,흰둥이,여기가 동네 목욕탕 수준이라고 말할거면 집에서 목욕해라 조금 비싸긴 하지만 야무진 노천탕탄산온천시설 생각하면 관광지 온천으로서 나쁘지 않음 난 또 리뷰보고 얼마나 별로길래 낡았다고 하나 했더니 시설도 깔끔하고 카운터분들도 친절하구만 참 너흰 제발 오지마 나 혼자 별 보면서 힐링하고 갈테닠,kakao,5.0,23.01.12.,161
18806,CONT_000000000500288,솔직후기,탄산온천경험과 하룻밤숙소로 적합탕청소 시 시작  시 끝물냄새는 초정탄산수와 비슷 탕에 물채울때  가스때문에 못들어가게한다 직원분이 불끄고 무슨기계로 물체크함원수탕 벽면에 탕이용법 있음수면시간에  꺼줌 이용객들도 조용해서 시치고 조용히 잘잠남자직원분 친절하고 관리도 깨끗한편재방문의사 ,kakao,5.0,19.08.30.,158
18829,CONT_000000000500288,김첨지,남성이라 그런것인지 다른리뷰에 비해 나는 참좋았다실외 노천탕은 엄청 따뜻했고 차갑지만 수영장도 있다옷을 준비못해갔지만 수영복을 대여해준다 지친일정에 피로를 녹이고 잠까지 여기서 자버렸다사람이 많을 때오면 복잡할것같긴 하다 피해서 방문하길,kakao,5.0,18.03.12.,132
18809,CONT_000000000500288,우형준,노천탕과 수영장은 괜찮았어요비오는 날이라 노천탕만 이용했는데 좋았어요탄산온천수라 그런지 다른곳과 차이가 있었어요찜질방은 불가마가 한개만 있어서 좀 작았어요 쉴곳이 좁았는데 대신 층에 휴게실이 있어서 그거서 쉬도 될거같아요,kakao,5.0,19.06.14.,123
18750,CONT_000000000500288,이채원,리모델링 하고 더 좋아졌네요직원분들도 친절하시고 탄산탕 에 앉아있으니 뽀글뽀글 올라오는게 신기했어요시설도 깔끔하고 더군다나 마스크를 제공해주셔서 안심하고 온천즐겼습니다 ,kakao,5.0,21.08.12.,94
18768,CONT_000000000500288,우관☆,이렇게 좋은곳을 왜 공사를 하는거죠한산하고 요금 저렴하고물이 진짜좋은데공사를해서 손님을 얼마나 더받으실려고 요금오르는거 싫은데내가 주인이 아니니까 뭐라 할수가 없네요,kakao,5.0,20.10.16.,92
18799,CONT_000000000500288,오롯,온천 좋네요  깔끔하고 최신식 설비를 기대하면 실망하겠지만 온천을 즐기시면 가볼만 합니다노천탕은 큰 수영장찬물과 노천탕이 있습니다 노천탕은 굳이 안해도 될듯 싶음,kakao,5.0,19.10.22.,90
18796,CONT_000000000500288,단빛,동네 목욕탕 생각하고시면 후회안하실듯 원천탕들어갔다가 온탕이나 열탕 들어가면 아팠던데가 후끈후끈 하더이다 기대안하고 갔는데 전 제주도가면 또가요,kakao,5.0,19.12.18.,80
18803,CONT_000000000500288,전상일,원천수 시원함 원천온수 반복 몇번한지 모르겠네욧 두시간 금방 지나갔음 처음 탕내 비릿한 냄새 있음 왔다리갔다리 하는 동안 금방 사라짐  강추,kakao,5.0,19.09.25.,78
18810,CONT_000000000500288,이기자,탄산수 좋음 청송달기약수보다 더 뽀글뽀글 시설은 아담하고 낡았지만 정말 뜨끈뜨끈함 야외는 못나가봤음 야외는 수영복 있어야 함,kakao,5.0,19.05.08.,69
18722,CONT_000000000500288,dakbal,야외온천 굿ㅋㅋ밤에는 최소 시에는 들어가야할듯네이버할인 받거나 근처 숙소에서 할인쿠폰하면 크게 안비쌈,kakao,5.0,22.09.18.,56
18732,CONT_000000000500288,뀽뀽,오름 갔다가 시간남고 갈데 없어 억지로 갔는데 나오기 싫었던곳산펠레그리노로 목욕하는 느낌 부들부들해짐,kakao,5.0,22.05.06.,56
18743,CONT_000000000500288,장지웅,나는 개인적으로 좋았습니다 탄산온천 ㅎㅎㅎ 지금 처럼 손님들도 적당히 왔으면 ㅎㅎㅎ,kakao,5.0,21.11.03.,46
18739,CONT_000000000500288,.,직원분들ㅡ이도원직원님과 김팀장님ㅡ이 친절하시고 시설도 새로 리모델링해서 깨끗해요,kakao,5.0,22.01.08.,44
