,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT
829,CNTS_000000000022062,오롯,패밀리 자쿠지 묵었는데 굉장히 습하고 햇볕도 안들어오고그닥,kakao,1,19.10.27.
830,CNTS_000000000022062,술취한피터팬,패밀리자쿠지 큰기대안했는데초 돌된 아인들이랑 와이프랑 저까지다 들어가서 뽁작뽁작 잼나게 놀았습니다생각보다 더괜찮음아침조식 한끼 간단히 하고 나오기 좋습니다토스트 시리얼 셀프후라이 크림스프 커피와이프가 피로풀리다고 좋다고해서가격대비 완전좋습니다단 침대가 커서 애들  와이프 자고전 박닥에 침구 깔고 잠성인명은 침구 작을수있음,kakao,4,18.10.27.
831,CNTS_000000000019023,Rosy Hong,너무 좋았어요,kakao,5,22.11.23.
832,CNTS_000000000019023,모신동,최고입니다 저는 두번째 오는데 사장님 친절하고 이 가격에 이런 방없습니다 위치는 구석이나 자연을 누릴수 있어서 좋고 힐링이 됩니다 한번 경험해보세요 ,kakao,5,22.08.12.
833,CNTS_000000000019023,김민성,조용하고 숲속에 있는 팬션을 좋아한다면 추천사장님도 친절하시고 오면 귀여운 멍멍이가 마중나와줘요,kakao,5,22.06.12.
834,CNTS_000000000019023,JePuLee,가장 제주스러움을 느낄수 있는 통나무펜션이에요아침에 일어나면 공기가 너무 상쾌해요,kakao,5,22.05.30.
835,CNTS_000000000019023,양희경,괜찮은 장소여름 벌레는 있답니다,kakao,5,21.07.26.
836,CNTS_000000000019023,yewoo,시내와 좀 떨어져 있다는 것을 제외하곤 아주 만족스러운 펜션입니다 말 그대로 조용한 숲속의 펜션입니다 담에 또 와야겠습니다 ,kakao,5,21.05.19.
837,CNTS_000000000019023,산증인,가성비  청결  츰침실의 넓직 아침공기 주방 그릇도 자기그릇 너무좋앗어요로즈메리와 꽃향기가 아직도 찡합니다근처 효리네집까지 밤에 다녀왓어요제주오면 항상 여기서숙박할겁니다단 화장실 수압이 약하고 가스불이약해서조리가 더뎌서아쉬움,kakao,5,20.06.02.
838,CNTS_000000000019023,나야나,이 가격에 이런시설을매번 올때마다 이용하고싶을정도 오길정말잘했어요층 낮아서 허리숙이고 다닐줄알고 걱정했는데 만세해도 안닿을정도로 천장높고 아주 깔끔해요단점 밤에오면 무서울 수 있음        화장실 창문은 왜 커텐이없을지담장뒤로넘어가서 보면            보일듯하고        온수가 띄엄띄엄 저가형 비데처럼 초정도 유지되는것                   같아 아쉽습니다 씻을만은 해요,kakao,5,19.05.22.
839,CNTS_000000000022484,배출일, ,kakao,2,22.08.21.
840,CNTS_000000000022484,지니어스,발코니도 있고 야경도 예쁘고 잘 쉬다갑니다 친절 감사드립니다,kakao,5,22.08.04.
841,CNTS_000000000022484,son  ~^^,청소 완전엉 망 지저분바퀴벌래,kakao,1,22.08.03.
842,CONT_000000000500767,무명2,위미읍은 처음이었는데 도착하기 전에 보내주신 안내문 덕분에 로컬맛집도 가보고 주변 편의시설도 쉽게 파악할 수 있어서 좋았습니당 ㅎㅎ 예쁘고 안락한 숙소와 멋진 경치는 덤 매일 아침에 주시는 조식도 너무 맛있었고 저녁에 생맥주와 차 한잔은 꿀같았어요  사장님이 알려주신 현지인만 아는 장소 추천과 꿀팁도 넘넘 좋았습니다 ㅎㅎ 제주  중에 제일 좋았어요 다음에 또 놀러올게요 ,kakao,5,20.09.01.
843,CONT_000000000500767,최현우,침구도 좋고 그냥 푹 쉬고오기에는 최고에요,kakao,5,20.06.24.
844,CONT_000000000500767,PHR,분위기 좋고 동백꽃으로 인기많은 위미리에 위치한 깨끗하고 조용한 숙소 비레이지에서 힐링하고 왔어요 꼭 다시 방문하고 싶네요,kakao,5,19.12.22.
845,CONT_000000000500767,🍚,위치도 공간도 사장님도 너무너무 최고에요,kakao,5,19.12.01.
846,CONT_000000000500767,Andy,제주에 자주 다녀가는데 처음갔을때 좋은 기억만 있어 이번에도 푹쉬기 위한 두번째 여행을 비레이지에서 머물렀습니다 짧은 박일이었지만 편히 잘 지내다 왔고 빌려주신 비치용품으로 바닷가에서도 편히 쉬고 놀수 있었습니다 매일 제공해주시던 맥주 한잔의 시원함은 여운이 오래갈 것 같네요 밤에는 풀벌레소리 아침에 새소리 듣는건 너무 좋았어요 친절하신 호스트분 강추에요 아 그리고 방문하시게 되면 손수 예쁘게 꾸미신 편집샵도 꼭 들려보세요 ㅎㅎ 그럼 세번째 쉬러 갈께용,kakao,5,19.11.12.
847,CNTS_000000000022487,이세형,객실 깨끗하고 좋아요 바다뷰도 과하지 않게 적당히 잘 보입니다 찬지연폭포 정방폭포 야시장 이중섭거리등 걸어서 갈 수있는 볼거리들도 많고 주변에 맛집들도 많네요,kakao,5,23.01.25.
848,CNTS_000000000022487,BOS,심플 깔끔 친절 조용,kakao,5,22.11.13.
849,CNTS_000000000022487,ㄹㅇㅋㅋ,오션뷰에 이정도가격 깔끔이면 재방문의사 있음,kakao,5,22.09.24.
850,CNTS_000000000022487,Clara,좋아요 직원분도 너무 착하시고 방도 깨끗했어요 뷰도 짱 ,kakao,5,22.08.19.
851,CNTS_000000000022487,배고파,부정적인 후기땜에 다소 걱정했으나 청결도와 방크기 뷰는 좋았습니다 근데 소음이 좀 있었어요 윗층 발망치소리와 새벽부터 시작하는 근처 공사소음덕분에 박내내 강제미라클모닝 당했네요 감사합니다 소음문제 빼면 다른건 다 좋았어여ㅎㅎ,kakao,5,22.04.22.
852,CNTS_000000000022487,💎,화장실  욕조 수평안맞아서 뒤뚱거림 넘어질 뻔세면대  더러움 변기뒤  곰팡이침구류  너무 바그락거려서 너무 시끄러움  ㅠ조명     천장 조명만 있고 조명 하나도 불빛이 너무 세서 잠을 못 잠 ㅠㅠㅠ 모두 끄면 무서움 ㅠㅠ위치    살짝 외지고 무서운 느낌 밤 시쯤소음    위에 걷는 소리인건지 너무 쿵쿵대는 소리가 커서 놀램 ㅠㅠㅠ인테리어  사진이 이뿜 ㅠㅠ 싼티 ㅠㅠㅠ,kakao,2,22.04.10.
853,CNTS_000000000022487,마님K,가성비는 휼륭하나 세면대와 욕조뒤 청소상태 보고 뛰쳐나올뻔 물때가 왠말인지 세심한관리가 필요한듯ㅠ,kakao,4,22.03.13.
854,CNTS_000000000022487,쇼니,오션뷰에 욕조가 있는 서귀포 호텔을 찾다가 피노호텔을 발견했어요 주변에 노후된 건물이 좀 있어서 뷰는 조금 아쉬웠지만 룸 컨디션도 좋고 전체적으로 깔끔한 느낌이라 좋았어요,kakao,4,22.02.26.
855,CNTS_000000000022487,Kim ye,호텔 깔끔하고 직원분들 매우친절합니다 주차장도 탄력적으로 운영하여 열쇠 맡아서 관리도해주시고요층 사용했는데요 윗층 젊은 투숙객들 상당히 시끄러웠습니다 테라스부터 나와서 자기집처럼 시끄럽고 늦은시간도 호텔에서 뭘하는지 망치소리납니다 내 발밑에는 사람이 지내고있다는 사실을 인식했으면 좋겠고요 직원분들이 친절하셔서 따로 중재요청 하진않았습니다 호텔 투숙하시는분들도 성숙한 의식으로 여행하시길 바랍니다,kakao,5,21.10.02.
856,CNTS_000000000022487,ㅎㅎ,깔끔한 비지니스 호텔같아요사장님이 매우 친절,kakao,5,21.10.01.
857,CNTS_000000000022487,구불구불,아담하고 깨끗하고 조용합니다특히 직원분사장님 매우 친절하세요 ㅎㅎ,kakao,5,21.09.23.
885,CNTS_000000000018235,수학사랑,교통여건등 좋은 장소로 추천합니다,kakao,5,22.11.24.
886,CNTS_000000000018280,公僕,내부관리 시시급합시다관리,kakao,1,22.06.22.
887,CNTS_000000000018280,호,다 좋으나 내부 관리가 시급함 다음에 제주 올일 있으면 다른곳 이용할거 같아요,kakao,2,21.07.29.
888,CNTS_000000000018280,wwewwe,강아지들이랑 아이들이 뛰어놀기 좋게 정원이 넓어서 좋았어요  오랜만에 애견펜션 다녀오니 좋네요 ㅎㅎ 잘 놀다 갑니다 ,kakao,5,21.05.03.
889,CNTS_000000000018280,굿굿,강아지들이랑 잘놀다왔어요,kakao,5,21.04.22.
890,CNTS_000000000018280,카카오리뷰어,넓고 쾌적해서 아이들이랑 식구들이랑 다같이 놀기에 딱좋았던거같아요 추천,kakao,5,20.06.03.
891,CNTS_000000000018280,kim,친구내 댕댕이랑 놀러 갔는데 마당도 넓고 시설 깔끔해서 좋았어요집이좁아 강아지 키우지는 못하지만 항상 친구랑 같이 여러군데 갔는데 여기는 괜찮네요 굿굿,kakao,5,20.06.03.
892,CNTS_000000000018280,bebeso,우리 몽뭉이랑 너무 잘 놀았어요 객실 너무 깔끔하고 사장님 친절하시고 완전 굿굿,kakao,5,20.05.15.
893,CNTS_000000000018280,퐁퐁퐁,조경이랑 밖에 분위기는 좋으나 실내 관리가 너무 안돼있어요 주방은 기름에쩔어서 찐덕거리고 일층 화장실 냄새나고 거울은 제기능을 상실한지 오래  뜨거운물 나오다가 찬물나와서 샤워마무리는 찬물로 거실 아이보리 쇼파는 너무 때가 타서 걸터 앉는것조차 찝찝했어요 그치만 방 상태는 그나마 괜찮은 편이예요 사장님은 친절하신 편이였지만 한시라도 빨리 퇴실하고 싶었어요 흑,kakao,1,19.08.06.
894,CNTS_000000000018280,호로요잇,깔끔하고 넓은 애견 펜션 이것저것 알아봤는데 여기 괜찮더라구요 애견펜션으로 상당히 마음에 들었어요 뛰어 놀수 있는 정원도 크고 독채형식으로 남들 시선 안느끼고 쉴 수 있어서 만족만족,kakao,5,19.07.08.
895,CNTS_200000000009095,강현할매,주는대로  드셔보시라라해서  만원을내고  둘이먹은점심 냉동삼치를 썰어주시고 구운갈치와 조금특별한된장국덕에 맛있게먹었다 시장이 반찬이었을지도주인장말씀을 얼마나  잘하시던가 냉동고에 있던 생선몇가지 만원에 택배비만오천원드리고 오늘 택배 받았으나ㅠㅠ  언제적생선이고 이런걸ㅉ냉동이었을때 알수 없었던후회막급이다,kakao,1,21.11.02.
896,CNTS_200000000009126,ok차박 전국투어,식당도하는데음식도 깔끔하고 굴비정식원 굴비마리삼치회도 점 김싸먹으니 좋았다미 굴비 만원짜리  개 택배 보냈다택배비 천원,kakao,5,22.12.12.
897,CNTS_200000000009126,선물,온돌방에 묵었는데 방도 따뜻하고 쾌적해요 올레길 걷고 피곤했는데 오랜만에 온돌방에서 지졌네요,kakao,4,22.02.10.
898,CNTS_200000000009126,2023,인터넷도 됨 샤워물 너무 뜨거움 식사는  너무 맛있음 추자에 이런 곳이 다 있네요,kakao,5,22.01.01.
899,CNTS_200000000009126,히치하이커,깨끗하고 친절하십니다,kakao,4,21.10.08.
900,CNTS_200000000009126,고경남,식사는 여기가 제일 자나오는듯 숙소도 괜찮습니다,kakao,5,21.06.24.
901,CNTS_200000000014236,ㅎㅇ,깨끗하고 조식도 너무 좋아요 시루도 귀여워요,kakao,5,20.11.14.
902,CNTS_200000000014236,마요네요,시설도 깔끔하고 아주 친절합니다만 드라이기가 너무 약합니다 참고하세요,kakao,5,20.01.09.
903,CNTS_200000000014236,고치,펜션이 깨끗하고 조용하며 강아지들과 뛰어놀수  있는 마당이 있어요 순하고 착한 골든리트리버랑 좋은 추억도 만들수 있어요시루야  상추야  잘놀고 건강하게 지내지  친절하고 살가운  주인분들도 지내시는 동안  잘 캐어해주시죠주변에  올레길 도보로 가능한 바다 쇠소깍 외돌개 등 관광지도  가깝고  강아지랑 산책할수있는  곳도  많아요 특히  마라톤 하시는분은 해변으로 멋진 코스있어요 한달살기나  보름살기 좋아요  휙 다녀가는 여행이 아닌  제주도의 생활을 체험해보시기 해보세요 장보기목욕탕가기 골목골목 걸어서 다녀보기 바다에서 보말줍기  오름에서 고사리 따기,kakao,5,19.08.26.
904,CNTS_200000000014236,이은정,복층에 묵은 리뷰입니다깨끗하고 넓고 친절한건 맞지만 장점과 단점 중 단점들이 더 많게 느껴져 재방문은 절대 하고 싶지 않다고 느꼈습니다 단점  ㅡ  복층계단 올라가는 구조의 경사가 너무 위험                하고 폭이 좁습니다               복층엔 화장실이 없어 자다가도 위험하게                 층으로 내려가야 볼일을 봅니다               바베큐 숯이 최하등급으로 한국인 성격엔 절               대 맞지 않게 화딱지나게 합니다               물 제공없습니다 사다먹어야 합니다               도착 후 시장서 장보신다고 한시간가랑 연락               두절상태로 시간 가량 대책없이 기다렸습               니다장점  ㅡ  보이는 그대로 깨끗합니다보류  ㅡ  리뷰대로 조식은 똑같습니다,kakao,3,19.07.15.
905,CNTS_200000000014236,마루,시설도 깨끗하고 정원도 예쁘고 꽃도 예쁘고무엇보다 사장님내외가 친절하고강아지 시루도좋고조식도 주는데 정해진 시간이 아니라 원하는 시간에 방으로 갖다주시는것도 정말 좋았습니다 날씨가 좋아서 정원에서 차한잔하면서 여유를 즐길수있었던 것도 좋았습니다 다른곳은 린스는 없는데 시루네는 린스도있어서 클렌징폼만 챙기면 됩니다 수건도 넉넉하고슬리퍼도 넉넉히 준비해줘서 불편함 없이 잘 지내고왔습니다,kakao,5,19.04.16.
906,CNTS_200000000014236,손님,애견동반 펜션 마당도 넓고 집도 깨끗해서 너무 좋아요 특히 후덕한 사장님께서 넉넉한 인심으로  아침식사를 맛있게 챙겨 주셔서 하루를 편하게 시작할 수 있습니다,kakao,5,18.12.25.
907,CNTS_000000000019675,mini1919,독채로 박을 예약했는데 현관문 도어락을 이런상태로 렌탈해주네요 비밀번호가 라며 누르고 들어가라는데 어이가없네요 현관상태 얘기하니 자기네들 있어서 괜찮다고하길래  항의를 하니 네이에서 환불하라는 문자 남기고 전화도 안받고 연락두절하는 사장입니다 현관문 층테라스 출입문  어느 곳도 문이 잠기는 곳이 없었습니다기본적인 방주방화장실상태도 엉망이지만 문도 안잠기는곳 렌탈하는게 펜션입니까펜션관리 도 안되고 중국인으로 보이는 관리 아주머니 혼자 펜션청소 정도 해주고 있습니다사장을 절대 만날수 없고 모든 응대 현장 아주머니가 합니다결국 환불 하나도 못받고 하룻밤 묵고 바로 다른 숙소로 옮겼습니다,kakao,1,22.10.10.
908,CNTS_000000000019675,사니몬,도민이지만 진짜 최악의 서비스와 장난질로 휴가 망친곳평 예약햇는데 독채도 아니고 랜덤배정도 아닌데 랜덤배정이라고 하고 거미줄 한가득에 문의전화 하니깐 당신들같은 사람들한테 방 안판다고 전화 툭툭 끊어버리는 역대급 펜션,kakao,1,22.08.13.
909,CNTS_000000000019675,이승연, ,kakao,3,21.11.25.
910,CNTS_000000000019675,김영호,진짜 좋은 펜션 친절하구요 추천 합니다,kakao,5,19.09.09.
911,CNTS_200000000009087,peter,음식 전망 최고에유사장님 내외분 정말 친절함에 감동 두배에유,kakao,5,20.02.27.
912,CONT_000000000500908,태원쓰,진짜 제주를 느끼고 가네요편하게 쉬당 가멘,kakao,5,22.05.08.
913,CONT_000000000500908,ㄱ        전북유나이티드.임재근,그냥 애들과 쉬기도 너무 좋았고가족끼리 연인끼리 친구끼리 단체로 오기도 너무 조ㅗ을것 같았다회사에서 워크셥으로 명 와도 충분히 좋은 장소강당처럼 쓸수있는 곳이있어 더욱 만족함아이들이 안전하고 맘껏 뛰놀수있음 근처에는 올레길도 있고 성산일출봉 우도 섭지코지 등으로 가기도 좋고 소금막 해변도 인근에있어 좋았다,kakao,5,20.08.26.
914,CNTS_000000000018282,free,사방이 그림입니다,kakao,5,22.06.05.
915,CNTS_000000000018282,소크라테스,월일 토요일 숙박 명이 라이딩   산방산 오르막에 위치   전망 바다가 한눈에 내려다 보임   펜션건물을 아주 예쁘게 지었음     내부 인테리어도 주인의 예술적 감각과     정성어린 손길을 느낄 수 있음   정원도 예쁘고 넓은 잔디받이 마음에 들음   주인이 숯불을 피워주셔서 마트에서 사온 흑돼지를    정말 맛있게 바베큐로 먹었습니다   숙소가 깨끗하게 잘 관리되고 있음   가격 대비 가성비가 넘치는 펜션임마지막으로 주인의 친절함 속에서 따뜻한 마음을 느낄 수 있었음 다시 가고싶은 숙소임,kakao,5,18.11.07.
916,CONT_000000000500904,Dennis,위치는 괜찮은데조금 오래되고 층 묵었는데물이 나오다 말다씻을 때 넘 힘들었어요,kakao,2,22.10.03.
917,CONT_000000000500904,모두의마찝!,진짜 대만족 비슷한 가격대 호텔에서도 묵었는데 비교하자면 정말 점 드리고싶습니다 침구 너어무 깔끔하고요 사장님 내외분 계신듯 안계신듯 투숙객들 불편하지 않게 신경써주시는 듯 합니다 제주에서 첨으루 저녁에 바베큐도 해먹었는데 정말 평생 잊지 못할 것 같아요ㅠㅠㅠㅠ 저녁에 근처 산책하기도 딱 걸어서 성산일출봉가기도 딱 후기를 보신다면 고민마시고 예약하시길,kakao,5,22.07.21.
918,CONT_000000000500904,채창수, ,kakao,5,21.11.09.
919,CONT_000000000500904,KIM HAK JUN,정말 다양하고 수많은 숙박업소를 가 봤지만 이렇게 깨끗하고 구석구석 정갈하게 관리 된 곳은 처음 봤습니다별이 개 있으면 개 드리고 싶은곳시설은 최신식은 아니지만 청결 상태는 별 개 라도  아깝지 않은 곳 입니다,kakao,5,21.10.14.
920,CONT_000000000500904,홍석현,좋았어요,kakao,4,20.09.30.
921,CONT_000000000500904,배고픈 먼지씨,오래됐지만 깔끔하고 저렴한 가격에 바다도 보여요 다음에 성산쪽가도 또 여기오려구요 짐도 친절하게 맡겨주십니다,kakao,5,20.08.24.
922,CNTS_000000000021428,또로링,방이랑 화장실 너무 깔끔해서 좋구 아침밥도 너무 좋았습니다,kakao,5,22.11.12.
923,CNTS_000000000021428,David.Kim,조식이 정말 좋습니다 건강하고 맛있는 식사,kakao,5,22.06.07.
924,CNTS_000000000021428,매기,시몬스침대 조식최고 잘가꿔진정원 가까운바다 이 중 조식이 잘 나와서 제주도 올때마다 묵게되는 숙소,kakao,5,22.03.26.
925,CNTS_000000000021428,룰ㄹㄹ, ,kakao,5,21.10.22.
926,CNTS_000000000021428,박성우,조식이 맛있고 호스트분들이 아주 친절하신 좋은 숙소입니다,kakao,5,20.08.16.
927,CNTS_000000000021428,.,숙소도 매우 깨끗하구요 조식도 퀄리티가 너무 좋습니다 사장님도 너무 친절하셔요 강추합니다 근처 숙소를 찾으시면 이곳에서 머무세요,kakao,5,19.07.22.
928,CNTS_000000000021428,한시내, ,kakao,5,18.09.12.
929,CNTS_000000000021428,크리쓰,최고에요 조식도 정성스럽게 만들어주시고 이보다 더 좋은 숙소는 없습니다,kakao,5,18.09.06.
930,CNTS_000000000021428,버그 이영희 010.5705.0233,층카페 층 펜션정말 깔끔하고 좋아요아침에는 층에서 조식이 나옵니다,kakao,5,17.12.27.
931,CNTS_000000000021425,Zoo,층 카페 리뷰커피 음식 모두 정말 최고였습니다 제주도 여행중 가장 만족스러운 시간을 보낸것 같네요 강추입니다,kakao,5,21.06.27.
932,CNTS_200000000014237,마명원,주인장님이 정말 깨끗하고 깔끔하게 관리하시네요 호텔 못지 않습니다아침 토스트도 맛있습니다,kakao,5,19.08.03.
933,CNTS_200000000014237,김태우,시설도 너무 깨끗하고 주인분께서도 친절해서 좋았어요,kakao,5,19.06.29.
934,CNTS_000000000019838,김경희,반려견 동반 인 여행 강력 추천 드리구요독채인데 마당은 앞뒤옆마당 모두 뛰어놀수 있구요문열어주면 나가 놀다 들어옵니다호스트분들은 너무 친절하셔서 미안할 정도 였구요썬룸이 따로 있어 뭐 해먹기도 좋구요방엔 삼다수 생수 큰통과 인스탄트 커피 등 잘 구비 되어 있구월 중반 안추워서 보일러 안틀었어요날씨도 받쳐줘서 두시간 좀 넘게 원 장작으로 불멍 타임 가졌는데 진짜 넘나 행복했어요감사합니다 건강하셔요,kakao,5,21.11.21.
935,CNTS_000000000019838,전종세,너무너무 마음에 들었어요 사장님도 친절하시고 구비되어 있는 비품 풍경 등 모든게 좋았습니다 다음에 제주도 오면 또 묵을 거 같아요,kakao,5,20.11.12.
936,CNTS_000000000019838,Sunny No.32,섬세한 배려가 돋보이고 숙소에서의 뷰도 숙소 자체도 너무 맘에 든다 다음번에도 지터와 같이 와보고 싶다,kakao,5,19.02.09.
937,CNTS_200000000014240,낭만식객여행자,새롭게 리모델링 점점 궁금해지는구나가격도오캠자리 궁금하당,kakao,5,23.01.20.
938,CNTS_200000000014240,김종환, ,kakao,5,22.07.22.
939,CNTS_200000000014240,시민,뷰 빼곤 추천하고 싶지 않아요,kakao,1,22.05.29.
940,CNTS_200000000014240,Big,작년 박에 만원 올해 박에 만원 올해 월부터 박에 만원 박에 만원입니다 이런 비싼곳은 가본적도 없지만 에코그린이나 귤빛캠핑장 가는게 낫겠어요,kakao,1,22.05.14.
941,CNTS_200000000014240,헬로월드,뷰는 좋지만 설거지하는 곳 옆에 화장실은 정말 아닌것 같아요 깨끗하지 않아요,kakao,1,22.04.07.
942,CNTS_200000000014240,꼬소미♥️,미니카라반 이용했는데 작아도 너무 작아요 냉장고 안에 곰팡이 피고 이상한 냄새나서 냉장고 이용불가하고 세면대 같은데서 설겆이 해야되는데 너무 비좁으니까 물넘치고 안내려가고 난리부르스 만원 넘는가격에 이정도면 그냥 모텔가는게 나을듯요,kakao,1,22.03.02.
943,CONT_000000000501121,즐거운 날,주인분이 너무 친절하고 시설도 좋아요 특히 저녁바베큐 좋았습니다 난호도 켜 주시고 분위기도 좋고 바베큐장이 따로 있어 춥지도 않고 좋았습니다,kakao,5,23.01.01.
944,CONT_000000000501121,자물쇠,시설 깨끗하고 좋습니다 추천이요,kakao,5,22.09.01.
945,CONT_000000000501121,Timmo,깔끔하고 좋아요,kakao,5,22.05.16.
946,CONT_000000000501121,주유안,거실 넓고 한적하고 가성비 좋아요애기가 거울 깨먹었다니까 약부터 챙겨오시는 따뜻한 사장님이 계세요,kakao,5,21.11.04.
947,CNTS_200000000014075,딜레이,제주여행중 가장 멋졌던 숙소입니다 뷰 인테리어 청결 하나빠지는게 없이 완벽,kakao,5,23.01.06.
948,CNTS_000000000021410,정명준,올레길 걷다가 들렸습니다  제가 년동안 제주도 여행 댕겼는데 지금까지 갔던 게스트하우스들 중에 최고인 것 같네요   우선 가격도 저렴하고 인 만 사장님도 친절하시고 무엇보다 다른 게스트하우스들은 간과 할수도 있는 사소한 요소들도 세세하게 케어한 모습이 눈에 보여서 좋았습니다     게스트들 목마르지 말라고 생수 넉넉한 옷걸이 치실까지 구비한 게스트하우스 처음 봅니다  지루하지 말라고 닌텐도 스위치와 미니 포켓볼  침대 가림막이 넉넉한 조식과 다과 상비약 여행품 판매 입실할때 쪽지와 서비스 등등  만족하고 갔습니다   사장님 앞으로도 대성하시길 바랍니디   연박으로 잘 쉬다 갑니다,kakao,5,22.04.19.
949,CNTS_000000000021410,퐁당퐁당,코로나로 인 실만원 운영 중올레길 코스 시작점 인근이고 버스 이용도 편한곳이네요따뜻하고 편하게 잘 쉬었다 갑니다참조식은 라면이라 컵반 등 셀프로 챙겨먹는 거예요,kakao,5,22.02.04.
950,CNTS_000000000021410,김성근,일단은 한번 가보세요,kakao,5,21.05.11.
951,CNTS_000000000021410,주리 :-),항상 정감 가는 뿌리 게스트하우스 서로 배려하는 분위기가 너무 좋아요,kakao,5,21.02.19.
952,CNTS_000000000021410,dsb, ,kakao,5,19.10.06.
953,CNTS_000000000021410,무화과,뿌리좋아요,kakao,5,19.05.26.
954,CNTS_000000000021410,뿌리컴퍼니(PuriCompany), ,kakao,5,19.02.19.
955,CNTS_000000000018101,JY,박 일 오션뷰 객실 이용 오션뷰 좋지만 창 가까이서 보면 앞에 정육식당이 너무 정면뷰라 아쉬움은 있음 멀리서 찍으면 나름 괜찮은 오션뷰 차를 가져오지 않아 주차 편의성은 알수 없고 조식 이용 안함 옥상 수영장은 그럭저럭 분위기가 좋았지만 옥상 면적을 너무 활용하지 못하는 느낌 화장실 쪽 옥상은 그냥 텅텅 비어있어서 뭔가 발전이 있으면 좋겠다 싶음 가족단위도 커플단위도 많이 방문해 수영장 거의 상시 바글바글한편 수영장팁 개인수건 가져가면 대여 안해도 됨 보통 수영복입고 가운 걸치고 올라감 객실 키 맡기면 야외용 슬리퍼 대여 가능객실 슬리퍼 신고가면 옥상 입장하면서 벗어야하는데 잠깐 왔다갔다만 해도 발 얼음장 어메네티는 매일 리필해주고 직원 친절도는 애매함 엄청나게 친절했다가도 루프탑 상주 직원들은 안내가 부족하다고 느껴짐 하지만 요청사항 거의 다 빠르게 들어줘서 좋았음 와인잔 식기류 등 제공 요청에 빠르고 친절한 응대에 간헐적 불친절에 대한 불만은 어느정도 상쇄됨  만족은 아니지만 가성비가 확실히 좋고 저렴하다고 서비스와 질까지 내던지지 않으려 노력하는 게 보여서 꽤 만족스러웠음  뚜벅이 여행도 제주 시내에서 애월까지는 여기저기 다니기 교통이 좋은 위치 바로 근처 주변에 유흥가나 관광지가 딱히 없어서 밤에 조용한 것도 좋았음,kakao,4,23.01.13.
956,CNTS_000000000018101,접접박사,장점 가성비 루프탑 사람 많고 물 더러운 건 어쩔 수 없을 것 같고 수건대여가 유료예요 ㅋㅋ아 조식이 좀 돈 아까웠어요 ㅠㅠ,kakao,3,22.08.15.
957,CNTS_000000000018101,최찬호,다른걸 다 떠나 투숙객한테 수영장 타월비 별도로 받고 선베드 유료료 이용하라는건 정말 신박한 발상인거 같아요 그러면 몸 안닦고 물에 젖은채 엘리베이터 타도 되는거죠,kakao,1,22.08.10.
958,CNTS_000000000018101,Rose,비지니스 호텔이라서 좁습니다창이 열리지않아 통풍 환기가 안되어 먼지가 많아요수영장도 좁아서 인원이 몰리면 목욕탕처럼 바글바글해요ㅋㅋㅋ시내와 접근성은 좋아요아침조식은 음식에 비해 비싼편입니다,kakao,3,22.06.19.
959,CNTS_000000000018101,cup,뷰좋구 친절하구 깨끗하고 공항에서 접근성뛰어나구지상주차장이 넓어서 좋았구요다음번방문시 재방문  할게요걸어서 분안되는거리에 편의점도있구너무좋아요,kakao,5,22.03.10.
960,CNTS_000000000018101,s2,카운터 사람 불친절했는데 무엇보다도 체크인시간이 좀ㅡㅡ 단 분도 일찍 체크인 안해줍니다,kakao,1,22.02.19.
961,CNTS_000000000018101,브라보,지하주차장 좁음 자리도 몇대 없내요 ㅠㅠ 오션뷰는 멋짐,kakao,3,22.01.21.
962,CNTS_000000000018101,동백,스위트룸 방이 깔끔하고 룸클리닝도 좋았어요다만 화장실문이 잠겼어서 안에서 좀 고생했네요다른 부가적 서비스들도 조금 아쉬웠네요칫솔 챙겨가세요나머지는 다 좋았습니다조식도 갯수도 많고 라운지 음식들도 맛있었네요스위트룸 뷰 최고,kakao,4,22.01.16.
963,CNTS_000000000018101,리커버리,꽤 괜찮다 약간 아쉽지만 성임을 감안,kakao,4,22.01.10.
964,CNTS_000000000018101,도현, ,kakao,5,22.01.04.
965,CNTS_000000000018101,맛탱,비록 늦은 체크인 이른 체크아웃으로 수영장 구경은 못했지만 룸은 깔끔했음직원분들도 엄청 친절하셨어요다만 방음 잘 안되는건 맞아요 아침에 옆방사람 문자 알림음이 우리방까지 들려서 깜놀그리고 저희 방만 그런건지 샤워기 수전이 좀 이상했는데 개선 필요한 것 같아요,kakao,4,21.12.15.
1014,CNTS_000000000019282,air☆bus,마린포트리조트 박했는데가성비 최고여사장님 친절도 서비스도 만점  바다전망좋고 추후라도 강추천 ,kakao,5,22.10.05.
1015,CNTS_000000000019282,케로로중사,장점 가성비 뛰어남  가성비가 뛰어남 박에 만원정도평일인데 방이 좁지않음 바닥까지 하면 면은 잘수잇을듯요만 잇으면 침대도 편한 편임  테라스가 잇어 좋고 바다가 보여 경치 좋은편  신축은 아닌데 나름 관리를 잘한거같이 보임 단점  현관문쪽 방음이 잘 안되서 다른 방에서 문닫을때마다 쿵 하는 소리가 남  화장실에서 작은 바퀴벌레 마리 모기 마리 잡아 죽엿음  창문열면 차도가 근처라 차 지나가는 소리가 거슬림,kakao,4,21.10.02.
1016,CNTS_000000000019282,현규,가격대비 이만한 데는 없는듯,kakao,5,21.08.06.
