콘텐츠_ID,content,contents
CNTS_000000000018457,,"['민속해안로는 제주 올레길 4코스에 포함되어있고, 세화와 표선을 연결하는 해안도로이며, 제주민속촌과 인접한 길이기 때문에 ‘민속해안로’ 라는 명칭이 붙여졌다. 이 도로는 자전거 길이 마련되어 있어 자전거를 이용해 주변 경치를 즐길 수도 있고, 휠체어도 다닐 수 있는 길이기 때문에 천천히 제주의 풍광을 즐길 수 있다. 한적한 도로이고, 다른 관광지와는 다르게 카페나 편의 시설이 모여 있지는 않다. 하지만 여유를 가지고 바다 위 등대나 밀려오는 파도 등을 바라보며 도로를 달리거나 거닐 수 있다. 해안도로 끝에는 표선 해비치해변, 제주의 전통문화를 엿볼 수 있는 민속촌 등을 만날 수 있다. 화려한 불빛들이 늘어져 있는 도로는 아니지만 제주 바다가 연출하는 멋진 풍경과 함께 마음의 휴식을 취할 수 있을 것이다.']"
CONT_000000000500121,,"['섬의 모습이 물개를 닮았다고 해서 달서도라고도 한다. 제주도 북부 끝의 북촌리 마을 해안에서 400m 정도 거리의 앞바다에 떠 있는 무인도이다. \n온통 현무암으로 이루어진 바위섬으로, 3~4개의 독립된 작은 섬이 모여 이 섬을 이룬다. 거센 파도와 해풍에 의해 바위가 갈라지는 절리 현상을 곳곳에서 볼 수 있으며, 작은 섬과 섬 사이는 소규모의 모래벌판으로 연결되어 있다. \n원앙(천연기념물 제327호)의 집단 도래지로 유명한 곳으로, 매년 12월에서 2월 사이에 적게는 수백 마리에서 많게는 수천 마리의 원앙이 찾아든다. \n바다 낚시터로도 널리 알려져 있다. 2009년 7월 제주시가 기존의 관광 명소 이외에 제주시 일대의 대표적인 장소 31곳을 선정해 발표한 제주시 숨은 비경 31 중 하나이다.']"
CNTS_000000000019321,,"['제주 남쪽, 올레길 8코스에 위치한 약 4km 정도의 해안 산책길이다.\n논짓물부터 대평리까지 바다를 따라 쉬엄쉬엄 걸으며 풍경을 감상하기 좋은 길이다.']"
CNTS_000000000021612,,"['볼레낭길은 제주올레 9코스를 걷는 구간 중 하나로, 대평포구에서 시작해 주상절리층 절벽인 박수기정을 따라가다 보면 나오는 곳이다. 볼레낭은 보리수나무를 일컫는 제주방언으로, 이곳은 볼레낭이 우거진 길이다. 볼레낭길에서 바라보는 산방산은 하늘에 뭉게뭉게 피어오른 구름과 장관을 이룬다. 울긋불긋 빨갛게 달려있는 보리수나무 열매를 감상하며 황개천으로 이어진 부드러운 흙길을 걷다 보면 방목하는 소들이 여유롭게 풀을 뜯으며 휴식하고 있는 모습을 어렵지 않게 관찰할 수 있다. 평탄한 월라봉 능선이 안덕계곡까지 연결되어 있어 시원한 계곡물과 아래에 위치한 초록 물결의 조밭을 감상할 수 있다. 구간은 짧지만 난이도가 비교적 높은 제주올레 9코스는 산과 숲길을 반복하기 때문에 팔과 다리를 가려주는 산행 복장을 하고 가는 것이 좋다.', '제주시외버스터미널에서는 250-1번, 서귀포쇠외버스터미널에서는 102번 버스를 타고, 화순환승정류장(안덕농협)에 하차해 약 25분 정도 걸으면 볼레낭길이 보인다. 근처에는 용의 머리를 닮은 용머리해안, 남서부 지역의 대표적인 항구인 모슬포항, 조형물 전시장인 소인국 테마파크 등 유명한 관광명소가 있다.']"
CNTS_000000000022857,,"['4·3 때 토벌대의 초토화작전으로 제주도내 많은 중산간 마을들이 피해를 입었고 그 가운데는 없어져 버린 마을도 많다.\n서귀포시 영남마을(瀛南洞)도 그 당시 없어져버린 중산간 마을 가운데 하나다.\n서귀포시 중문동 회수에서 신시가지로 가는 우회도로를 따라가다 용흥마을 지경에서 내려 북쪽으로 난 좁은 길로 접어들면 영남마을을 만날 수 있다.\n지금은 길이 잘 뚫려 있어 제2산록도로를 타고 가면 쉽게 접근할 수 있다.\n\n뒤쪽으로는 한라산 밀림이 병풍처럼 둘러쳐져 있고,\n동남쪽으로는 고근산과 파랗게 펼쳐진 바닷가 한눈에 들어오는 영남마을은\n‘영주산(한라산) 남쪽마을’이라는 마을이름에서 알 수 있듯이 바로 한라산 밀림이 끝나는 지경에 고즈넉히 자리잡고 있다.\n\n행정구역상 과거에는 중문면 영남리였다가 4·3당시는 중문면 강정2구로 편입됐으나 지금은 서귀포시 용흥동에 속해 있다.\n\n< 출처: 제주4·3연구소, 「연구소 소식지 29호」(1997) >']"
CNTS_200000000007281,,"['정모시쉼터\n\n정방폭포로 흐르는 물줄기가 지나가는 정모시쉼터. 도민들에게는 인기 명소이지만, 아직 여행객들에게 잘 알려지지 않아 사람 많은 피서철에 여유롭게 물놀이를 즐길 수 있는 곳이다. 정모시쉼터의 정모시는 정방폭포의 못을 가리키는 말이다. 이곳은 정방폭포의 상류지역으로 사계절 내내 용천수가 흐르고, 어른 허벅지 정도의 깊지 않은 수심으로 아이들이 놀기에 제격이다. 차를 주차하고, 돌계단을 따라 내려가면 차가운 용천수에 발을 담근 사람들과 잔잔한 물결을 따라 커다란 튜브 위에서 휴식을 취하는 사람들을 볼 수 있다. 용천수의 가장 장점은 물이 깊지 않아 어른, 아이가 함께 놀 수 있다는 점인데, 서귀동에 있는 정모시쉼터도 마찬가지이다.\n\n어른과 아이가 모두 재미있게 물놀이를 즐길 수 있는 곳 중 하나이며, 주변으로 숲이 우거져 있어 물놀이를 더욱 시원하게 즐길 수 있다. 또한 이곳의 매력은 바로 쉼터라는 점이다. 용천수가 흐르는 길 주변으로 나무 갑판 징검다리가 있는데, 징검다리를 지나면 작은 쉼터가 나온다. 나무가 깔려있는 길과 정자, 벤치가 마치 공원처럼 조성되어 있어 물놀이를 즐기며 쉴 수 있다. 정자에 있는 평상은 무료로 사용이 가능하지만 취사는 불가능하니 꼭 참고하자. 이밖에도 폭포의 상류 지역이라 세탁 및 설거지 등 물이 오염될 수 있는 행동도 금지되고 있다. 또한 비가 많이 내렸을 때는 갑작스럽게 범람할 수 있으니 주의하자. 이 시기에는 담수욕장 사용 및 징검다리를 이용할 수 없다.']"
CNTS_200000000008034,,"['소라의성은 서귀포시 동홍동에 있는 아름다운 건축물로 단순하면서도 곡선의 아름다움이 돋보인다. 소정방폭포 인근의 해안 절벽에 지어져 있어 절경을 감상할 수 있는 곳이다. 건축물 이름에서 유추할 수 있듯이 소라의 모양을 본떠 만들었고, 1969년에 지어졌다.  소라의성 설계자는 미상이나 학계 등의 다수 의견에 따르면 김중업의 작품으로 추정되고 있다. 현재 서귀포시에서 북카페로 운영하고 있으며 내부에서는 사진 및 그림 기획 전시를 열기도 한다.  카페 한 쪽 벽면이 통유리로 되어있어 제주 해변을 감상하며 커피를 즐길 수 있다.\n\n소라의성은 4면이 각기 다른 분위기와 모습을 하고 있는 독특한 형태를 가지고 있다. 건축물 1층은 개방적인 구조로 만들어져 있고 2층에는 아늑한 느낌이 들도록 폐쇄적인 구조로 되어있다. 수평과 수직의 교차가 조화로 강한 입면의 장식적인 요소로 처리한 것이 이 건물의 특징이다. 소라의성은 제주 올레길 6코스에 속해있으며 주변 관광지로는 정방폭포, 왈종미술관, 자구리공원 등이 있다. ']"
CNTS_200000000010513,,"['당신의 피크닉친구, 피크닉메이트\n피크닉을 떠나는 설렘, 햇살의 온도를 느낄 수 있는 행복, 화보같은 사진으로 꺼내 볼 추억까지. 피크닉을 함께 떠나는 친구가 되고 싶은 마음으로 피크닉의 모든 순간을 함께 한다. 제주여행의 감성을 더하는 피크닉세트로 아름다운 자연에서 여유와 낭만 가득한 하루를 보내자. 피크닉메이트가 라탄바구니 가득 피크닉의 기쁨을 선사할 것이다.']"
CNTS_200000000014307,,"['그루밍시즌은 서귀포시 서귀동에 위치한 반려동물 미용실이다. 깔끔한 디자인과 반려동물을 위한 용품들이 판매 중인 이곳은 다양한 간식들로 반려동물의 입맛에 따라 즐길 수 있도록 세심한 배려가 눈에 띈다. 반려동물과 끝없는 교감을 통해 반려동물에게 안정감을 주는 장소다. 반려묘 미용 시 무마취로 미용을 진행하는 특별한 장소다. 미용 과정은 투명한 유리창을 통해 언제든지 확인이 가능하며, 중간중간 사진을 보내줘 다양한 순간들을 남길 수 있다. 또한, 호텔과 놀이터를 이용하는 반려동물을 위해 푹신한 매트를 설치해 슬개골 탈구 방지를 위한 노력도 돋보인다. 세심한 배려와 작은 부분도 놓치지 않고자 노력한 모습이 인상적인 장소다.']"
CNTS_000000000020170,,"['서귀포층의 패류화석은 서귀포시 남서 해안 절벽에 있는 조개종류의 화석을 말한다. 이 절벽에는 퇴적암층이 드러나 있고 거친면이 현무암으로 덮여 있다.\n\n이 화석층에서는 조개화석 위주의 동물화석이 많이 발견된다. 약 180만년 전부터 50만년 전에 화석생물과 함께 쌓여 이루어진 것으로 추정되며, 그 후 100m 정도 솟아오른 곳이 물결로 인해 깎여서 절벽으로 변했다.\n\n서귀포층에서 발견된 화석으로는 부족류, 달팽이·전복·우렁이와 같은 복족류, 굴족류, 완족류, 성게·해삼·불가사리 등의 극피동물, 산호화석, 고래와 물고기 뼈, 상어이빨 등의 화석이 있다. 미화석으로는 바다에 사는 단세포동물인 유공충이 있다. 위와 같은 조개화석은 현재에도 존재하는 것이지만, 대부분 근처 해안에서는 발견되지 않고 더 따뜻한 남쪽바다에서 발견된다. 이는 서귀포층이 쌓일 당시의 바다가 지금보다 따뜻했음을 말해준다.']"
CNTS_000000000021055,,"['서귀포항과 천지연 폭포를 감상하며 즐기는 산책\n\n제주올레 6코스를 따라 걷다 보면 천지연 기정길을 마주하게 되는데 “기정”은 제주어로 벼랑을 뜻하며, 천지연폭포 위쪽으로 이어지는 길로, 600여 미터 길이의 산책길이다. 아열대성과 난대성 상록수가 우거진 길을 따라 걷다 보면 아름다운 경치를 자랑하는 새연교와 서귀포항이 내려다볼 수 있다.\n\n좋은 경치만큼이나 잘 정리되어 있는 길 덕분에 누구나 편하게 주변 풍경을 감상하며 산책할 수 있으며, 길을 걷다 보면 천지연폭포로 흘러가는 물의 모습도 볼 수 있다. 곳곳에 제주를 나타내는 벽화와 조형물이 있어 볼거리를 더 풍성하게 만든다.']"
CNTS_200000000011254,,"['제주친구는 2020 제주특별자치도 지정 우수관광 사업체로, 차량이 들어갈 수 없는 제주 구석구석까지 돌아볼 수 있도록 여행 편의를 제공하고 있다. 또한, 서귀포 시내 근접한 곳에 위치하고 있고, 제주환상자전거길까지도 약 2.1km로 접근성이 매우 우수하다.\n\n전동킥보드는 완전충전 시 최대 60km까지 주행가능 하며, 폴딩 시스템으로 부피를 줄여 차량 트렁크에 넣어 간편하게 휴대도 가능하다.']"
CNTS_000000000019926,,"['제주올레여행자센터는 올레길을 걷는 이들을 위한 길라잡이이자, 합리적인 가격에 숙식을 해결할 수 있는 장소이기도 하다. 1인실, 2인실, 도미토리형식의 다인룸까지 선택이 다양하고, 세면용품부터 드라이기까지 구비되어 있다. 세탁물을 바로 세탁할 수 있는 서비스도 제공된다. 올레길을 걷다가 쉬어가고 싶다면 이 곳에서는 세미나, 교육프로그램, 다양한 체험 활동까지 제공하고 있다. 비가 오는 날 하루는 올레길을 쉬고 싶을 때에도 이 곳에서 다양한 경험을 해볼 수 있다. ', '1층에는 식당과, 펍이 있어서 제주에서는 나는 재료들로 만들어진 끼니와 여행의 마무리를 시원한 맥주로 채울 수가 있고, 2층엔 올레길을 관리하는 사무실이 있다, 3층에는 올레스테이로 올레길을 걷는 이들이 쉬어갈 수 있는 숙박 시설을 운영한다. 함께 온 동행이 아닐지라도 이 곳에서 올레길을 걷는 동료들을 새롭게 사귀고 경험을 나누는 일도 또 다른 즐거움이 될 수 있다. ']"
CNTS_000000000022037,,"['조이다이브는 섬에서 스쿠버다이빙 체험을 할수 있는 해양스포즈 레저업체다.\n관광객이 이용할수 있는 1일 체험다이빙 프로그램과 스킨스쿠버다이빙 자격증 소지자가 즐길수 있는 섬다이빙 투어 코스를 갖추고 있다.\n스쿠버 다이빙 자격증 교육을 받을 수 있는 전문교육 프로그램 또한 갖추고 있으며, 여행객이 쉴수 있는 게스트 하우스를 함께 운영하고 있다.', '1일 체험다이빙 프로그램(범섬/문섬/섶섬)\n배를 타고 섬으로 이동하여 이론교육 후 전문강사진과 1:1 제주바다 스킨스쿠버를 체험한다.\nPADI 미국국제자격증 협회에서 공식 인증받은 스킨스쿠버 다이빙교육센터로\n초급 오픈워터 자격증 과정에서 고급 스쿠버다이빙강사개발까지 가능하다.', '조이다이브는 PADI 에서 공식인증받은 제주도 스킨스쿠버 다이빙 센터입니다.\n\n초급과정 오픈워터에서 강사개발까지 논스톱으로 배워보실 수 있는 교육센터입니다.']"
CONT_000000000500035,,"['거문여해안과 서귀포파라다이스호텔 주변은 서귀포시 관광의 매력을 가장 잘 나타내어 주는 곳이다.\n\n정방폭포가 가까이 있고 소정방폭포와도 연결되어 있으며, 파라다이스호텔과 접해 있는 천혜의 해안경승지이다.\n\n각종 나무와 새소리, 갯내음이 어우러진 이 일대는 연인들의 산책코스로 잘 알려져 있을 뿐만 아니라\n이곳에서 보는 서귀포해안절경은 세계적인 수준이다.\n\n특히 거믄여는 화산폭발에 의한 용암이 해안까지 흘러 내려와 식은 화산암으로 독특한 형태를 띠고 있다.\n\n주변의 기암절벽과 폭포 등의 해안절경이 뛰어나 내국인 관광객들에게 각광받고 있으며, 거믄여해안에서 갯바위낚시를 즐길 수 있다.']"
CNTS_200000000009480,,"['ㆍ최첨단의료장비 보유 MRI, CT, 혈관조영촬영장치\nㆍ국민건강증진을 위해 건강검진업무 수행\nㆍ응급환자를 위한 24시간 응급의료센터 운영\nㆍ백내장수술 및 회복기간이 빠른 무릎인공관절수술 시행']"
CONT_000000000500460,,"['이왈종 화백이 살던 집을 헐고 큰 작업실이 갖고 싶다는 생각에 도자기를 빚어 건물모형을 만들었다.\n스위스의 건축가 다비드 머큘러와 한만원 건축설계사가 공동 작업한 미술관은 조선백자 모양으로 만들어 신기함을 더한다.\n미술관에는 수장실과 도예실, 전시실이 있으며 도자기, 조각, 회화 작품이 전시되어 있다.']"
CNTS_000000000019888,,['카라반마다 개인차를 세워둘수 있는 주차공간이 바로 옆에 있다\n\n. 바베큐는 미리 말하고 2만원을 추가하시면 사용가능']
CNTS_000000000022340,,"['제주올레 여행자센터 – 간세공방\n\n간세공방은 제주올레 기념품인 간세인형을 직접 만들며 체험하는 공방이다.\n간세인형은 헌 천이나 자투리 천을 활용해 만드는 수제품이다.\n버려질 천을 재활용하고, 제주 여성에게 일자리를 제공하고, 판매 수익금으로 제주올레 길을 유지 보수하는 진정한 에코 브랜드제품이다.\n한 땀 한 땀 바느질하는 동안 잡념을 잊고 몰두의 세계를 경험할 수 있다.']"
CNTS_200000000007858,,"['오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.\n또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.\n이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.\n\n\n서귀포시에 위치한 신효동이 다른 마을보다 따뜻할 수 있는 이유는 바로 월라봉이 있기 때문이다. 상효동과 신효동의 경계에 위치한 월라봉은 차가운 서북풍을 막아주는 역할을 한다. 3개의 봉우리로 이루어진 월라봉은 다양한 경로로 오를 수 있지만, 월라봉 중턱에 위치한 감귤박물관에 차를 세우고 산책로를 따라 걸으면 비교적 쉽게 서포제동산과 전망대에 다다를 수 있다. 감귤박물관 산책로를 통해 10분 남짓 걸으면 효돈마을뿐만 아니라 남쪽 끝 제지기오름, 앞바다의 섶섬까지 한눈에 볼 수 있는 월라봉 정상바위를 만날 수 있다. 단, 전망대나 나무데크 등의 시설이 없는 자연 그대로의 바위이기 때문에, 안전장비를 갖추고 올라야 한다.', '']"
CNTS_000000000022031,,"['제주에서도 볼거리가 참 많은 서귀포이지만 서귀본향당을 처음 찾는 사람은 그곳을 맘편하게 찾기가 사실 쉽지 않다. 차라리 이중섭 미술관 뒤편이라고 설명을 해주어도 그곳은 한 켠에 작은 터로 조금 자리하고 있을 뿐이다. 서귀본향당은 서귀동 이중섭 미술관 위편, 문섬이 훤히 내려다보이는 곳에 위치한다. 지금은 새로이 개조된 당집이 있고 현재 당을 메고 있는 박씨 심방이 거주하고 있다.\n\n마당 한켠에 자리하고 있는 신목의 위풍은 예전 당제의 위엄을 나타내고 있다. 진성기 선생님이 채록한 본풀이에 의하면 매년 정월 초하루에는 과세문안대제, 2월 13일에는 영등손맞이제, 7월 13일에는 마불림제, 11월 13일에는 대제일을 지냈다. 서귀본향당의 당신의 이름은 “보름웃님”이다.\n\n서귀본향당에 관해서는 다음과 같은 전설이 전해 내려온다.\n제주출신의 보름웃도가 어느해 중국으로 여행을 갔다가 대신의 집에 유숙하게 되었는데 그만 그의 딸을 보고 한눈에 반해버렸다. 대신에게 딸과의 결혼을 청한 보름웃도는 내기 바둑으로 결혼 승낙을 얻고 드디어 결혼을 하게 되었다. 그러나 첫날밤 신부의 너울을 걷어보니 얼굴에 곰보가 있는 추녀였다. 작은 딸을 보고 청혼을 한 것이 큰딸(고산국)을 맞게 된 것이라 말도 못하고 뒤돌아 앉은 보름웃도는 그때부터 세숫물을 떠와도 세수를 안 하고, 밥상을 가져와도 식사를 안 하다가 처제와 눈이 맞아 제주도로 도망와 버렸다.\n그 때만 해도 제주도는 암흑천지였는데 보름웃도가 도착하여 한라산의 말라죽은 구상나무 가지를 꺾어 세 번을 치니 닭이 되어 울기 시작하면서 대명천지로 바뀌었다. 한편 버림받은 큰 부인(고산국)은 얼굴은 못생겼지만 똑똑하고 무예에 능한 여장부였다. 천기를 받아 이들이 제주도로 달아난 것을 안 고산국은 남장을 하고, 천근 짜리 무쇠 활에 백근 짜리 화살을 들고 칼을 찬 채 축지법을 써서 백 리를 오 리로 앞당기며 뒤쫓아왔다. 이에 당황한 보름웃도는 풍운조화를 부려 섬 전체를 안개와 비로 캄캄하게 덮었으나 고산국이 창부채를 휘두르니 이내 걷혀버리고 말았다. 쫓아올 때 생각에는 보이기만 하면 단칼에 베어 죽일 요량이었으나, 막상 얼굴을 보니 그것도 못할 노릇이었다. 하여 동생의 성을 바꿔 지산국이라 결정하고 고산국이 활을 쏘아 셋 모두 따로 좌정하기로 결정하였다. 이때 고산국이 활을 쏘니 흑담에 떨어져 서홍마을을 차지하였고, 보름웃도는 서귀포의 앞 바다 문섬으로 떨어져 서귀동 아랫마을을 차지하고, 지산국은 나머지 동홍마을을 차지하였다. 이때부터 세 지역의 땅과 물을 가르게 되었는데, 동-서홍마을 간에는 결혼은 물론 밭을 매매할 수도 없었다.']"
CNTS_200000000014306,,"['그루밍제주는 야외에서 일광욕하며 친구들과 뛰어놀 수 있는 공간이다. 미용도 가능하며 유치원과 호텔을 운영하고 있다. 애견 미용은 강압적이지 않게 천천히 적응하며 아이의 컨디션에 맞춰 진행되기 때문에 아이들에게 미용에 대한 좋은 기억을 심어줄 수 있도록 진행한다. 유치원은 노즈워크, 클리커 트레이닝, 장난감 놀이 등 프로그램을 통해 반려동물의 사회성과 체력, 근력을 강화하고 집중력을 향상시키며 스트레스가 완화될 수 있도록 노력하고 있다. 아이들의 활동사진과 동영상을 1일 1회 받을 수 있다.']"
CONT_000000000500110,,"['오름은 주소가 산지로 되어있어, 내비게이션 검색 시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다. 또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다. 이에, 오름 방문 시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.\n\n이 오름은 주변 일대에서 유일하게 고도가 400m 이상되는 오름으로 능선미가 선하고, 주위에 산재 된 뭇 오름을 압도하는 느낌을 주어 높은 오름이라 불린다. 상에는 둘레가 약 500m나 되는 원형 굼부리가 3개의 봉우리를 이어가면서 위용을 자랑하고 있다. 주위 경관이 아름다워 패러글라이딩 동호인들이 가끔 찾는다. 산등성이 여기저기에는 크고 작은 바위들이 있고 그 틈새에는 사스레피나무와 부처손이 자라나고 있으며, 등성이 일부에서는 물매화, 미나리아제비, 제비꽃, 피뿌리풀이 서식하고 있다. 표고가 높기 때문에 정상에서는 사방을 시원스레 조망할 수 있으며, 특히 다랑쉬, 거미오름, 백약이로 이어지는 조망은 예술의 경지라고 해도 과언이 아닐 정도로 그 조망이 매우 뛰어나다.']"
CNTS_200000000012138,,"['서영아리오름은 안덕면 상천리에 있는 말굽형 오름이다. 입구는 돌오름 입구 쪽에서 걸어가는 곳과 산록남로의 해병대 상천리 훈련장 쪽으로 가는 길이 있다. 넓은 곳에 주차를 하고 걸어서 산쪽으로 가면 서영아리 오름의 입구에 도달할 수 있는데 그쪽까지 차가 갈 수 있지만 도로의 폭이 좁기 때문에 차가 긁히는 것은 감수를 해야 하기 때문에 걸어가는 것을 추천한다.', '한 시간 정도 걷다보면 서영아리 오름의 입구를 만나는데 입구에서부터 경사가 조금 있다. 붉은 빛의 화산송이가 보인다. 오름 등산 초보라면 서영아리 두 개의 쌍바위가 있는 곳까지만 가는 것을 추천한다. 갈림길에서 왼쪽으로 가면 바로 나온다. \n서영아리의 습지까지 가는 길은 갈림길에서 오른쪽으로 가야 길을 더 찾기 쉽다. 습지까지의 길은 안내가 잘 되어있지 않고 등산 동호회 리본을 따라 가야 하기 때문에 초행길인 분들에게는 추천하지 않는다. \n두 개의 바위와 그 뒤의 한라산을 배경으로 사진을 찍어보자. ', '<서영아리/용와이오름>\n제주 서귀포시 안덕면 상천리 산24']"
CONT_000000000500353,,"['섶섬은 서귀포시 보목동 해안에서 약4km 위치한 무인도로서 서귀포항에서 20분 정도 소요된다. 이곳은 상록수림으로 뒤덮여 있으며 180종이 식물이 자생하는 식물의 보고라 할 수 있는데, 특히 난대 식물의 집합지로서 천연기념물 파초일엽의 자생지이기도하다. 또한 어종이 풍부하여 해마다 낚시꾼들의 발길이 끊이지 않는 낚시터로도 유명하고, 스쿠버다이버들 또한 자주 찾는다.\n\n\n섶섬에 관해서는 다음과 같은 전설이 전해내려온다.\n \n옛날에 섶섬에는 커다란 귀가 달린 새빨간 뱀이 살고 있었다. 이 뱀은 용이 되는 것이 소원이어서 매달 초사흘 날과 초여드레날이면 용왕님께 기도를 하였다. 그러기를 3년 마침내 용왕님이 나타나 “섶섬과 지귀도 사이에 숨겨 놓은 야광주를 찾아오면 용이 될 수 있을 것이다”라는 약속을 받고 지귀도와 섶섬 사이를 찾아 헤맸다. 그러나 워낙 암초로 뒤얽힌 물 속인지라 야광주를 찾아내지 못하고 병들고 끝내 죽고 말았다. 그 후 비가 오려면 섶섬의 정상에는 안개가 끼었다. 사람들은 이것이 죽은 뱀의 영혼의 조화라고 생각했다. 섶섬을 “줄푹도” 또는 “사도”라고도 한다. 부락에서는 음력 매달 초사흘날과 초여드레날에 제사를 지내 주었으며 제주도에 있는 뱀의 사당을 ‘여드렛당’이라고 부르기 시작하였다.']"
CONT_000000000500389,,"[""대정읍 안성리 마을 북쪽에 '수월이못'이라고도 하고 '수월이물'이라고도 하는 넓은 못이다. 추사가 쓴 한시들을 돌에 새겨 전시하고 있다. \n못 자리에는 그 이름과 관련해서 다음과 같은 전설이 전해내려온다. 수월이라고 부르는 한 기생이 살고 있었는데 이 기생은 원님의 애정을 등에 업고 사람들을 죄없이 못살게 굴었다. \n그 횡포가 하도 심하여 마을 사람들의 분노는 그칠 줄 몰랐는데, 이 때문에 그녀가 죽은 후 그녀가 살던 자리에 땅을 파 못을 만들어 버렸다고 한다.""]"
CONT_000000000500497,,"[""오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.\n또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.\n이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.\n\n\n남동쪽의 주봉외에 북쪽 봉우리와 서쪽 봉우리와 함께 세 봉우리로 이루어지고, 둘레 약1,000미터의 등성마루에 에워싸여 산상의 원형 분화구가 우묵하게 패어 있다.\n북쪽 봉우리에서 등성이 가닥이 화구 안쪽으로 뻗어 내리고, 서쪽 봉우리는 비교적 편편하게 이어져 있어 산정부가 약간 침식된 형태를 띠고 있다. 일부 사면에 곰솔이 조림되어 있고, 그 외 사면은 풀밭과 잡목으로 덮여 있다.\n\n산 모양이 유생들이 쓰는 유건처럼 생겼다 하여 유건이오름이라 부른다고 하나 이 역시 한자 이름의 풀이에 불과하다. '이기네오름' 또는 '이근이오름' 이라 부르는 이도 있고, 伊其川岳, 伊近岳 등의 한자 표기도 볼 수 있어 산명 자체가 분명치 않으며 그 어원도 미상이다. 이기내오름, 이그내오름, 유건에오름 '이기내'의 음성형이 그대로 이기내인지 이긴애인지 확실하지 않고, 그 뜻도 확실하지 않다.""]"
CONT_000000000500145,,"['오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.\n또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.\n이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.\n\n\n성산읍 삼달리 북쪽 약 1.5km 지점에서 통오름과 길 하나를 사이에 두고 남쪽으로 이웃해 있는 오름으로, 화구는 남동향으로 벌어진 말굽형의 ㄷ자형으로 길게 뻗어 내려 있다. 산정부에는 봉수터 흔적이 돌담으로 둘러져 남아 있는데, 이 곳 봉수는 조선시대 북동쪽에 수산 봉수와 서쪽의 남산 봉수와 교신했었다고 한다.\n\n독자봉 남서쪽에 미천이머루라는 곳에는 미천굴이 있는데 전장이 1,695m인 용암 동굴로서 동굴내부에 돌다리, 거북바위 등 비경으로 유명한 동굴이다. 전사면에 듬성듬성 곰솔과 삼나무가 있고, 화구안에는 곰솔, 삼나무, 편백, 찔레나무가 어우러져 숲을 이루고 있다.\n\n이 오름은 성읍마을에서 중산간도로(국도 16호선)을 따라 삼달리를 지나 난산리쪽으로 조금 가면 좌측 도로변에 이웃하여 쉽게 오를 수 있으며, 일주도로 신산리에서도 오름 기슭으로 군도가 중산간 도로에 연결되어 있다. 홀로 떨어져 있어 외롭게 보인다하여 붙여진 이름으로, 독자봉이 있는 마을에 독자가 많은 것도 이 오름의 영향이라는 설이 있다고 한다.']"
CNTS_200000000008155,,"['가장 자연스러운 모습을 담아내는 사진관.\n노란색 지붕과 문, 독특한 간판과 전구로 꾸며진 외관이 특징인 곳으로, 연예인 수지가 제주를 여행했을 때 방문한 곳으로 알려져있다. 예약제로 커플촬영, 우정촬영, 스냅촬영 등을 진행하고 있으며, 날씨 상황에 따라 실내,외 원하는 곳에서 촬영이 가능하다.']"
CNTS_000000000018406,,"['법환 포구는 ‘막숙개’ 라고도 불리는데 ‘막숙’은 고려 말 최영 장군이, 이곳에 막사를 쳐 군사들의 숙소로 사용하여 적군을 물리쳤다는 데에서 유래했다. 이곳이 위치한 법환동의 날씨는 따뜻한 편이며 제주 올레 7코스에 속해 있어, 도보여행객들이 주변의 경치를 감상하기에 좋다. 이곳에서 바다 위에 범섬, 섶섬, 문섬, 새섬 한 눈에 볼 수 있다.', ' 해녀조각상이 설치된 잠녀광장이 조성되어 있고, 낚시를 즐기는 사람들의 모습도 볼 수 있어, 바다와 자연스럽게 조화된 제주만의 아름다운 분위기를 느낄 수 있다. 제주도의 다른 포구들과 마찬가지로 용천수가 남아있는데, 깨끗하고 맑은 물을 보는 것만으로도 시원함을 선사할 것이다. 주변에는 게스트하우스나 카페, 식당 등 다양한 편의 시설이 있기 때문에, 여행객들이 더욱 여유롭고 편하게 서귀포 바다의 경치를 만끽할 수 있다.']"
