,feature,label
881,좋아요근데 후방카메라가  안돼서 불편했음어쩌다 한번 되는정도..무슨 문제인지 알수없음후방카메라 나오길기다리다 그냥주차했다는,1
882,제주도는 눈탱이만 맞는 곳이었는데 유일하게 웹상에 올라온 정보대로 일이 진행되는 곳이었음 단점이라면 공항에서 좀 멀다는건데 어차피 셔틀 운행이라 크게 상관없슴,1
883,"나름 친절은 하지만..연합으로는 렌트금지 차가 안나가고..키로수가 100,000 키로 이상차를 줍니다.연합일때..",1
884,제주도에 많은 렌트카 업체중 고객을 많이 생각해주는 업체 입니다.저는 다음부터 무조건 이곳을 정하기로 했습니다.정말 고객을 위하여 최선을 다해주시고 고맙습니다.,1
885,공항 가는 텀이 조근 긴것 빼고는 편하게 잘 이용하고 갑니다.,1
886,살짝 박은 거 보험처리도 안된다 하고 15만원 달라고하심~안녕히계세요~다시는 용두암렌터카에서 렌트 안할랍니다~^^,0
887,전화도 잘받고 차도 깔끔하고 반납도 빠르고 공항까지 리무진 셔틀,1
888,마음 편히 잘 사용했습니다..카운터분이 조금만 더 친절했으면 하는 약간의 아쉬움..? ^^;;,1
889,차 실내가 진짜 깨끗했어요 직원분들도 친절하시구..  추천합니다,1
890,비오는날갔었는데 바퀴가자꾸밀려서 너무위험하게 지내다오네요 ...직원분이랑언쟁도계속하다가 결국 밀리는차조심히타다왔습니다 너무불친절하시고 ;;,0
891,가성비가 죽이는 렌트카 차 반납후 공항픽업 까지 너무도 잘해주는 용담렌트카 지금처럼 쭈욱 좋은 서비스를 부탁드려요,1
892,직원 모두 친절합니다. 차량이 다소 신차가 아니라서 좀 아쉬웠습니다.,1
893,덕분에 편안하게 여행 잘 다녀왔습니다! 서비스도 나쁘지 않고 괜찮았던것 같아요!,1
894,친절하고좋아요...감사합니다.,1
895,차들도 오래되고  보유 대수도 많지  않아보이고 다른  렌트카업체 보다  오래된듯하지만 좋진 않아요,0
896,차가 깨끗하고 좋았어요. 셔틀도  바로바로  기다림없이 척척,1
897,친절. 공항하고 거리 가까움. 차외관 흠집 많지만 성능은 이상 없음.,1
898,차  떨림이 심함  공항까지 픽업을 30분간격운행 불편  큰 렌트카능 10분간격운행,0
899,경쟁력있는 렌트카로 한번쯤은 이용을,1
900,좋습니다! 예약부터 반납까지..,1
901,두번째 렌트한 차는 담배냄새 났어요...ㅠ.ㅠ,1
902,여기 사기꾼 업체임 절대 이용하지 마세요.,0
903,그냥 괜찮았음.단 공항셔틀시간이 넘 길어서 그것만 좀 안좋음,1
904,완전 별로임. 싼게 비지떡이라고 차량상태도 별로입니다.,0
905,차량 깨끗해요,1
906,잘 타고 왔습니다감사합니다,1
907,친절한 직원 자잘한 스크래치까지 신경 안쓰게 해주네요,1
908,완전 성수기때 저렴하고 좋았음업체에서 신경을 안써줌 ㅎㅎ그게 복병,1
909,친절하고 차량도 깨끗하고 좋았음,1
910,직원들이 친절하고 분위기 좋았다다음을  기약하며 ~~,1
911,친절 상담. 차량 깨끗! 마니 이용하세요.,1
912,최고,1
913,좋았어요  즐겁게 다녀감니다,1
914,가격이싼이유가있다. Aux 이따로구매해야한다.,1
915,친절 착한가격  다 좋음,1
916,훌륭한 서비스 감사합니다.,1
917,제주패스에사 최저가를 구매하세요,1
918,절대 다시 안감 양아치들 덕분에 여행 마무리 망함,0
919,완전자차하고 기스 내지도 않은거 덤탱이 씌우는 쓰레기새끼덜 ^^,0
920,친절하고 가격 저렴,1
921,차상태 좋네요. 렌트카 치고,1
922,"차량많음,친절함..나머진 쏘쏘",1
923,모닝렌트했는데 차가 덜덜소리나요,1
924,용두암렌트카 이용해봐서 좋아요,1
925,친절함. 가격저렴,1
926,"위치가 좀 외졌고, 직원들 불친절함.",0
927,친절하고 저렴했어요,1
928,차 상태가 썩 좋진않음,1
929,친절하고 빠릅니다,1
930,가격친절차량 모두 최고,1
931,저렴하고 친절해요,1
932,불친절한데 싸다~~~~,1
933,처음이라가끔씩 탑니다,1
934,아주좋아요,1
935,바쁘고 친절함,1
936,대여 빠름. 깨끗,1
937,좋아요,1
938,차 상태 좋음,1
939,공항에서 멀어요,0
940,괜찮아요,1
941,친절합니다,1
942,좋아요,1
943,괜찮아요,1
944,친절한 렌트카...,1
945,좋았어요,1
946,불친절,1
947,좋아요,1
948,비슷 비슷 한 렌트카,1
949,개조심 하세요,1
950,반납이빠름,1
951,좋습니다,1
952,차가 후짐,0
953,저렴한 렌트카,1
954,ㅂㅣㅜ,1
955,그냥 렌트카,1
956,새차!,1
1042,제주도 렌트카 많이 써보진 않았어도 공항 픽업기사님도 친절하시고 무엇보다 자차보험이 포함된 게 제일 맘에 들었음! 공항 근처에 있고 셔틀도 자주 있고 근처에 에스오일 셀프 주유소 저렴해서 좋음다만 아쉬운 건 20시까지 예약해도 19시 30분까지 반납해야 함 예약할 때 19시 30분까지 하면 될듯…,1
1043,제주도 렌터카 대여시1) 가격이 합리적인지2) 차량은 깨끗한지…,1
1044,부모님 모시고 가서 이것저것 신경 많이 쓰였는데 차도 좋고 공항과도 가깝고 친절하고 다 좋네요!! 제주도 올때 계속 이용하겠어요!!,1
1045,최고의 서비스 제공 강추입니다,1
1046,친절 빠른 일처리,1
1051,싸게 잘타고갑니다기존에있던 잔기스로 물고늘어지는 짓 없이깔끔한업체입니다�,1
1052,"여기 이용해봤는데, 등록할땐 부분자차 완전자차 2개만 올려놓고, 완전자차 선택해놓으면 차 인수받는 현장에서 계약서 주는데 그 계약서에선 단독사고는 완전자차 보험에 해당 안된다고 써있습니다. 즉, 차대 차 사고 아니면 보험 적용 안된다는거고, 단독사고(개인 접촉사고 및 경미한 개인 사고)는 보험적용 없이 무조건 부품 교체하고, 휴차보상료, 면책금 등 전부 받아갑니다. 즉, 단독사고 나면 완전자차 보험이 들으나 마나인 렌트카…",0
1053,안내해주시는  여자직원분 정말 친절하시네요. 정말 여러군데 렌트카 가봤는데 젤 친절했어요. 그 외에 분들은.. 친절함을 바라진 않지만 불친절할 필요는 없겠죠? 차 잘 이용했습니다~~~,1
1054,말은 완전자차 보험이지만 또 가서 업그래이드 해야되는 보험. 업그래이드 하지 않을시 단독 사고 보장 안해줌. 렌트카 이용시 단독사고 보장 꼭 확인하세요.,0
1055,"렌트비가 싸요..서비스도 괜찮은듯.,불랙박스 장착했는데 차 반납시 메모리를 빼서 주더군요..",1
1056,차  도 깨끗하고 괜찮아요전체적으로 차 상태가 다 괜찮은차였어요전에 다른곳에서 렌트할때 차가 낡아서 별로였는데 여긴 괜찮아요,1
1057,제주에서  랜트카를  많이 이용해봤는데이번에는  완전 실망했어요네비는  있으나 마나한  이름도 없는…,0
1058,특별한일  없으면 인수  반납  편해요. 공항  셔틀이  자주  있으면  좋겠네요.,1
1059,진짜... 별로.... 자차보험은 꼭 들어야 함다른 큰 렌트카 업체보다 되게 작은 편,0
1060,규모가 크지는 않은 렌트카 업체. 제주패스렡터카를 통해서 예약함.가격은 마음에 드나 직원들 친절도는 기대에 못미침.,1
1061,"구 제주씽씽렌트카, 네이버 검색만해봐도 알겠지만 잘못걸리면 호구당하는곳. 본인도 휠에 기스났다고 생트집잡혀 5만원 뜯길뻔함. 차 빌리기전에 동영상 사진 아주 상세히 촬영해야함.",0
1062,저는 응대가 좀 무뚝뚝하다고는 느꼈는데 차를 인수한 일행은 불친절로 느꼈다고합니다. 받아들이기 나름이지만 조금 밝게 하시면 분명 더 좋을 것 같습니다..^^; 반납때 보니 바로세척중이시더라구요. 세척 때문이라 생각하는데 일정내내 뒷자리 시트 앉으면 수분감 올라와 불편+눈으로는 깨끗한테 차 안에서 먼지냄새가 난다고 해야하나.. 그래서 별점은 하나 뺍니다. 예약당시 타사대비 가격이 좋아서 여행중엔 그냥 감안했습니다. 이 리뷰를…,1
1063,"저렴하니 그냥저냥 잘 이용했습니다. 서비스가 좋은것도 아니고 나쁜것도 아니고.. 따로 휠,타이어 보험, 대물보험 추가로 들어야 할수도 있습니다. 추가금 7만원정도 더 들수있습니다(선택사항)  셔틀버스 있으니 시간 확인해서 편리하게 이용하세요",1
1064,아주저렴하게 잘이용했어요 직원분들도 친절하시고요,1
1065,제주도 도착해서 여행의 시작이라 할 수 있는 렌트칸데 제주도와서 지금까지 이용해 본 렌트카 중에 제일 더러웠어요 벨트 당기자마자 먼지가 엄청 날리고 시트 아래 쓰레기도 그대로 있고.. 차관리 좀 하셔야겠어요 워셔액도 안나오는 차는 처음입니다..,0
1066,셔틀버스 기사님 참 친절하십니다!그래서 별한개…,0
1067,직원들 불친절전기차 회원카드도 없고 공항에서 멀고한마디로 담엔 절대 이용 안함,0
1068,다신 이용안함 추가 요금 요구 매우 많음 기름 더넣으면 환불도 안된다고 하면서 맞춰서 오라는만큼 맞춰와도 별에별이유 다대면서 추가요금 요구 매우 비추 드립니다,0
1069,원래 알고있던 가격으로 가면 안됩니다 가서 블박비추가 뭐추가 하면서 돈더받고 사진잘찍으세여 출발하기전에 꼼꼼히 밑에까지 돈물려주고왔습니다 양아치소굴 ㅋ,0
1070,"장소와 위치가 표시된곳과 전혀 다르고 차들에 상태가 정말 안좋아 필히 시운전 해보고 렌터 하시길 바랍니다,",1
1071,차량 상태도 좋고응대 직원들도 친절합니다~만족합니다~,1
1072,직원분들이 친절해요,1
1073,가격이 가장 저렴해서 예약했는데 불친절해서 다신 안갈듯,0
1074,날이 너무 더운건지.. 에어컨이  안시원했음출고될때 에어가스확인해주셨음..,1
1075,위치가 공항에선 떨어져 있지만 나름 친절하고 좋습니다,1
1076,그냥  전 친절해서 좋았읍니다,1
1077,저렴하게 이용하고 갑니다~,1
1078,나쁜  후기에  걱정했으나저렴하게  이용 잘 했습니다,1
1079,3박4일동안 모닝이 렌트했는데 잘 이용했습니다,1
1080,친절하고 빠르게 응대해주셔서 감사합니다~,1
1081,차 내부 청소 너무 대충,0
1082,다시는 이용 안해요~!!,0
1083,평범한 렌트카,1
1084,감사합니다,1
1085,친절하세요,1
1086,보통,1
1087,넓고편함,1
1088,보통,1
1089,매우불친절,0
1090,그냥 뭐...,1
1113,가격이 착하고친절하고다시 랜트하고싶은 회사였읍니다,1
1114,친절하고 저렴하고 좋은차 렌트 잘했어요.제주공항 내리면 렌트카 부스 제일 오른쪽 8번째에서 여자분이 친절상담.신형 소나타 4일동안 30만5000원,1
1115,저는 괜찮았습니다다들 친절 하시고차도 잘 사용하구요,1
1116,돌하루팡에서 비용비교해서 선택했어요~소나타 가스차 렌트했는데 여기가 가장 저렴했어요고급자차로 계약했구요~ 블박은 없지만 제주도 도로가 빠르게 달리지 못하게 속도제한 해 놔서 위험할 일은 그닥 없을 것 같아요.…,1
1117,가성비 좋고 직원들도 친절하고 일처리도 빠른 제주도 렌트카 맛집,1
1118,친절하고 좋았어요 요즘  렌트비는 넘 올랐어요,1
1119,친절함. 차량관리 좋음주변에 추천합니다.,1
1120,알고는 다시는 하고 싶지 않은 곳추천도 해주기 싫은 곳,0
1121,공항 가까움모닝에 장착된 네비가 너무 구림..,1
1122,사고면책금 최소 10  견적서는 필요없고 무조건 10만너무 하네요ㅋㅋ 안내차보다 더 노후 됐고 네비도 사용안되고 모든게 엉망이네요두번째 이용인데 담에는 절대 이용 안합니다.,0
1123,친절하고 좋으네요~좀더 저렴한 가격대로~,1
1124,타 렌트카랑 비슷해요,1
1125,렌트한 차 파킹할때부터 쎄하게 쳐다보고짐내려주지도 않고.. 보통은 여행 즐거웠냐? 하면서 짐내려주고 사무실로 가서 키 반납하면서 같이 차 상태 살피지 않나요?…,0
1126,괜찬어요,1
1127,직원들 태도가 사무적임대체로 보통,1
1128,크게 안 친절 하던데?,1
1129,"차량 하체소음심함 타이어를 10 만이 되도록 교체하지않아 구름소음 있음,네비 업그레이드 안됨",0
1130,2020년 8월 이용함절대 비추함,0
1131,만족합니다,1
1132,렌터카 저렴하고 깨끗함,1
1133,직원태도 불량,0
1134,수속 빠름,1
1135,"최저가로 쏘나타DN8 3일 75,200원에 이용했어요제주공항5번게이트 횡단보도 건너서 렌트카셔틀주차장 5구역 3번에서 굿모닝셔틀버스(카니발)…",1
1136,좋아요,1
1137,"불편,",0
1138,바가지 .,0
1139,굿,1
1140,보통,1
1167,사장님도 친절하시고 차량 반납 검사도 합리적으로 하십니다,1
1168,좋은 차 안줌,0
1173,12시예약인데 12시5분에 버스타는 구역에 도착해서 렌트카 까지 가니 12시50분 입니다.날도 더운데 기다리는 사람은 전부 제주사랑렌트카로 갈려는 낚인 사람들만 가득...…,0
1174,직원분들 친절하시고 비교적 좋았습니다.차는 SM3 전기차였는데 코나보다 연비가 떨어집니다.반드시 ECO에 (왼쪽하단) 놓고 운행하세요.그럼 즐거운 여행 되시길 바랍니다.,1
1175,음.. 터치로 예약 확인하고 운전면허증.등록하고 나쁘지.않았어요. 비대면 시대에.반납도 나름.편했구요. 셔틀은 제주공항에서 25분 간격으로 다니더라구요. 이게 조금 그랬어요. 옆에 다른 업체 15분 간격 써잇는데 보고 있자니 조금 손해보는 기분? 뭐 지나고보니 큰 의미는 없어요.,1
1176,가격은 저렴하나...위치가 공항과 멀고 (10분 이상 소요)셔틀 버스도 실제로 30분 간격이라 시간 조정 잘하여야 함.무엇보다 금연차라는데 실내에서 비릿한 냄새가 남.,0
1177,쿠팡에서 저렴하길래 예약했지만 세차도 안되어있고 차 상태도 그다지 좋지 않음.,0
1178,저는 사고없었고 기름도 딱 맞춰서 반납해서 별 탈 없이 반납해서 기분좋은 여행에 잘썻습니다 : ),1
1179,싼 게 비지떡조금 싸다고 선택했는데세차도 안 한 차를 받은 건 처음…,0
1180,전기차 니로 렌트하였고생각보다 전기차 상태가 좋았습니다처음 타보는데 제주도에 딱 맞는 차량느낌입니다…,1
1181,키오스크 체크인 시스템 좋았음.렌트카 셔틀 20시 이후 있으나 추가금있음.택시타야하는 번거로움 없어서 추천,1
1182,"제주 돌하루팡을 통해 최저가로 소나타를 렌트함. 2020년형이었으며, 약 85000km주행한 차량~ 차량 상태 좋으며~ 반납시 연료 수준에 대해서도 유도리있게 처리해줌~ 다시 이용할 의사있음~",1
1183,쏘나타 차량 관리 상태 안좋아서 여행시 많이 불편했어요. 워셔액 넣으라고 계속 알림 뜨고 후방 카메라 화질 최악 썬팅도 듵떠서 후진시 마다 긴장 다시는 이용 안할겁니다.,0
1184,그랜저 빌렸는데 싸고 너무 좋았음!! 에어컨도 빵빵하고 차도 잘나감 엄청만족스러움 다음에 제주도 놀러가면 또빌리고 싶음!!,1
1185,저렴하게 잘 이용했지만 접수하는데 좀 직원이 딱딱함.,1
1186,절대이용하지 마세요 공항이랑 너무 멀어서 시간을 많이 뺏기고 셔틀버스가 너무 늦게 다녀서 한번 놓지면 20분 이상 가다려요,0
1187,가성비👍🏻👍🏻제주도에서는 제주사랑 렌트카👍🏻👍🏻👍🏻친절하고 깨끗하고 공항에서 셔틀로 10분이내로 가깝습니다~추천합니다 항상 이…,1
1188,후방카메라도 없는 차를 ㅠㅠ다시 차량교체번거롭고 사전에 얘기없이 임대해줌에좀 화가났어요,1
1189,"담당직원들 친절하고 21년식 싼타페 TM F/L 빌렸는데 주행거리 약 20000Km 정도의 새차라 상태 깨끗했습니다. 단, 공항에서 셔틀타고 한 10~15분 정도 걸리는 곳에서 차량 인수 및 반납해야 합니다.",1
1190,전기차를 렌트했는데 무인시스템이라 편리 하다고 생각했습니다. 전기차를 예약하면 꼭 충전을 하고 다시 반납을 하라는 문자라도 받았다면 알고 있었을텐데..반납당시 충전이 제대로 안되었다고 패널티를 내라고 하더라고요.…,0
1191,바쁘신 와중에도 친절하고 인수는 신속히 이루어 졌어요~,1
1192,키오스크로 차를 찾을수 있어서 간편하고 편리.차들이 거의 깡통 옵션인듯해서 아쉬움,1
1193,차는 많지만 타이어 상태랑 네비게이션의 고장으로 불쾌함.직원들은 친절했다,1
1194,친절하게 잘설명해주시는 직원분들 입니다... 또 이용할게요,1
1195,"제주국제공항에서 셔틀버스로 10분거리에 있으며셔틀버스를 25분 간격으로 운행하고 있으며, 실내에서 체온을 측정하고 손소독제가 비치되어 있음. 간단한 기념품과 다과가 판매되고있음.…",1
1196,저렴한 가격에 모닝을 렌트하였습니다.,1
1197,시내에 렌트할 데가 있어서 참 편하네요.픽업할때 설명도 자세히 해주시고반납도 신속하고 편했어요.어플 예약했는데 가격도 너무 좋았어요. 자주 이용할래요ㅡ,1
1198,무난하고 괜찮아요~최근 기종도 있어요,1
1199,가격저렴하고 공항과 차고지를 셔틀로 이동 할 수 있어서 너무 편했습니다,1
1200,차량이 너무 더러웠어요.다시는 이용하지 않을꺼예요.평점 한 개도 아깝습니다.,0
1201,차량 상태가 너무 별로였다.뭐 일년내내 뺑뺑이 도는 차량 이겠지만엔진 RPM이상과 변속기는 이상하다고 하면 꼭 손보시길 바란다.그리고 셔틀버스 상태 너무 별로다.,0
1202,가격이 젤 저렴해서 이용했어요차량 상태 좋았고 갈땐 택시 타고 가서 몰라도 공항 돌아갈때 이용한 셔틀 시간 잘 지키고 친절하셨어요,1
1203,외진곳이라 불편하긴 하나 이용할만 합니다,1
1204,공항에서렌트카회사까지가는버스기사님완전불친절하고짐넣고하는걸모두고객이해야함짐넣는칸문여는것부터모두그것도엄청불친절하게얘기하고불만얘기하면그제서야짐칸문열어주심카니발대여했는데너무지저분해서물티슈로다딲어서승차함,0
1205,공항서 셔틀다니는 길이 좋아서 괜찮네요.오렌지렌터카와 공동운영합니다.차량 세차가 안되어 있어서 기다렸구요 당연히 내부도 소독 등은 기대할 수 없었네요.그래도 요즘은 차가 있는게 어딘가요.,1
1206,The employees are very unkind.There are also a lot of scratches on the window. It was hard for us to see the scenery outside the window because they did not clean the dust in time. The overall condition of the car is very unsatisfactory and…,0
1207,K쇼핑채널을 통해 동생네와 라마다함덕 호텔(2박3일)과 오렌지렌트카(24시간) 패키지상품을 2개씩 사서 4박5일을 다녀왔다.  호텔은 아주 맘에 들었는데 오렌지렌트카(제주사랑)는 융통성도 없고 불친절하고 차는 19만키로 뛴 LPG차여서 뒤에 모터보트하나 달고 다닐정도로 시끄러웠고 네비게이션은 벌이 윙윙대는것같아 아예 끄고 티맵으로 다녔으며 24시간마다 와서 반납하고 싸인해야한다고 해서 서귀포있다가도 성산포 있다가도 시간만되면…,1
1208,싸면 다 이유가 있구나 싶었어요. 모닝을 렌트했는데 직원이 차량보여주면서 인수하는 것도 아니고 그냥 키주 주고 퉁명스럽게 출발하라고 하셨어요. 차량 내부는 물론 외부도 청소 안 되어있고 소음도 크고 전체적으로 차량 정비가 안 되어있는 느낌이었어요.청소가 안 되서 찝찝하고 안전벨트도 차키도 고장난 상태였어요.…,0
1209,"전체적으로 상당히 만족스럽고 추천하는 곳 입니다. (4/5)Overall, I recommend this place. (4/5)…",1
1210,차량상태 대비 가격이 비싸네요.  성수기때 이용 안하시는게 나을듯,0
1211,그리 친절하진 않아요...그래도 싸고 편해서 이용해요.공항까지 셔틀 30분 정도 간격으로 다녀요.,1
1212,차 전조등고장인데 확인도 안하고 인계하네요.유리창 완전 뿌옇고 사이드미러도 완전 더러워 운행이 힘든차를 주네요.여행 첫날부터 기분 완전 별로가 되는 마법입니다.…,0
1213,한쪽타이어  바람빠짐 사용중 유리 너무안닦아져있어서 야간비올때 사이드미러안보임,0
1214,"비가 잦은 제주라...... 유리,사이드 미러쪽 무엇보다 내부 유리창 청소가 몹시 실망 스러움 물론 싼맛에 이용하게 되었지만 자칫 사고날수도.... 유막 창궐해 있고 와이퍼는 언제 갈았는지..... 비오는중 사이드 미러로 뒤를 보니 뒷차 전조등에 확인 불가, 사고날뻔한적이 항두번이 아녔음 주행중 평귴 30km이하로 이동함",0
1215,차상태 개판.. 기본적으로 차 외부 내부 청소는 해야하는거 아닌가요? 창문 더러워서 직접 닦았습니다. 내부도 바닥은 흙먼지에 서랍은 뭐가 묻었는지 찐득거리더군요. 차상태보고 클리닉비용도 받는다던데 청소는 안되어있고.. 만원추가해서 휠이나 이런거 보험 더 들수있던데 그 돈도 어디로 가는지 차 외부도 다 찌그러지고 긁히고 난리네요. 돈버는거 차에 안쓰고 대체 어디 쓰시는거죠? 마지막 차반납때 창문 더러워서 안보였다고 하니까…,0
1216,"안녕하세요. 새로운 가이드😁김가령 입니다. 제가지금제주라서 렌트카 가게에 갔습니다.검은색 랜트카를 빌렸는데  시동걸기가 어렵더라구용.끝입니다.ㅎㅎ 초보라서 아, 그리고 좋아요와 팔로잉 해주세용. 안녕히가세요.�",1
1217,갑자기 제주도를 당일로 다녀오게 됐는데 매우 저렴한 비용으로 렌트를 이용했어요 온라인예약후 차량 출반납도 편리했고요,1
1218,차량이 깨끗해서 좋아요.공항 왔다갔다하는 셔틀을 좀 기다려야하는거 말고는 직원들도 친절하고 차 관리상태도 좋아요.기분 좋은 여행이 되었어요,1
1219,"보유차량도 적고, 공항과의 거리도 있는 편~~ 게다가 전기차 이용하는데, 충전쿠폰도 없고, 오히려 사용한 만큼 결제하라는 시스템...별로임.",0
1220,2박 3일 렌트했습니다. 여행 임박해서 예약해 가격은 비쌌으나 차량과 서비스에 만족합니다. 제주 여행계획이 있으면 렌트카는 미리 예약해야 좋은 차량을 저렴한 가격으로 이용할 수 있어요.,1
1221,무인발급기로 차를받아요,1
1222,제주에 있는 그냥 흔한 렌트카업체. 차량 실내 청소 상태 별로였고 추천하고 싶지 않음.,0
1223,"접수하는 직원이 너무 무표정이였고, 금연차량이라고 했는데, 담배냄새가 났음.차의 사이드 미러가 얼룩져서 물티슈로 닦았는데도 소용이 없을 정도여서 운전할 때 불편했음.",1
1224,저렴하게 잘이용했어요~~~  하지만 세차상태나 네비는 꼭 업데이트가 필요해요~~~,1
1225,저번에 제주도에서 렌트한곳은 주유를 만땅으로 채워준후 반납할때 만땅으로 채워다주면 되어서 편했는데 이곳은 주유 게이지도 맞춰놓지도 않고 사진찍어서 그만큼 해오라는식생각보다 차가 휘발류를 안먹서 훨씬 게이지가 확연히 차이날정도로 많게 반납했는데 그건 계산을 해줄수없다고 함 ㅎㅎㅎ…,0
1226,"8월 성수기 당일날 급하게 예약했는데 가격이 다른곳에 비해 저렴했어요.(제주패스렌트통해서함)  공항에서 셔틀로 십오분정도 걸려요. 직원분들은 친절했고, 카시트대여가 안되는게 조금 불편했어요.",1
1227,사장님이 불친절 합니다. 차 반납하고 뭐 필요한 절차가 있을까봐 카운터 근처에 기다리고 있었는데 아무런 얘기가 없어서 말을걸었더니 무뚝뚝하고 무섭게 그냥 가라고 대꾸하는 표정이 보기 않좋았습니다. 그렇긴 하지만 저희가 탄 차량은 좋았습니다.,1
1228,좋은기억도 나쁜기억도 없던곳..저렴하게 렌트이용차 상태도 괜찮 다만 접수직원이 한명뿐이라 마지막 순번일때는 십여분이상 기다림,1
1229,오늘 처음간곳인데  주말이라 차량이 많이 나간 상태였어요.~^^::  공항주차장으로 셔틀버스도 오고나름 괜찬았어요.~^^::,1
1230,렌트 차량이 제대로나갔는지. 차량이 제대로 반납됐는지 확인도 안하는 무책임한 업체. 여행 뒤 집으로 돌아왔는데도 차가 반납되지않았다며 수차례 전화하며 괴롭힘,0
1231,제주도 렌트카 다 거기서거기임어차피 업체에 대한 로얄티보다는 일정이랑 가격보고 이용하는거니 차량 정비 잘되어 있고 청소 깨끗하면 충분하다고 봄별 네개 줄려고 했는데 공항 픽업 버스가 캐리어를 싣는 화물칸이 없어 버스 계단을 들고 오르는게 불편해서 별 반개 뺏음 별 세개반이 없어 걍 별 세개로...,1
1232,"네비게이션 업데이트가 하나도 안되있음, 차는 너덜너덜하고 여행내내 굉장히 불편함.. 공항사이에 다니는 셔틀에 맨마지막정거장이라서 갈때도 올때도 불편하고시간도 오래걸림.",0
1233,"제주도 렌트카 중개사이트서 검색하면 저렴해서 자주 선택하실 곳입니다.자체 홈페이지는 꽤 빈약한 편이며, 요금도 중개사이트를 통하시는 경우가 싼편입니다.다른 렌터카 업체와 동일하게 제주공항서 셔틀버스를 타고 차고지로 이동하게 되며, 차량반납시에도 차고지로 반납후 셔틀버스가 출국 터미널로…",1
1234,차량예약시  알림사항을  미리고지하고 확인후 고지사항 서명후 사용하도록  간소화 했으면 좋겠어요,1
1235,"렌트카주변이 복잡하지 않아 좋았고 사무실은 작으나 직원분들이 친절하였습니다. 제주도 11번와서 렌트한것중 3등안에 듭니다. 금호,sk등 전부거품인듯",1
1236,전기차 충전요금을 선 충전으로 안받고 휘발유차처럼 사용자가 충전해와야 함.여기서 하면 50킬로당 3천원 받음.,1
1237,친절한 직원 빠른 업무 처리저렴한 가격,1
1238,직원들이 무뚝뚝함 ㅎ 차는 깨끗하지 않지만 금연차량이라 좋음. 픽업시 기사 아저씨가 짐을 들어주지 않으니 참고.,1
1239,늦게 반납한건 더받으면서 기름 더 넣어온건 안돌려주는 렌트카 업체. 자기들 끼리 기름값 돌려줘야하는거 아니냐 속닥이다 이미 계산했다하니 입 싹 씻고 상황종료. 비양심.,0
1240,감사합니다.제주도가 운영하는 면세점에 저휴되있어서 듯밖에행운 1인15000. 2명 30000만원 할인받아 렌트는 무료가 되버렸네요.감사합니다~~~~♡,1
1241,친절하시고 좋았어요,1
1242,제주패스랜트카에서 싸고 평도 좋아서 예약했다가 수수료 물고 취소함... 제주여행갔다 싸우기 싫어... 검색해보니 거의 10만원 더 내라고 한다고 하더라구요. 알바비 많이 주나봄... 낚였다가 8천원만날림... 제주도 신문고 보니... 게시글 몇개 올라온거 보고 바로  취소. 아주 롯데 한진 등 이름있는곳으로 가시길...아.... 예약하기전에 구글에ㅜ검색좀 해볼걸 후회함.....,0
1243,그럭저럭.. 선호 업체에 차가 없어 이곳으로 했는데~ 기본 서비스는 나쁘지 않고 차량도 깔끔한데 렌트한 그렌저 차량이 노후되어 여행기간중 애먹음.,1
1244,차량정비불량.  차량 세차불량.  공항에서멀리 떨어져 있음. 자차보험료를 무슨 근거인지 1일￦20.000 징수.,0
1245,리뷰보고 걱정했었는데 차량반납도 편하게 도와주시고 차 상태도 좋았어요~~~,1
1246,성수기때가서 차가 다른곳에는 없었는데 여긴차량이 있어서저렴하게 빠르게 잘이용했어요.,1
1247,비교적 신차에 친절하였으나차 외관이 약간 더러움차만 깨끗했으면 별5인데. . .,1
1248,친절하시고 기분좋게 잘이용하고 갑니다. 전화받으시는 여성분도 일정변경얘기 들어주시고. 다음에도 이용하고 싶어지는곳입니다.,1
1249,나쁘지 않다 싼편에 속하고 셔틀로 공항과 연결됨 셔틀 시간 간격이 다른 곳에 비해 긴 느낌 렌트카 상태 좋음,1
1250,친절-X렌트차량-X오랜만에 찿은 제주도 돈을 조금 더 주더라도대형 렌트업체를 고르는게 좋을 것 같다,0
1251,음 차를 남타던거 줘서  빈정상했는데 그차가 타보니 의외로 좋아서 잘탔네요.,1
1252,진짜 불친절한곳30분 일찍 차  대여하러갔다고 8000원 더받고세차기계에서 차를 바로꺼내서줌…,0
1253,차가 인터넷에서 보여지는것과 많이달랐어요와이퍼를 얼마나 안갈았는지...안보여서운전하기힘들었네요...비추입니다,0
1254,"너무 너무 잘 사용했어요.[제주사랑 렌트카],친절하시고요~다음에 제주에 가게 되면 다시 (제주사랑렌트카) 통해 차량 사용하고 싶어요.",1
1255,접수받는 직원 최악고객응대하는 수준이 최하차 청소상태 엉망,0
1256,차빌리려고하는데 1시간걸림그것도 중간쯤기다리다가 다모이세요해서 약관설명함.. 접수받는분이 한분계심..,0
1257,키오스크로 간편하게 렌트할수있어서 좋았습니다,1
1258,이만하면 층분하게 즐기고 대접받고 잘이용했습니다. 다음에도 이용할것임,1
1259,차에서 냄새가 넘 심해서 멀미가 나네요.여행내내 멀미약 먹으면서 다녔어요.ㅠㅠ,0
1260,세차상태가 령 안좋네요...,0
1261,훌륭훌륭 셔틀시간또 철저히 지켜주시고 반납처리도 빠름빠름,1
