STORE_NAME,CATEGORY,STORE_SCORE,STORE_ADDR,TEL,OPEN_CLOSE_TIME,WRITER,CONTENT,CREATED_AT,TYPE,HOMPAGE
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,환이맘9788,이쁜거 많아요,1.5.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,gkdms019,가격도 착하고 종류도 엄청 많아용,1.4.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,good마미,좋았어요,1.4.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,제주좋은 세리,"제주도에서 가장 큰 소품샵이자 공항에서 가장 가까운 곳으로 많은 여행객들의 여행의 마지막에 꼭 찾는 명소가 되어버린 바이제주, 저도 제주에 친구, 가족들이 놀러오면 종종 공항에 가기 전 들러 다양한 기념품이나 소품을 구입하는 곳이기도 한데요. 이번에는 친구가 제주도에 식당을 개업해서 제주스러운 선물을 준비하고자 다녀오게 되었답니다. 제가 선택한 선물은 기다란 갈치 인형이에요. 식당에 명주실 돌돌 말아 말린 생선을 걸어두는 것을 제주식으로 메달아 두라고 하며 선물했답니다.",1.4.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,부자되고픈 나,다양하게 예쁜소품 많아요,1.3.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,아이럽푸우,종류도 다양하고 물건이 많아요,1.2.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,Sin데렐ra,종류가 많아요.,1.2.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,yoursme,"제주기념품은 여기만 가도 되는 듯 해요
종류 엄청 많고 대량으로든 다양함으로든
빠질게 없어요
제주도 주전부리 사려면 공항보다는
바이제주에서 쇼핑하는거 추천합니다!",1.1.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,수원맘61,"매장이 크고 깔끔합니다.
다양한상품과 가격도 괜찮아요~",1.1.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ky****,좋네요 ,1.1.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,으다라미,종류가 많아요~,1.1.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,8910현서16,"매장에 구경할게 많아요 
직원분도 친절해요",1.1.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,gj_****,"깔끔하고 물건많아요
근데 사장님들이 불친절ㅡㅡ",1.1.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,치즈루23,선물사기 좋고 소품들도 다양해서 구경하는 재미가 있어요 ,22.12.31.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,귀욤이02,매장이 크고 좋아요,22.12.31.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,짜로로롱,굿,22.12.31.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,kyr8199,공항근처 선물사기 좋은 곳!! 매장도 크고 종류도 다양한데 가격이 저렴하지는 않네요;;,22.12.30.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,seol51,매장도 넓고 앞에서 바다 사진도 찍을 수 있는게 너무 좋았어요😃,22.12.30.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,채동쀼,.,22.12.30.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,동채쀼,굿,22.12.30.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,엄청라,예픈것많아요,22.12.30.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,은쪼리v,"귀여운 제주소품이 많아요!
감귤머리핀,동백집게핀 구입해서 여행내내 잘 사용했어요",22.12.29.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,kkarri,아기자기,22.12.29.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,옐로우 코코,친절해요 ,22.12.29.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,121****,굿,22.12.28.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,칙촉한촉촉,굿,22.12.28.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,지로님, 좀 비쌉니다. 하지만 전망은 끝내줍니다. ,22.12.28.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,xhd****,굿,22.12.28.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,hhg****,종류가 다양해요,22.12.28.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,멍때리기84,"제주기념사진을 나무액자로 바로인화 
나만에 기념품을 바로바로 조으다",22.12.27.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,Diding,지인들 기념품 사기 좋아요~~😍,22.12.27.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,신나는짱구,공항 가기 전 기념품 사기 좋아요!! 제주를 담은 기념품이 많아요☺️ 주차장도 넓어요!!,22.12.26.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,차습기,공항 근처라 공항 가기전 들르기 좋아요. 그리고 이 가게 앞이 비행기샷 찍기에 딱이에요 ㅎㅎ,22.12.26.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ryd****,잼싸여,22.12.25.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ksh859,가본 제주 기념품 샵중에 종류가 가장 많은것 같아요 제주 올때마다 들립니다,22.12.24.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,프리티킴,다양한 기념품이 있는데 가격은 싸진않아요. 가게앞 뷰가 좋아요 ,22.12.24.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,pin****,,22.12.24.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,yj6****,"제주도 갈 때 들러보는 곳이예요.
물건이 다양한 편이예요",22.12.24.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,오갱ㅋ,물건이 많아요,22.12.24.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,gloria44,좋아,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,bbidam,좋아요,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,갓디아,뷰맛집입니다ㅋㅋ,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,kla****,선물할게 많아요,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,lliilllilili,다양한 상품이 있어요,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,세상중심95,제주도여행 선물 사기 좋은곳,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,소나무1,좋아요 ,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,bno****,좋습니당ㅋㅋㅋㅋㅋㅋ,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,오리1121,다양하고 올 만해요 강추,22.12.23.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,tjg****,종류가 많아오,22.12.21.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ENTJ 엔티제 삵의 삶,다양하고 귀여운 제품이 많아용,22.12.21.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,맛집투어중임,좋아요,22.12.21.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,lliilllilili,기념품 잘 샀어요,22.12.20.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,희류21,제주도 온 김에 기념품을 사고싶었는데 실용적이고 예쁜 물품을 살 수 있어서 좋았네요! 강아지 배변봉투 담는 주머니에요! 예뻐서 좋음ㅎㅎ,22.12.20.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,kim****,처음 가봤네요,22.12.20.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,한방맨13,친절해요~~~,22.12.19.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,갱Eeeee,기념품이 너무 많아서 사고싶은 욕구가 강해져요 ㅋㅋㅋ 절제 잘해서 두개만 샀습니다 공항 근처니까 다들 꼭 가보세요 !!,22.12.19.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,지니잇,"여긴정말별로예요
일단 엄청비싸요 다른곳 과자한상자값이랑 여기 낱개과자세개랑 맘먹어요 비추비추
시장가세요 ",22.12.19.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,suhyunij,볼ㄲㅔ 많아요. 친절합니다,22.12.19.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,나무2862,좋아요,22.12.18.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,미미민트,"종류가 진짜 많아서 선물 다양하게 고르기 좋아요. 
우도샌드 대1개, 소4개 / 흑돼지빵 낱개 2개 / 파우치 2개 / 슈슈밴드 / 키링 다해서 71000원.. 
(비싸요. 참고로 제주공항 탑승구쪽 샵은 여기보다 2천원씩 더 비쌈)
다양하게 기념품 쇼핑하기 또는 아이쇼핑 원한다면 추천!! 딸래미랑 구경하는데 너무 재밌었어요~",22.12.18.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ymh****,다양해요,22.12.18.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,hint304,굿,22.12.18.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,알랍뿅64,^^,22.12.17.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,모든꽃이봄에피지않지,특이하게 살 수 있는 기념품이 너무 많아요 ㅎㅎ,22.12.17.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ㅋㅋㅋㅋㅋ9595,종류가 엄청많아요 구경할것도 많고. 가격은 좀 비싼편이지만 공항근처이고 급하게 기념품 사야할때 오기 딱 좋은것같네요~!,22.12.17.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,까꿍서니,다양하고 좋아요,22.12.16.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,은사자나나,좋아요,22.12.16.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,흠냐87,구경하기 좋아요,22.12.15.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,bokja36950,아이들의 선물,22.12.15.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,장미단추58,,22.12.15.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,W하데스W,제주 선물샵중 최고입니다,22.12.14.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,꿈엔드별46,어떤걸 골라야 할지 몰라  사진 찍어서  물어보는데  사진촬영  안된다고  하네요...,22.12.14.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,DeBruyne,👍,22.12.13.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,WldPsl61,,22.12.13.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ced75,굿,22.12.12.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,chsh06296,종류가 많아 한번에 다양한제품을 구경하고 구입하기 좋아요,22.12.11.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,kvision84,,22.12.11.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,Vanillabbb,Good for buying souvenirs ,22.12.11.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,798olive,뷰도좋고 상품도 다양해요,22.12.11.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,향기있는 커피,굿,22.12.10.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,rbf****,굿,22.12.10.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,희거얌,굿,22.12.10.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,joy****,다른 곳보다 기념품이 많은 편이네요,22.12.10.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,bee****,정말 제품많네요,22.12.9.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,히동25,엽서 문구들도 너무 좋고 종류가 다양해서 구경하는 재미가 있네요 ~!,22.12.9.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,dongxia,👍🏻,22.12.9.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,n10ppp,👍,22.12.9.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,호원준두,바이제주 소품샾  매장이크고 다양해요,22.12.8.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,pm****,종류가 많아요,22.12.8.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,행복한날94,좋아요 ,22.12.8.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,찰찰스,여기서 산 자개...너어어무 예뻐요 만족해요ㅠㅠ 선물 주기에도...제일 좋은 소품샵이에요,22.12.7.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,클로이러브,"이것저것 구경하며 쇼핑하는 재미도 있는데
여기서 비행기샷도 찍을수 있어서 넘 좋아요👍🏻",22.12.7.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,사당동이야기,제주여행 가서 가본 곳중에 제일 큰 기념품가게였고 종류가 정말 많았어요!! 사고싶은게 넘 많았…습니다!!,22.12.6.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,푸디81,굿,22.12.6.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,깨끗한피부원해,굿,22.12.6.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,ldk****,종류가 많아요,22.12.6.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,woo****,한라봉 제리뽀 11000원짜리 사서 먹었는데 엄청 부드럽고 맛있어서 진짜로 좋았어요‼️,22.12.6.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,jje****,예쁜엽서구매했어요~,22.12.5.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,푸푸링,예쁜 기념품 많아서 눈돌아가다가 주전부리만 샀어용,22.12.5.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,shaznaopt,굿,22.12.5.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,child224,다른 기념품샵과는 다르게 종류도 다양하고 특이한게 많아 좋네요. 공항과도 가까워 공항가기전 들려서 선물사기도 좋습니다~,22.12.5.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,양진기7,매장이 커서 종류도 많고 구경하기 젛아요,22.12.4.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,flahen,매장이 넓고 주차공간이 많아서 좋아요,22.12.4.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,희망뿡뿡이,"정말 매장이 넓고 커요.~
제주 자주와도 기념품 샵은 처음이네요.
렌트카 반납시간까지 1시간 남아서
들려서 구경했어요.
렌트카들 모여있는 동네에서도 가깝고
공항에서 가까워서 좋네요.
오메기떡이나 초코간식 등등
2층에 낱개 판매 다 하네요.
쫀드기,스틱젤리도 낱개 판매
다 해서 좋았어요!",22.12.3.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,jju78,굳,22.12.3.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,cha****,매장 넓고 직원분들 친절해요~,22.12.3.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,몽키9193,다양한 물건이 많음.,22.12.3.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,RyanLover,굿,22.12.2.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,SHIN MI,좋앙,22.12.2.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,hj8****,종류가 다양해요,22.12.2.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,로사실장,여러가지 물건들이 많아서 구경하는 재미더 쏠쏠해요! ,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,sallynhj,굿,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,보영아빠,좋아요,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,보보8896,종류가 많아 좋아요,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,복선아,볼게많구 살것두많아서 좋앗서요,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,kmiangel,,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,snico2306,,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,whyh,조금이지만 강아지용 제품도 팔고 다른 곳에서 못보던 것들을 팔아요,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,인자무적86,좋아요,22.12.1.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,oey****,비누만 왕창,22.11.30.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,으녕이41,좋아요 ,22.11.30.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,tkddnd1275,멋진 풍경에 위치한 기념품샵입니다입니도,22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,영미566,좋아요 ~^~^,22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,다라이68,"제주여행 선물구매하러 갔습니다
귀엽고 이쁜 소품들 너무 많아서 아이들 선택장애왔지요ㅎㅎ
",22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,또닝떠닝22,"소품샵이 1,2층으로 엄청 넓고 종류도 다양해요!
엽서가 너모 예뻐요 :)",22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,실버맘50,다양한제품이 아기자기 진열되어있어 쇼핑하기 좋았습니다..담에 또 가볼거예요~공항이랑 가까워 좋기도 했구요,22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,퍼플유95,굿,22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,dbs****,굿,22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,R0NGe,귀여운 거 진짜 겁나 많아요ㅠㅠ!! 다 사고 싶었음,22.11.29.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,초딩입맛 달달구리환장 고기러버 맵찔이,"매장 정말 넓어요!!2층으로 되어있고 1층에는 인형같은것들있고 2층에는 식료품있어요!!
술도 있어요!!
여러 상품들 많아서 비교도 가능하고 너무 좋았어요!!
재방문 의사 있습니당😘",22.11.28.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,갱구28,종류가 다양해서 좋아요,22.11.28.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,hhh****,친구 선물 주려고 샀어요 ㅋㅋ귀여워요,22.11.28.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,용용기린3,매장에 귀여운 녀석들이 많아요 ㅎㅎ ,22.11.28.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,빅송56,좋아요,22.11.28.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,serenity15,제품 다양해요,22.11.28.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,삼십새끼,굿ㅎ 좋아용,22.11.27.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,i00****,"기념품 종류 많아요~
면세점보다 저렴해요~~",22.11.27.일,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,연어사시미,기념품 사기 좋아요~,22.11.26.토,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,나나슈슈은72,"매장도 넓고 다양한  제품을 구경하기  좋았습니다.
바로 앞이 바닷가라 뷰도 좋았어요~",22.11.25.금,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,내별명은매자,좋아요 제주도 갈 때마다 여기만 들러요^^,22.11.24.목,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,파페포포42,종류가 다양하고 좋아요,22.11.23.수,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,y86****,굿,22.11.22.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,제리뽀1026,"여러 기념품들이 모여 있어 쇼핑하기 편해요
다만 일반 기념품 가게들보단 비싼편이에요",22.11.22.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,체리체리98,맛있게먹었어요,22.11.22.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,여행작가양서은,카페보다 더 멋진 바다뷰와 비행기샷까지 볼수 있는 소품샵이고 없는게 없어요~제주 작가님들의 작품을 저렴한 가격에 만나볼수 있고 마트 만큼 먹거리도 가득👍👍  기념품은 바이제주네요 😘😘,22.11.22.화,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,도라희지,종류는 많으나 선물하고자는 물건이 없었습니다. ㅠㅠ,22.11.21.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,lit****,종류도 다양하고 좋아요 선물 기념품 사서 왔어요,22.11.21.월,네이버,
바이제주,"판촉,기념품","별점
4.41/5",제주 제주시 서해안로 626 에이동,064-745-1134,,dms****,종류도 많고 깨끗해요~,22.11.20.일,네이버,
