개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
김치타운,회의실(3층),회의실,주말 및 공휴일,09:00,18:00,00:00,00:00,Y,,20000원,,,,,빔프로젝터,유선으로 협의 후 홈페이지접수,,광주광역시 남구 김치로 60,광주광역시 남구 임암동 674,광주김치타운,김치타운관리사무소,062-613-8214,,35.10966656,126.8666524,2021-07-30,3610000,광주광역시 남구
빛고을 시민문화관,다목적실,회의실,-,09:00,22:00,09:00,22:00,Y,,"오전 30,000원 / 오후 50,000원 / 야간 70,000원",,,,,"스크린,음향설비","유선상담 후 직접방문,이메일,팩스",,광주광역시 남구 천변좌로338번길 7,광주광역시 남구 구동 12,빛고을시민문화관,무대예술팀,062-670-7941,,35.14835913,126.9080716,2021-07-30,3610000,광주광역시 남구
남구청,회의실,회의실,-,00:00,00:00,09:00,18:00,N,,,,,,,,,,광주광역시 남구 봉선로 1,광주광역시 남구 주월동 1284-1,광주남구청,자치행정과,062-607-2813,,35.13290539,126.9024493,2021-07-30,3610000,광주광역시 남구
빛고을노인건강타운,대강당,강당,-,08:00,22:00,08:00,22:00,Y,,"평일 50,000원(야간 75,000원) / 주말 60,000원(야간 90,000원)",,,,,"음향,조명,주차장 등","유선상담 후 직접방문,이메일,팩스",,광주광역시 남구 덕남길 7,광주광역시 남구 노대동 592,빛고을노인건강타운,시설관리팀,062-603-8830,,35.10099534,126.8960558,2021-07-30,3610000,광주광역시 남구
빛고을노인건강타운,공연장,기타,-,08:00,22:00,00:00,00:00,Y,,"평일 50,000원(야간 75,000원) / 주말 60,000원(야간 90,000원)",,,,,"음향,빔프로젝터,주차장 등","유선상담 후 직접방문,이메일,팩스",,광주광역시 남구 덕남길 7,광주광역시 남구 노대동 592,빛고을노인건강타운,시설관리팀,062-603-8830,,35.10099534,126.8960558,2021-07-30,3610000,광주광역시 남구
웅상문화체육센터 수영장,웅상문화체육센터,기타,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,06:00,22:00,09:00,18:00,Y,1,66000,,,200,988,장애인 리프트 1대,방문,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8585,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 실내체육관,웅상문화체육센터,체육관,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,06:00,21:00,09:00,17:30,Y,2,70000,0.5,14000,896,1887,무대조명 1대+음향시설 1대,방문+ 전화,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 에어로빅장,웅상문화체육센터,체육관,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,09:00,21:00,09:00,18:00,Y,1,38000,,,40,242,음향시설 1대,방문,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8585,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 유아놀이방,웅상문화체육센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,62,TV 1대+ 놀이기구 1대등,,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 키즈스포츠클럽,웅상문화체육센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,100000,,,14,181,놀이용품 1식,방문+ 전화,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8587,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 헬스장,웅상문화체육센터,체육관,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,06:00,22:00,09:00,18:00,Y,2,44000,,,50,433,러닝머신외 41종,방문,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8585,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상체육공원 족구장,웅상체육공원,족구장,연중무휴,07:00,22:00,07:00,22:00,N,,,,,,1280,,인터넷,https://www.yssisul.or.kr/stms/uc/facilities,경상남도 양산시 배움터길 60-19,경상남도 양산시 평산동 283,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr/,35.3776261151,129.1434298545,2022-06-30,5380000,경상남도 양산시
웅상체육공원 축구장,웅상체육공원,축구장,연중무휴,07:00,22:00,07:00,22:00,Y,2,80000,0.5,16000,,10650,,인터넷,https://www.yssisul.or.kr/stms/uc/facilities,경상남도 양산시 배움터길 60-19(평산동),경상남도 양산시 평산동 623,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr/,35.3776261151,129.1434298545,2022-06-30,5380000,경상남도 양산시
웅상체육공원 풋살장,웅상체육공원,풋살경기장,연중무휴,07:00,22:00,07:00,22:00,Y,2,40000,0.5,8000,,3350,,인터넷,https://www.yssisul.or.kr/stms/uc/facilities,경상남도 양산시 배움터길 60-19,경상남도 양산시 평산동 623,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr/,35.3776261151,129.1434298545,2022-06-30,5380000,경상남도 양산시
하북체육공원 축구장,하북체육공원,축구장,연중무휴,09:00,22:00,09:00,22:00,Y,2,80000,1,16000,400,6528,,방문+ 전화,http://ys7330.com/introduce/facilities/,경상남도 양산시 하북면 예인길 26,경상남도 양산시 하북면 초산리 456,경상남도 양산시청,하북면,055-392-7256,https://www.yangsan.go.kr,35.4806427348,129.0786337877,2022-06-30,5380000,경상남도 양산시
김포시평생학습관 대강당,김포시 평생학습관,강당,일+공휴일,18:00,21:30,09:00,17:00,Y,2,85000,1,17000,328,109,피아노+빔프로젝터+마이크(4대)+ 의자(16개)+테이블(6개),방문,,경기도 김포시 사우중로3번길 13-17,경기도 김포시 사우동 262,경기도 김포시청,교육청소년과,031-980-5143,https://www.gimpo.go.kr/learning/index.do,37.61607632,126.7143093,2022-06-23,4090000,경기도 김포시
경산시 문화회관,경산시 문화회관,체육관,일요일을 제외한 법정공휴일,09:00,22:00,09:00,18:00,Y,3,54000(관내)+64800(관외),1,,330,,샤워실+냉난방,방문,,경상북도 경산시 하양읍 문화로 24,경상북도 경산시 하양읍 금락리 123-8,경상북도 경산시청,평생학습과,053-804-7283,http://gbgs.go.kr/lll/page.do?mnu_uid=4322&,35.91152224,128.8128033,2022-06-16,5130000,경상북도 경산시
경산시 문화회관,경산시 문화회관,기타,일요일을 제외한 법정공휴일,09:00,22:00,09:00,18:00,Y,,20000(성인)+10000(학생) /년,,,10,,냉난방,방문,,경상북도 경산시 하양읍 문화로 24,경상북도 경산시 하양읍 금락리 123-8,경상북도 경산시청,평생학습과,053-804-7283,http://gbgs.go.kr/lll/page.do?mnu_uid=4323&,35.91152224,128.8128033,2022-06-16,5130000,경상북도 경산시
신사2동 자치회관 4층 강당,신사2동 자치회관,강당,휴관중,09:00,18:00,00:00,00:00,Y,2,30000,,,90,236,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산로15길 47,,서울특별시 은평구청,신사2동,02-351-5365,http://yeyak.seoul.go.kr/,37.5902570800,126.9080583000,2021-09-01,3110000,서울특별시 은평구
신사2동 자치회관 3층 2강의실,신사2동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,25000,,,30,167,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산로15길 47,,서울특별시 은평구청,신사2동,02-351-5365,http://yeyak.seoul.go.kr/,37.5902570800,126.9080583000,2021-09-01,3110000,서울특별시 은평구
신사2동 자치회관 3층 1강의실,신사2동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,25000,,,30,167,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산로15길 47,,서울특별시 은평구청,신사2동,02-351-5365,http://yeyak.seoul.go.kr/,37.5902570800,126.9080583000,2021-09-01,3110000,서울특별시 은평구
증산동 자치회관 2층 전시실 시루뫼 작은 갤러리,증산동 자치회관,기타,휴관중,09:00,18:00,00:00,00:00,Y,2,,,,15,21,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산서길 89,,서울특별시 은평구청,증산동,02-351-5395,http://yeyak.seoul.go.kr/,37.5843547700,126.9070273000,2021-09-01,3110000,서울특별시 은평구
수색동주민센터 2층 소회의실 시설대관,수색동 자치회관,회의실,휴관중,09:00,20:30,00:00,00:00,Y,2,15000,,,28,66.69,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01,3110000,서울특별시 은평구
수색동주민센터 3층 1강의실 시설대관,수색동 자치회관,강의실,휴관중,09:00,20:30,00:00,00:00,Y,2,10000,,,15,19.8,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01,3110000,서울특별시 은평구
"수색동주민센터 3층 2,3강의실 시설대관",수색동 자치회관,강의실,휴관중,09:00,20:30,00:00,00:00,Y,2,10000,,,60,80.73,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01,3110000,서울특별시 은평구
수색동주민센터 3층 GX룸 시설대관,수색동 자치회관,다목적실,휴관중,09:00,20:30,00:00,00:00,Y,2,15000,,,25,73.26,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01,3110000,서울특별시 은평구
수색동주민센터 4층 공유주방 시설대관,수색동 자치회관,기타,휴관중,09:00,20:30,00:00,00:00,Y,2,15000,,,16,76.59,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01,3110000,서울특별시 은평구
수색동주민센터 4층 다목적 강당 시설대관,수색동 자치회관,강당,휴관중,09:00,20:30,00:00,00:00,Y,2,25000,,,140,169.42,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 새싹교실,진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,20,51.18,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 솜씨교실,진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,20,52,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 어학교실,진관동 자치회관,강의실,휴관중,09:00,20:00,09:00,13:00,Y,2,15000,,,30,15,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 음악교실,진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,20,58.25,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 정보화교실,진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,22,57.45,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 지혜교실,진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,30,54.12,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
진관동 자치회관 기쁨홀,진관동 자치회관,다목적실,휴관중,09:00,21:00,09:00,13:00,Y,2,25000,,,100,174.18,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01,3110000,서울특별시 은평구
무안황토갯벌랜드,무안황토갯벌랜드,전시실,"1월 1일,  설날, 추석, 매주 월요일(다만, 월요일이 공휴일일 경우 그 다음날)",09:00,18:00,09:00,18:00,Y,0,"성인 4,000원,청소년 3,000원,어린이 2,000원",0,0,,,"찜질방, 식당, 매점, 어린이놀이터, 정자, 샤워장 등",방문,,전라남도 무안군 해제면 만송로 36,,무안군청,무안생태갯벌사업소,061-450-5636,http://getbol.muan.go.kr/,35.1037694,126.3321981,2021-08-20,4950000,전라남도 무안군
대촌동 행정복지센터,회의실,회의실,주말 및 공휴일,13:00,17:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 포충로 591,광주광역시 남구 지석동 212-2,광주남구청,대촌동,062-607-4878,,35.08151755,126.8336798,2021-07-30,3610000,광주광역시 남구
송암동 행정복지센터,회의실,회의실,주말 및 공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 송암로 66,광주광역시 남구 송하동 370-2,광주남구청,송암동,062-607-4858,,35.11153803,126.8771096,2021-07-30,3610000,광주광역시 남구
효덕동 행정복지센터,회의실(3층),회의실,"월,화,금(주말 및 공휴일 포함)",14:00,18:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 화산로 15,광주광역시 남구 진월동 500-1,광주남구청,효덕동,062-607-4828,,35.11227166,126.8984372,2021-07-30,3610000,광주광역시 남구
구산동 자치회관 2층 회의실,구산동 자치회관,회의실,휴관중,09:00,18:00,00:00,00:00,Y,2,15000,,,50,80,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 갈현로17길 10,,서울특별시 은평구청,구산동,02-351-5154,http://yeyak.seoul.go.kr/,37.6117558400,126.9103541000,2021-09-01,3110000,서울특별시 은평구
구산동 자치회관 3층 다목적실,구산동 자치회관,다목적실,휴관중,09:00,18:00,09:00,13:00,Y,2,15000,,,50,90,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 갈현로17길 10,,서울특별시 은평구청,구산동,02-351-5154,http://yeyak.seoul.go.kr/,37.6117558400,126.9103541000,2021-09-01,3110000,서울특별시 은평구
구산동 자치회관 지층 문화건강증진실,구산동 자치회관,다목적실,휴관중,09:00,18:00,09:00,13:00,Y,2,25000,,,50,160,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 갈현로17길 10,,서울특별시 은평구청,구산동,02-351-5154,http://yeyak.seoul.go.kr/,37.6117558400,126.9103541000,2021-09-01,3110000,서울특별시 은평구
대조동 자치회관 2층 다목적실,대조동 자치회관,다목적실,휴관중,09:00,18:00,00:00,00:00,Y,2,15000,,,50,80,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로20길 24-3,,서울특별시 은평구청,대조동,02-351-5182,http://yeyak.seoul.go.kr/,37.6141759900,126.9208071000,2021-09-01,3110000,서울특별시 은평구
대조동 자치회관 3층 컴퓨터실,대조동 자치회관,기타,휴관중,09:00,18:00,00:00,00:00,Y,2,10000,,,20,49,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로20길 24-3,,서울특별시 은평구청,대조동,02-351-5182,http://yeyak.seoul.go.kr/,37.6141759900,126.9208071000,2021-09-01,3110000,서울특별시 은평구
대조동 자치회관 4층 생활체육실,대조동 자치회관,다목적실,휴관중,09:00,18:00,00:00,00:00,Y,2,20000,,,60,133.86,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로20길 24-3,,서울특별시 은평구청,대조동,02-351-5182,http://yeyak.seoul.go.kr/,37.6141759900,126.9208071000,2021-09-01,3110000,서울특별시 은평구
응암1동 자치회관 마을소통방(지층),응암1동 문화의집,주민사랑방,휴관중,09:00,21:00,00:00,00:00,Y,2,10000,,,15,49,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 179,,서울특별시 은평구청,응암1동,02-351-5231,http://yeyak.seoul.go.kr/,37.6006967000,126.9267462000,2021-09-01,3110000,서울특별시 은평구
응암1동 문화의집 다목적실(3층),응암1동 문화의집,다목적실,휴관중,09:00,21:00,00:00,00:00,Y,2,20000,,,50,148,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 179,,서울특별시 은평구청,응암1동,02-351-5231,http://yeyak.seoul.go.kr/,37.6006967000,126.9267462000,2021-09-01,3110000,서울특별시 은평구
응암2동 자치회관 4층 다목적실,응암2동 자치회관,다목적실,휴관중,09:00,21:00,09:00,18:00,Y,2,20000,,,60,121.98,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 100,,서울특별시 은평구청,응암2동,02-351-5245,http://yeyak.seoul.go.kr/,37.5945815800,126.9230685000,2021-09-01,3110000,서울특별시 은평구
응암2동 자치회관 3층 강좌실,응암2동 자치회관,강의실,휴관중,09:00,21:00,09:00,18:00,Y,2,15000,,,20,67,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 100,,서울특별시 은평구청,응암2동,02-351-5245,http://yeyak.seoul.go.kr/,37.5945815800,126.9230685000,2021-09-01,3110000,서울특별시 은평구
응암3동 자치회관 2층 문화사랑방(주간),응암3동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,10000,,,20,49,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 불광천길 410-17,,서울특별시 은평구청,응암3동,02-351-5274,http://yeyak.seoul.go.kr/,37.5922221100,126.9157378000,2021-09-01,3110000,서울특별시 은평구
역촌동 자치회관 제1강좌실(지층),역촌동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,15000,,,20,74,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로 59,,서울특별시 은평구청,역촌동,02-351-5304,http://yeyak.seoul.go.kr/,37.6044024100,126.9151009000,2021-09-01,3110000,서울특별시 은평구
역촌동 자치회관 제2강좌실(2층),역촌동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,20000,,,30,132,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로 59,,서울특별시 은평구청,역촌동,02-351-5304,http://yeyak.seoul.go.kr/,37.6044024100,126.9151009000,2021-09-01,3110000,서울특별시 은평구
신사1동 자치회관 4층 강당,신사1동 자치회관,강당,휴관중,09:00,18:00,00:00,00:00,Y,2,15000,,,50,84,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 은평로2길 2,,서울특별시 은평구청,신사1동,02-351-5337,http://yeyak.seoul.go.kr/,37.5977942600,126.9117597000,2021-09-01,3110000,서울특별시 은평구
신사1동 자치회관 3층 다목적실,신사1동 자치회관,강당,휴관중,09:00,20:00,00:00,00:00,Y,2,10000,,,50,84,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 은평로2길 2,,서울특별시 은평구청,신사1동,02-351-5337,http://yeyak.seoul.go.kr/,37.5977942600,126.9117597000,2021-09-01,3110000,서울특별시 은평구
신사1동 자치회관 3층 동아리방,신사1동 자치회관,기타,휴관중,09:00,18:00,00:00,00:00,Y,2,10000,,,18,37,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 은평로2길 2,,서울특별시 은평구청,신사1동,02-351-5337,http://yeyak.seoul.go.kr/,37.5977942600,126.9117597000,2021-09-01,3110000,서울특별시 은평구
양산주민편익시설 문화교실,양산주민편익시설,기타,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,09:00,22:00,09:00,18:00,Y,1,20000,0,,30,90,전자교탁+빔프로젝트+테이블+의자30개+ 캐비닛,인터넷+ 방문+ 추첨,https://www.yssisul.or.kr/stms/jm/facilities,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,경상남도 양산시시설관리공단,양산주민편익시설,055-379-8611,http://www.yssisul.or.kr/,35.327846,129.0276000082,2022-06-30,5380000,경상남도 양산시
양산주민편익시설 수영장,양산주민편익시설,기타,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,06:00,21:40,09:00,17:30,Y,1,66000,0,,150,911,안전감시대 2개+비치의자2개,인터넷+ 방문+ 추첨,https://www.yssisul.or.kr/stms/jm/facilities,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,경상남도 양산시시설관리공단,양산주민편익시설,055-379-8611,http://www.yssisul.or.kr/,35.3278303190,129.0276000082,2022-06-30,5380000,경상남도 양산시
양산주민편익시설 어린이열람실,양산주민편익시설,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,0,,,,30,116,쇼파 10조+ 책 6173권,인터넷+ 전화+ 방문,https://www.yssisul.or.kr/stms/jm/facilities,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,경상남도 양산시청,여성가족과,055-392-2512,http://www.yssisul.or.kr/,35.327846,129.0276000082,2022-06-30,5380000,경상남도 양산시
양산주민편익시설 에어로빅장,양산주민편익시설,체육관,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,09:00,22:00,09:00,18:00,Y,1,64000,0,,30,170,음향시스템+ 빔프로젝트+ 발레봉,인터넷+ 방문+ 추첨,https://www.yssisul.or.kr/stms/jm/facilities,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,경상남도 양산시시설관리공단,양산주민편익시설,055-379-8611,http://www.yssisul.or.kr/,35.3278303190,129.0276000082,2022-06-30,5380000,경상남도 양산시
양산주민편익시설 청소년열람실,양산주민편익시설,기타,일+공휴일,09:00,21:00,09:00,17:30,N,0,,,,30,362,112석(DVD 감상실 8석 포함),방문,https://www.yssisul.or.kr/stms/jm/facilities,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,경상남도 양산시시설관리공단,양산주민편익시설,055-379-8611,http://www.yssisul.or.kr/,35.327846,129.0276000082,2022-06-30,5380000,경상남도 양산시
양산주민편익시설 헬스장,양산주민편익시설,체육관,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,06:00,21:00,09:00,17:30,Y,1,44000,0,,35,469,헬스기구 44종,인터넷+ 방문+ 추첨,https://www.yssisul.or.kr/stms/jm/facilities,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,경상남도 양산시시설관리공단,양산주민편익시설,055-379-8611,http://www.yssisul.or.kr/,35.3278303190,129.0276000082,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 강의실,웅상문화체육센터,강의실,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,09:00,21:00,09:00,21:00,Y,2,30000,0.5,6000,20,43,,방문+ 전화,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 골프장,웅상문화체육센터,골프장,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,06:00,22:00,09:00,18:00,Y,2,132000,,,40,189,5타석,방문,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8585,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
웅상문화체육센터 공연장,웅상문화체육센터,강당,첫째 주 일+셋째 주 일+1월 1일+설 연휴+추석 연휴,09:00,22:00,09:00,17:00,Y,4,50000,0.5,10000,312,422,무대조명 1대+음향시설 1대+빔프로젝트1대,방문+ 전화,https://www.yssisul.or.kr/stms/us/facilities,경상남도 양산시 모래들길 57-57(주진동),경상남도 양산시 주진동 72-6,경상남도 양산시시설관리공단,웅상문화체육센터,055-379-8574,http://www.yssisul.or.kr,35.3958280602,129.1554360054,2022-06-30,5380000,경상남도 양산시
경기소리전수관 공연장,경기소리전수관,다목적실,연중무휴,08:00,22:00,08:00,22:00,Y,1,오전(08:00~12:00) 7500원+오후(12:00~18:00) 12500원+야간(18,,,90,195,,전화+방문+이메일,,경기도 과천시 문원로 40-2,경기도 과천시 문원동 89-12,경기소리전수관,문화체육과,02-507-5825,www.gsih.or.kr,37.42785388,127.0013044,2022-06-30,3970000,경기도 과천시
경기소리전수관 대연습실,경기소리전수관,다목적실,연중무휴,08:00,22:00,08:00,22:00,Y,1,오전(08:00~12:00) 7500원+오후(12:00~18:00) 12500원+야간(18,,,50,203,,전화+방문+이메일,,경기도 과천시 문원로 40-2,경기도 과천시 문원동 89-12,경기소리전수관,문화체육과,02-507-5825,www.gsih.or.kr,37.42785388,127.0013044,2022-06-30,3970000,경기도 과천시
"목동공원(근린19호, 목동이음터)",축구장,축구장,N,06:00,22:00,06:00,22:00,N,,,,,,3071,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
경기소리전수관 강의실,과천문화원,강의실,연중무휴,08:00,22:00,08:00,22:00,Y,1,오전(08:00~12:00) 5000원+오후(12:00~18:00) 7500원+야간(18:,,,50,200,,전화+방문+이메일,,경기도 과천시 문원로 40-1,경기도 과천시 문원동 31-7,과천문화원,문화체육과,02-504-6513,www.gccc.or.kr,37.4283427,127.0017902,2022-06-30,3970000,경기도 과천시
