ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID,image
4396,KakaO,잘탔습니당,네이버,4.35,19.1.31.목,35,[]
4397,KakaO,깔끔하게 잘 탔습니다.,네이버,4.35,19.1.29.화,35,[]
4398,KakaO,안전하게 잘 탔습니다~,네이버,4.35,19.1.25.금,35,[]
4399,KakaO,잘 탔습니당.,네이버,4.35,19.1.23.수,35,[]
4400,KakaO,약간 지저분했지만 잘 탔습니당.,네이버,4.35,19.1.21.월,35,[]
4401,KakaO,급하게 연장해서 잘 탔습니당.,네이버,4.35,19.1.19.토,35,[]
4402,KakaO,장시간 안전하게 잘 탔습니당,네이버,4.35,19.1.17.목,35,[]
4403,KakaO,장거리 안전운행 잘 하였습니다.,네이버,4.35,19.1.16.수,35,[]
4404,KakaO,약간 지저분했지만 잘 탔습니당.,네이버,4.35,19.1.15.화,35,[]
4405,KakaO,안전하게 잘 탔습니당.,네이버,4.35,19.1.13.일,35,[]
4406,KakaO,잘 탔습니당.,네이버,4.35,19.1.11.금,35,[]
4407,KakaO,안전운전으로 잘 탔습니당.,네이버,4.35,19.1.7.월,35,[]
4408,KakaO,잘 탔습니당~,네이버,4.35,19.1.5.토,35,[]
4409,KakaO,안전운전하였습니당,네이버,4.35,19.1.3.목,35,[]
4410,KakaO,잘 탔습니다.,네이버,4.35,19.1.1.화,35,[]
4411,KakaO,잘 탔습니다.,네이버,4.35,17.11.16.목,35,[]
4412,mrk****,굿,네이버,4.35,17.10.16.월,35,[]
4413,KakaO,시간이 부족했는데 마침 예약이 없어 추가해서 잘 탔네용,네이버,4.35,16.9.14.수,35,[]
4414,KakaO,전자랜드 나운점에서 잠깐이지만 프라이드 안전 드라이브하였습니다~,네이버,4.35,16.7.1.금,35,[]
4415,,,네이버,,,36,
4416,,,네이버,,,38,
4417,LilyHan,"연료 아주 조금 부족했고 차 하단에 칠 조금 벗겨졌는데 전부 청구하셨어요. 너무 비싸게 청구하신 것 같아어떤 부분을 수리해야 하는지 물었는데, 무시...",네이버,3.84,1.5.목,39,[]
4418,heehehe,친절하시고 기념품도 저렴하게 판매하고 있어요,네이버,3.84,22.12.24.토,39,[]
4419,하눌바램,잘 사용했습니다 ,네이버,3.84,22.12.24.토,39,[]
4420,eli****,굿,네이버,3.84,22.12.20.화,39,[]
4421,댜댜11,공항픽업이 좀늦어서아쉬웠어요,네이버,3.84,22.12.7.수,39,[]
4422,졸졸이맘,좋게 이용 잘 했어요,네이버,3.84,22.11.29.화,39,[]
4423,하늘바다야,굿,네이버,3.84,22.11.28.월,39,[]
4424,룰루난나눈누,제주도에서 가족여행으로 카니발 렌트했는데 매우 깨끗하구 옵션도 좋아서 여행하는동안 편했어요~,네이버,3.84,22.11.21.월,39,[]
4425,lee****,절대 가지마세요  차상태 안좋아요  스크레치도 많고 반납할때는 쓴만큼의 주유비를 달라도 하네요 이런 렌트카 처음인데 ㅠ,네이버,3.84,22.11.19.토,39,[]
4426,Amelia12,가격이 저렴한 대신 직원들이 불친절함!!!,네이버,3.84,22.11.14.월,39,[]
4427,비비씌17,차가 깨끗했어요ㅎㅎ,네이버,3.84,22.11.13.일,39,[]
4428,사랑가득마미,좋아요,네이버,3.84,22.11.9.수,39,[]
4429,nn****,그냥 그래요,네이버,3.84,22.11.5.토,39,[]
4430,류지선zS2un,멍뭉이 동반 가능한 차종으로 저렴하게 이용했어요! 다 좋은데 살짝 아쉬운 점은... 렌트카 도착해서 번호표가 따로 없어서 그런지 온 순서대로 접수 진...,네이버,3.84,22.10.29.토,39,[]
4431,열무언니,차량 상태 너무 좋고 깨끗한데 도착한 순서대로 처리 해주시는 건 아닌가봐요 제일 먼저 도착했는데 제일 마지막에 인수 받았어요 ㅠㅠ,네이버,3.84,22.10.29.토,39,[]
4432,애플1453,차 오른쪽으로 긁었더니 수리비와 휴차료까지190마넌이 넘게나왔다 고객과실은 자차처리안되니 자차보험내용을. 꼼꼼히  살펴보고 결정하는게 좋다 ,네이버,3.84,22.10.22.토,39,[]
4433,애플1453,제주도착 대한렌트카에서 K5엘피지로 22년 신형 렌트함 ~ 금연차라서 넘넘 조으다  근데 자차보험가입되어있으나 고객과실인경우 차차처리가 안된...,네이버,3.84,22.10.17.월,39,[]
4434,Sooyee,차량 깨끗했고 너무 친절하셨어요,네이버,3.84,22.10.15.토,39,[]
4435,꿀꿀35,좋아요 ,네이버,3.84,22.10.15.토,39,[]
4436,Fkghsb,싸고 좋아요,네이버,3.84,22.10.14.금,39,[]
4437,kkc8531,차량상태 양호,네이버,3.84,22.10.10.월,39,[]
4438,봄날2017,좋아요 ,네이버,3.84,22.10.10.월,39,[]
4439,포에버두산,"렌터카도 이용하고,  초콜릿도 저렴하게 잘 샀어요",네이버,3.84,22.9.30.금,39,[]
4440,tt****,좋아요 친절하고 차도 최신식,네이버,3.84,22.9.30.금,39,[]
4441,정희석55,제주도 여행 첫 날부터 렌터카로 기분이 좋아질 줄은 몰랐습니다. 대여하기 전부터 꼼꼼하게 상담해주실 뿐만 아니라 도착해서도 천천히 하나하나 알려...,네이버,3.84,22.9.21.수,39,[]
4442,박선정46,제주도 한달살기도 해보고 자주 가는 편인데 갈 때 마다 이용합니다. 셔틀도 편리하고 셔틀 시간 기다리기 싫다면 택시 이용해도 가까워서 편리합니다. ...,네이버,3.84,22.9.18.일,39,[]
4443,dlq****,차 관리는 조금 덜 되는거같아요.. 지프 빌렸는데 썬루프도 건드리지 말라구 하구ㅠㅠ셔틀버스시간도 좀넉넉히 생각하셔야해요 기다리는데에! 그래도 ...,네이버,3.84,22.9.9.금,39,[]
4444,kky****,ㅋ,네이버,3.84,22.9.3.토,39,[]
4445,광명인91,공항과 멀어요,네이버,3.84,22.8.30.화,39,[]
4446,대운98,쏘쏘,네이버,3.84,22.8.22.월,39,[]
4447,옹달샘4376,친절해요 ,네이버,3.84,22.8.21.일,39,[]
4448,pkk****,GOOD,네이버,3.84,22.8.9.화,39,[]
4449,헤이랄40,굿,네이버,3.84,22.8.9.화,39,[]
4450,이브맘92,굿,네이버,3.84,22.8.9.화,39,[]
4451,lee****,조아요,네이버,3.84,22.7.11.월,39,[]
4452,빈센트49,차량상태 좋고 가격도  저렴.단  공항 이동시  배차시간이  길어요.,네이버,3.84,22.7.8.금,39,[]
4453,현식이,"고급자차 들었고 지나가다가 바위 못보고 긁었는데 면책금이랑 휴업보상료 합해서 35만원 이였슴니다,, 모두들 안전운전 하세욧,,",네이버,3.84,22.7.7.목,39,[]
4454,lee****,조아요,네이버,3.84,22.7.5.화,39,[]
4455,애린29,괜찮아요,네이버,3.84,22.6.27.월,39,[]
4456,tat****,좋아요,네이버,3.84,22.6.24.금,39,[]
4457,Whyme,"작년에 좀 비쌌지만, 깨끗한 차 잘 이용해서 올해도 제주도 휴가 7말8초 가게 되서 예약하려고 전화했더니 (전화로 예약하면 더 싸다길래) 여직원 불친...",네이버,3.84,22.6.20.월,39,[]
4458,봄날6080,렌터카너무비싸요,네이버,3.84,22.6.19.일,39,[]
4459,글기,차량 상태도 너무 좋고 친절하셔서 좋았어요 ㅎㅎ 반납 후 셔틀버스도 잘 이용했습니다 ! ,네이버,3.84,22.6.18.토,39,[]
4460,sh****,보통 입니다 ,네이버,3.84,22.6.16.목,39,[]
4461,연두6712,좋아요,네이버,3.84,22.6.15.수,39,[]
4462,별님3992,좋아요,네이버,3.84,22.6.14.화,39,[]
4463,lyy****,친절해요,네이버,3.84,22.6.10.금,39,[]
4464,dla2300,굿,네이버,3.84,22.6.9.목,39,[]
4465,해마38,새차로 보험료 추가했지만 차량항태가 너무 좋아 신나게 운던,네이버,3.84,22.6.8.수,39,[]
4466,이쁜이3077,굿,네이버,3.84,22.6.2.목,39,[]
4467,하얀겨울9051,.,네이버,3.84,22.5.31.화,39,[]
4468,번지점프62,ㅇ,네이버,3.84,22.5.31.화,39,[]
4469,sh****,보통 입니다 ,네이버,3.84,22.5.29.일,39,[]
4470,홍몽글,전기차 굳,네이버,3.84,22.5.28.토,39,[]
4471,홍몽글,굳,네이버,3.84,22.5.27.금,39,[]
4472,햄햄22,완전자차햇는데 완전 자차가 아닌 느낌운전 조심해서 하게됨 ,네이버,3.84,22.5.19.목,39,[]
4473,화이팅7095,완전자차래서 했는데 완전자차가 아닌듯..,네이버,3.84,22.5.19.목,39,[]
4474,설이네이야기,편리합니다,네이버,3.84,22.5.19.목,39,[]
4475,Clara Ji,"가성비로 해서 스포티지 신형으로다가 2박3일 잘 즐기다 갑니다 :) 상태도 좋고한데, 공항에서 조금 먼게 아쉬워요ㅠ",네이버,3.84,22.5.19.목,39,[]
4476,수르수르만수르3,좋아요,네이버,3.84,22.5.15.일,39,[]
4477,wnlsa,굿굿,네이버,3.84,22.5.15.일,39,[]
4478,유후8653,좋아요,네이버,3.84,22.5.13.금,39,[]
4479,Bongbong0o0,"저렴해서 좋았지만 소규모 회사라 그런지 직원 분 1분이 대여를 맡으시니 앞에서 밀리면 한 없이 기다려야하네요,, 렌트 1시간 돈으로 따지면 적지않...",네이버,3.84,22.5.13.금,39,[]
4480,HH3670,제주여행 렌트 저렴히 대여했고  기념품샵도 좋았어요^^ ,네이버,3.84,22.5.10.화,39,[]
4481,gur016827,제주도 처음와서 렌트카를 빌려봤는데 직원분들이 너무 친절하고 차량이 너무 깨끗하고 좋았어요,네이버,3.84,22.5.4.수,39,[]
4482,소잉노리,좋아요,네이버,3.84,22.5.1.일,39,[]
4483,Catherine6606,"렌트하고 기다리고하는동안 보니 서비스,친절도 정말 최악입니다. 렌트한 차량은 만족있게 잘 탔으나 공항 픽업 서비스나 사무실에서 고객응대하는것...",네이버,3.84,22.5.1.일,39,[]
4484,pwh****,차문을 열었는데 정말 기분좋은 하루를 시작한거같습니다.만족합니다~,네이버,3.84,22.4.27.수,39,[]
4485,황대장35,사이트보다 전화로.예약하니 저렴하네요 처음 이용했는데 다음에도 전화예약하겠습니다,네이버,3.84,22.4.27.수,39,[]
4486,햇빛사냥,처음으로 이용해보는데 운전자 미리등록하고 가니 편했습니다.공항가까워서 픽업 반납 좋았고.금연차량으로 대여했는데 담배 냄새없어서 굳! 접수 ...,네이버,3.84,22.4.25.월,39,[]
4487,언제나최고,와우 이런곳은 소문나야합니다.몇번을 제주도 왔지만 오늘이 최고네욥 가격비교사이트로 예약하긴하였지만 제일 저렴했구  전화받으시는 여성뷴 너...,네이버,3.84,22.4.18.월,39,[]
4488,챔6997,좋아요^^,네이버,3.84,22.4.17.일,39,[]
4489,gnv****,굿,네이버,3.84,22.4.15.금,39,[]
4490,phj****,추가요금 많아요,네이버,3.84,22.4.14.목,39,[]
4491,모놀log,불친절함,네이버,3.84,22.4.14.목,39,[]
4492,slr****,ㅡ,네이버,3.84,22.4.5.화,39,[]
4493,행운의여신777,"불친절하다는 리뷰가있어서 고민했는데 인수,반납시모두 친절하셨어요. 타 렌트카 이용했을때 제가 기스낸것도 아닌데 뒤집어 씌우려는 렌트카들이 있...",네이버,3.84,22.4.4.월,39,[]
4494,t maker,좋아요~~가성비 좋고 친절하고 차량상태 좋습니다다음에 올때 또 이용할 생각입니다,네이버,3.84,22.4.3.일,39,[]
4495,히블링v,오랜만에 제주도 다녀오면서 렌트카 이용했는데 너무 만족스러웠어요 🥰 차량 상태도 너무 좋구 가격도 저렴한 편이여서 좋았습니당!!!!! 인포 직원...,네이버,3.84,22.4.2.토,39,[]
4496,꿀꿀꿀52,좋아요,네이버,3.84,22.3.29.화,39,[]
4497,kinchi,차가 겉이 뜯겨져있었는데 다른차 없다고 그냥 탓어요 그리고 반납하는날 갑자기 주차장에서 시동도 안걸려서 애먹다가 갔네요 ㅋ,네이버,3.84,22.3.28.월,39,[]
4498,야외스타일,렌트 반납시  못내린  물건도 잘 보관하셨다 주셨네요친절하세요 전기차 처음이라  몰랐는데 충전상태30%이하일때 충전시 오류뜬다고 했다면 그 고생...,네이버,3.84,22.3.24.목,39,[]
4499,이뿐영이,친구둘이서 여행다녀왔는데 직원분들 너무 다들 친절하셨고 22년 신차 완전 싸게타고다녔어요.차량도 너무 깨끗하고 너무 좋았어요~ 전화예약하면 ...,네이버,3.84,22.3.23.수,39,[]
4500,jnh****,제주도 놀러와서 렌트카 빌렸는데 직원들도 친절하시고 차 안내도 잘해주셔서 기분좋게 이용했습니다,네이버,3.84,22.3.23.수,39,[]
4501,꼬얍,굿,네이버,3.84,22.3.22.화,39,[]
4502,호떡낭,렌터카 오랜만이라 엄청 걱정했는데 상태 좋은 차 받아서 좋네요~ 금연차라 굿!,네이버,3.84,22.3.22.화,39,[]
4503,de****,리뷰보고 고민했었는데 막상 빌리니까 다른렌트카에비해서 가격도 싸고 저렴했어요 셔틀기사님분들도 친절하시고 데스크 여직원분이 계약서내용 설...,네이버,3.84,22.3.20.일,39,[]
4504,qpe****,차가 너무 깨끗 가성비 짱ㅎㅎ직원분들도 다 친절 셔틀도 굿^^,네이버,3.84,22.3.19.토,39,[]
4505,91****,가족과 편하게 즐거운 여행이었습니다,네이버,3.84,22.3.13.일,39,[]
4506,오오졔졔,"렌트카 사무실인데 기념품 팔아서, 우도땅콩카라멜 샀어요!",네이버,3.84,22.3.10.목,39,[]
4507,비스타33,솔찍후기입니다 공항픽업 셔틀기사 친절한편입니다 차량인도 문제없이 했어요 이용후 반납5분지나니 전화주셔서 언제오냐고 하시고 조금 늦게도착. ...,네이버,3.84,22.2.20.일,39,[]
4508,cor****,기름 한방울까지 계산함.,네이버,3.84,22.2.15.화,39,[]
4509,oh****,그냥 보통입니다,네이버,3.84,22.2.15.화,39,[]
4510,geniuso,태어나서 처음으로 리뷰 써봅니다. 말부터 존대인지 반말인지 막해대고 차량 연료 게이지도 가능하면 여러 각도에서 찍어두시고 사전 협의하세요 반납...,네이버,3.84,22.2.14.월,39,[]
4511,bok****,좋아요,네이버,3.84,22.2.12.토,39,[]
4512,뚜이뚜이79,,네이버,3.84,22.2.1.화,39,[]
4513,2뚜뚜,좋아요~,네이버,3.84,22.1.18.화,39,[]
4514,sta****,좋아요,네이버,3.84,22.1.17.월,39,[]
4515,sta****,굿,네이버,3.84,22.1.17.월,39,[]
4516,reele,친절해요,네이버,3.84,22.1.11.화,39,[]
4517,선용53,여기 뉴대한렌트카 최 악 입니다 제주도 기분좋게 도착해서  첫날부터 렌트하면서 기분 엄청 나쁘네요 직원들 싹 바꿔야 할듯 엄청 불친절 다른곳 이용...,네이버,3.84,22.1.11.화,39,[]
4518,alter501,전기차 너무 잘 썼어요,네이버,3.84,22.1.9.일,39,[]
4519,dnjstjdrnr,음... 차량상태도  지저분하고   세차도  안되있고. 불 친절에다가  기름 도 비슷하게  주유 했는데  10%  미달 이라고 돈  달라하고.  10% 미달  기준이   ...,네이버,3.84,22.1.9.일,39,[]
4520,정한66,깨끗하고 친절해요,네이버,3.84,22.1.2.일,39,[]
4521,옹미슐랭,lpg충전 안하고 반납해서 3만원 결제20년도 k5 렌트했는데 좁고 겉에 사고흔적 많았음,네이버,3.84,22.1.1.토,39,[]
4522,맘마뇽,조아요~,네이버,3.84,21.12.30.목,39,[]
4523,불량 곰돌이,존댓말이지만 짜증스런 말투....공항과 회사로 픽업해주시는 버스기사님들은 친절하심.,네이버,3.84,21.12.29.수,39,[]
4524,mainrwy41,"서비스 최악. 다른 서비스 좋은곳 많아요.. 여기보단 다른곳 이용하는게 좋을거 같아요.. 차 상태도 별로 좋지 않고, 불안불안..",네이버,3.84,21.12.24.금,39,[]
4525,kyj34,제주패스에서 예약했고 재방문의사 있습니다!,네이버,3.84,21.12.18.토,39,[]
4526,pmj****,좋아요,네이버,3.84,21.12.15.수,39,[]
4527,635****,좋습니다,네이버,3.84,21.12.15.수,39,[]
4528,솔직해서미안해,전기차 마음에 들어요 ?,네이버,3.84,21.12.14.화,39,[]
4529,vdb****,친절해요,네이버,3.84,21.12.11.토,39,[]
4530,callaJung,첫방문,네이버,3.84,21.12.7.화,39,[]
4531,dbw****,^^,네이버,3.84,21.12.3.금,39,[]
4532,Yellowflowers,"코나 전기차 괜찮았어요. 단, 와셔액이 좀 충전 되어있었으면 좋았을텐데요. 타고다니다가 앞유리 닦고 싶었는데 물이 한방울도 안나왔..    아쉽네요~ ...",네이버,3.84,21.11.30.화,39,[]
4533,Yellowflowers,굿,네이버,3.84,21.11.27.토,39,[]
4534,Yeong2980,저렴해요,네이버,3.84,21.11.25.목,39,[]
4535,tae****,차고지에 없는차를 매물로 올려놓고 출발 몇분 안남기고 전화와서 추가요금내고 다른차 가져가던지 아니면 취소하던지 하라내요… 이시간 당일에 다...,네이버,3.84,21.11.17.수,39,[]
4536,shy****,좋아요,네이버,3.84,21.11.17.수,39,[]
4537,별나라다나라,아침에 제주도착해서 진짜 뭐 이런 쌍불친절업체는 처음보는듯.데스크 남자 접수자 전날술쳐먹었는지 자기 건들지말란다.질문마다 모른다로 일관하...,네이버,3.84,21.11.12.금,39,[]
4538,you****,좋아요,네이버,3.84,21.11.6.토,39,[]
4539,KimSsam,반납 검수하는 직원이 굉장히 불친절 합니다 기분이 별로예요~ 가스차를 반납하는데 가는길에 충전소가 없드라구요 그래서 그냥 연료비 내야겠다 하고...,네이버,3.84,21.11.3.수,39,[]
4540,yookh724,불친절해요.  정말 나빵 ㅠㅠ,네이버,3.84,21.11.3.수,39,[]
4541,이승일21,차 안에서 불쾌한 냄새나요,네이버,3.84,21.11.3.수,39,[]
4542,해니273,쏘쏘,네이버,3.84,21.11.2.화,39,[]
4543,jatak813,가성비갑,네이버,3.84,21.10.29.금,39,[]
4544,na****,직원들 아주 불친절하고 차량 반납할 때 기름 뻥튀기가 상상이상임. 할 말이 많지만 리뷰 글자제한 400자가 넘어서 메모장에 리뷰 남기고 캡처하여 사...,네이버,3.84,21.10.27.수,39,[]
4545,난다퀸,가격비교해서 처음거래해봤는데  괜찮았어요 핸드폰을 놓고 나왔는데  연락해서 찾게 해주셔서 감사드립니다,네이버,3.84,21.10.27.수,39,[]
4546,키티5017,렌트 기다리는 동안 대기실에서 여러 기념품을 살 수 있어서 여행의 시작과 끝이 좋았습니다✈️,네이버,3.84,21.10.24.일,39,[]
4547,정주리72,타업체보다 저렴히 잘 렌트했습니다. 다만 알프스&대한 같이 있어서 조금 복잡하고 셔틀버스에 비해 탑승인원이 많아서 저 뒤에 분들은 다음차를 타...,네이버,3.84,21.10.15.금,39,[]
4548,씨엔씨로지스,완전별로..,네이버,3.84,21.10.7.목,39,[]
4549,지나가는 나그네73,별로에요.. 불친절..,네이버,3.84,21.10.4.월,39,[]
4550,jeo****,좋아요,네이버,3.84,21.9.27.월,39,[]
4551,꼬꼬오오,ㅎ,네이버,3.84,21.9.25.토,39,[]
4552,원터가든,이렇게 빌릴때랑 반납할때 앞뒤 다른 곳은 처음이네요 직원들 네가지 없어요 인상찌푸리면서 손가락으로 지시하고 기름값가지고 바가지씌우려해요 ...,네이버,3.84,21.9.21.화,39,[]
4553,Cutieeee,조아요,네이버,3.84,21.9.6.월,39,[]
4554,Chloe Lee 15,친절해요~~~~~~,네이버,3.84,21.8.31.화,39,[]
4555,지원32,저는 직원분들 친절해서 좋았어요 다만 아쉬웠던건 usb로 폰충전기능이 안되더라구여..ㅠㅠ 이게 좀불편했고 당일치기라 딱히 차를 오래쓰지않아서 그...,네이버,3.84,21.8.26.목,39,[]
4556,akdxor,K5 2017년식 LPG 예약  예약자는 제주에서 오전 9시10분 출발 비행기 예약이라 오전 7시 50분경 렌트카업체도착 후 반납진행 대여시 연료량 가득 반...,네이버,3.84,21.8.20.금,39,[]
4557,유도리48,너무 마음에 잘 들었습니다,네이버,3.84,21.8.18.수,39,[]
4558,qwt****,빌릴때랑 반납할때 온도차이 심한곳 기스나서 돈내셔야한다는데 출고전 사진이 없음 냈긴냈는데 차가 빌릴때도 기스가 엄청 깨진곳도 많음 수리비로...,네이버,3.84,21.8.8.일,39,[]
4559,오박사님,리뷰보고 식겁해서 다른곳 예약하려다가 일정이 얼마 안남아서 그냥 진행했는데 리뷰에 있었던일이 나에게 일어남 반납할때 휠하고 앞쪽범퍼 하단에...,네이버,3.84,21.8.8.일,39,[]
4560,auddk1212,좋아요,네이버,3.84,21.8.8.일,39,[]
4561,luc****,별로였음. 차상태 매우안좋음. 친절?그닥모르겠음 픽업기사분?젊은직원이던데 불친절해서 마지막에 기분상함. 사고문제 말많아서 운행전 기스난곳 ...,네이버,3.84,21.8.4.수,39,[]
4562,kdy****,출고하는 날 비가 너무와서 사진 못찍고 출고받고 나서 반납할 때 돼서 냈는데 차상태 보더니 출고할 때 이런식으로 출고하지 않는데 기존에 찍어놓은 ...,네이버,3.84,21.8.2.월,39,[]
4563,che****,보험을 가입했지만 소용이 없습니다.  보상 한도 내에서 면책금이 없다는 말은 지켜지지 않습니다.(차에 생기는 흠집은 본인 과실이라고 합니다. 흠집...,네이버,3.84,21.7.24.토,39,[]
4564,liebefrau,출발 전 차량 꼼꼼히 확인하고 사진 찍어야 분쟁소지가 없을 듯요.,네이버,3.84,21.7.20.화,39,[]
4565,joon26,굿,네이버,3.84,21.7.17.토,39,[]
4566,뱅글42,차량도 넘 깨끗하고 사장님도 너무좋아요~~^^♡꼭 요기로 여행되세요,네이버,3.84,21.7.16.금,39,[]
4567,비니9836,최악이네요 진짜 멸치건달인가요 싸우자는건지 시비를거는건지 설명을해주는건지. . 기분좋은여행  차받을때 반납할때 여행기분완전잡쳤네요 무슨 공...,네이버,3.84,21.7.14.수,39,[]
4568,벚꽃데이,좋아요,네이버,3.84,21.7.11.일,39,[]
4569,asas3551,"저 같은 사례가 발생하지 않길 바라며 작성합니다. 싸다고 좋은게 아닙니다. 잘 알아보시고 렌트하시길 바랍니다. ""완전자차""로 계약을 했지만 반납 시 ...",네이버,3.84,21.6.26.토,39,[]
4570,jin3531,진짜 너무 별로...늦게 예약해서 어쩔 수없이 이용했지만... 렌트 2일차에 스마트키 배터리가 나가서 주차후 차 놓고 나갈 수가 없어 당황했네요. 이런 ...,네이버,3.84,21.6.8.화,39,[]
4571,jin3531,사고 접수 전화를 왜 이렇게 안 받나요. ..,네이버,3.84,21.6.4.금,39,[]
4572,silentk,좋아요,네이버,3.84,21.4.30.금,39,[]
4573,eh7****,"예약한시간에맞게딱 처리해주시고, 친절하세요",네이버,3.84,21.4.25.일,39,[]
4574,Crim28,진짜 친절합니다! 다음에도 여기서 렌트하려구여,네이버,3.84,21.4.24.토,39,[]
4575,둥26,조아요,네이버,3.84,21.4.16.금,39,[]
4576,케미님,좋아요,네이버,3.84,21.4.10.토,39,[]
4577,imc****,좋아요~~☆☆☆♡♡♡♡☆,네이버,3.84,21.4.3.토,39,[]
4578,ㅋㅋㅋㅋ9684,굿,네이버,3.84,21.4.2.금,39,[]
4579,매직니들,길이 막혀2분 늦었는데 육천원 더 냈어요.  시간 엄수해얄듯,네이버,3.84,21.3.31.수,39,[]
4580,우디파파맨,렌트카 좋아요,네이버,3.84,21.2.21.일,39,[]
4581,llljjjiii,차 내부 청소가 너무 안되어있음.,네이버,3.84,20.8.17.월,39,[]
4582,은디7917,렌트카 나름 저렴하게 사용 잘했습니다 ^~^,네이버,3.84,20.8.4.화,39,[]
4583,귤귤귤9292,전기차 잘 타고 돌아갑니다^^ 👍,네이버,3.84,20.8.2.일,39,[]
4584,dh****,그럭저럭 사용할만함.다만 블랙박스자체가 아예 없어 사고난 차량은 대처가 어려울듯함.,네이버,3.84,20.7.24.금,39,[]
4585,st****,좋아요~,네이버,3.84,20.7.15.수,39,[]
4586,ymi****,좋아요,네이버,3.84,20.6.22.월,39,[]
4587,밍밍3685,친절하고 좋아요.,네이버,3.84,20.5.12.화,39,[]
4588,dolcejina,"전기차  처음 이용하는데, 충전카드? 그런 걸 따로 구입해야 되더라구여~ 상품 판매창에 그런 사항 꼼꼼하게 고지되어있음 좋았을텐데요.. 뭔지 설명도 ...",네이버,3.84,20.5.9.토,39,[]
4589,치우천황924,ㅣ,네이버,3.84,20.5.8.금,39,[]
4590,KUEEN,친절하고 좋았습니당ㅎㅎ,네이버,3.84,20.2.19.수,39,[]
4591,ssun5853,전기차 저렴하게 렌트했어요~^^,네이버,3.84,19.11.8.금,39,[]
4592,,,네이버,,,40,
4593,,,네이버,,,41,
4594,파릇파릇워냐,니로 전기차 3박 4일 잘썼어요!! 차량도 깨끗하고 추가한 카시트도 괜찮았습니다 충전을 미처 못하고 반납했는데 추가충전금액도 합리적이고 좋네요 ...,네이버,4.08,1.1.일,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4595,dndud5856,"3박 4일 이용했는데 너무 대만족입니다❣️ 후기가 몇 개 없어서 걱정했는데, 괜한 걱정이었어용ㅎㅎ 직원분들 전부 친절하시고 차 상태도 넘넘 만족했...",네이버,4.08,22.12.19.월,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4596,Min40,굳,네이버,4.08,22.12.19.월,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4597,ycs****,좋아요 ,네이버,4.08,22.12.15.목,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4598,바이올렛J,네 여인 제주여행을 도와준 셀토스21년형2박 렌트 저렴한가격으로너므 만족스럽게 여행했어요!!,네이버,4.08,22.12.7.수,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4599,cle****,굿,네이버,4.08,22.12.4.일,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4600,로즈마리2184,니로전기차로. 제주도 여행에 많이 도움받았어요 렌트가격도 저렴하고 충전비도 저렴하고 주차비도 반값 완전좋았어요 보험이 완전자차라고 하지만 ...,네이버,4.08,22.11.21.월,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4601,마포공덕특별해,제주도 자주 오지만 가격도 너무저렴해서 추가로 결제할 돈 이 있을까해서 전화도 드렸었고 반신반의 해서  왔는데 들어올때부터 인사해주셔서 기분임...,네이버,4.08,22.11.19.토,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
4602,랴름,👍🏻,네이버,4.08,22.11.13.일,42,['https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_91%2F1629365806710obPyB_PNG%2FsFHO1P7p9xoxlTg_jxmCdZIj.png']
