ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID
288,昭笑,성수기 요금이면 마구잡이로 로테이션 시키기 전에 차에 이상있는지 확인은 하고 돌려야죠. 차 받고 3일 여행 내내 얼라이 틀어진 차때문에 11시 30분 방향으로 스티어링 휠 붙들고 스트레스 받다가 남깁니다. 안전에 직결된 타이어. 공기압. 바퀴 축. 브레이크등..은 점검하고 사업하세요. 팬벨트가 얼마나 늘어났는지 신호대기중에 씟 씟 하는 소리 때문에 계속 중립기어 놓고 챙피해서 죽는줄 날았어요. 탐라렌터가 완전 비추합니다.,카카오맵,1,18.07.26.,6
289,옥계동 불빠따,"정말 저렴하게 잘 이용했습니다 안개등 하나가 나간거 빼곤 자동차 상태도 좋았고요  제가 느낀바로는 고객응대서비스는  제주도 렌트카 비슷비슷 하더라구요"" ""차량 반납하는데 일하시는분 마스크 끼고 있던데"" ""아랫분 때문에 그러신듯",카카오맵,4,18.05.01.,6
290,유지형,"어떻게 이렇게 렌트카를 운영하지요. 차량은 문제없었는데 직원이나 시스템적으로 완전 별로. 다음에는 절대 이용안하려함 1. 차량인수시 안내해주는 남자분 입냄새가 넘 심함.. 2. 차량반납시 반납받는 직원이 완료됬다는 말도 없고해서 ‘이게 반납된건가’ 하면서 그냥 짐빼고 감."" ""3. 20:00반납이라 19:50에 도착했는데 공항으로 가는 셔틀이 마감 ㅋㅋㅋ 그냥 걸어가시면된다고함 ㅋㅋ 5분밖에 안걸린다고 ㅋㅋ"" ""개귀욥",카카오맵,1,18.04.12.,6
291,커피마니아,최악......서비스가 문제라기 보다 차가 고장난건데...죽어도 안바꿔줌..제발 가지마세요,카카오맵,1,18.02.16.,6
292,원종이,"최악 ~최악 불친절에  가격도 비싸고 "" ""기름환불도 안해주고"" ""제주도 놀러가서  첫번째로 기분나뿐곳",카카오맵,1,17.11.02.,6
293,w,"전화받는분이 ♩♩♪ 불친절하네요 ㅡㅡ "" ""아놔 문의했는데 모르겠다고하면 끝인가요?"" ""모르겠다고해서 그냥 끈어버리네",카카오맵,1,21.10.23.,6
294,정은주,서귀포 시내로 차 가져다 주셔서 편했음. 단지 공항 반납하려면 추가요금 붙어서 그냥 서귀포 반납한거 빼고는 불편한건 없었던듯!,카카오맵,5,21.04.19.,6
295,김창만,바쁠땐는 와서 반납받아주어서 감사합니다,카카오맵,5,21.03.28.,6
296,체리복숭아,"여행하다가 서귀포에서 렌트하고 공항반납 찾아보다가 이용한 곳인데, 전화로 문의하니까 차도 가져다 주시고 공항으로 받으러도 와주시네요! 서귀포에서 급한데 렌트할 곳 찾을때는 이용하기 좋은듯이요. 단지 전화에서만 조금 친절하셨으면 번창하실듯요..,,,,ㅎ",카카오맵,5,20.10.11.,6
297,Sunbeam 선빈,어이가 없네요... 전화해서 물어보고 있는데 대답도 건성건성하고 말하고 있는데 중간에 대기모드로 바꾸더니 끊어 버리네요.....,카카오맵,1,19.11.12.,6
298,mn,"거의새차로 배정된거같았구요 너무저렴하게 예약했습니다"" ""대여는 무인대여로했고 반납할때 직원분들 너무 친절하세요"" ""조금 늦게반납했는데 추가요금도 비싸지않아 기분좋게 여행 마무리합니다 셔틀버스도 새차네요^^",카카오맵,5,22.12.09.,8
299,오민택,"장점: 픽업과 반납이 빠릅니다. 차량 내부 쓰레기도 직접 치워주셔서 편하게 반납할 수 있었어요. 또 말도 안되는 수리비를 청구하는건 아닙니다. 출발 전에 차량 사진 꼼꼼히 찍고 기존에 있던 스크레치들 잘 찍어두면 반납시에 별다른 스크레치가 없으면 바로 반납처리 가능합니다.   단점: 메이저 업체가 아니다보니 셔틀버스가 한정적입니다. 30분 간격으로 운영하고 마지막 버스가 7시 40분 출발이라 버스를 타셔야 한다면 반납을 빨리 하셔야돼요. 그리고 차량 내부 상태는 나쁘지 않습니다. 21년식 k3 차량을 이용했는데 차 내부가 더럽다거나 에어컨에서 담배냄새가 나지도 않았습니다. 하지만 메이저 업체에 비해 차량이 엄청 잘 관리된건 아닙니다. 그래도 이용에는 전혀 지장이 없어요. "" """" ""종합적으로 싼 가격에 잘 이용하고 왔습니다. 별 다른 큰 문제점은 없는 업체네요.",카카오맵,3,22.09.02.,8
300,생각좀하자!,"즐거운 여행이 렌트카로 인해 불편해졌습니다 이런 렌트카를,이용할꺼라면 차라리 택시 타고 다니죠 일단 생각나는건 1. 금연차량인데 차에서 나는 담배냄새 2. 사고흔적이 뚜럿한 차량(일부미수리) 3. 뒷유리 썬팅불량로 인한 시아 방해 4. 전자계통 고장 5. 주행시 차량에서 소음(타이어편마모 추정) 6. 차량시트 내 무언가가 있어 앉아있으면 불편함 운전하는 내내 불안하고 기분나쁜 제주도 여행을 했습니다 이러다 사고나면 앞에고장난 부분 덤탱이 씌우는거 아닌가요 나쁜 기억 들고갑니다.   일단 차량 상태가 매우 안좋았습니다. 에어컨 틀면 식초냄새 같은 쉰내가 엄청나고 유리에 썬팅이 하나도 안되어서 정말 차안이 덥고 따가운 여름햇살 그대로 느낍니다   특히 사이드 미러랑 유리가 얼룩이 지지 않아 야간 운전때 유리에 빛이 반사되면 하나도 안보입니다.  그리고 타이어는 중국산이고 마모도 심합니다. 전체적으로 관리가 정말 안되는 차량 이었습니다. "" """" ""최악의 렌터카 업체 입니다. 꼭 타싸이트 리뷰 읽어보세요.",카카오맵,1,22.08.09.,8
301,JINA,친절하고 좋아요!!,카카오맵,5,22.05.22.,9
302,냠,친절하시고 서비스가 좋아요! 차도 정말 깨끗하고 저렴한 가격에 잘 다녀왔습니다. 추천추천!,카카오맵,5,22.04.28.,9
303,우무창,적극 추천합니다,카카오맵,5,22.02.19.,9
304,나,편안하게 잘 이용했습니다!,카카오맵,5,21.03.14.,9
305, ,"사장님이 완전 부자 되실분입니다.   당일 비가 많이 왔는데 차량 흙좀튀고 발판에 흙좀 뭍었다고   상식적으로 세차를 해와야 되느거 아니냐며 뭐라고 하시네요   서비스 더러우니 절때 이용 하지마세요.   그리고 차량 더러워진게 아니 꼬우 셨는지   트렁크 짐빼면서 기존에 있었던 건지 없던건지 모르는 기스를   짐빼면서 긁킨 거라면서 도색 비용도 내라고 해서 더러워서 돈드리고 나왔습니다.   종이 박스 꺼내는데 도색이 벗겨진다니 참 이해가 안되내요 ㅎㅎㅎ "" """" ""부자되세요 사장님",카카오맵,1,19.11.29.,9
306,요잇요잇,"일단 가성비로 괜찮다고 생각합니다. 공항 이동에 셔틀 문제 전혀 없었구요. 차량인수시 상세 설명을 해주시는데.. 이렇게 친절히 설명받은 적은 제주에서 처음이네요. 다만 메이저업체와 가성비업체들의 가장 큰 차이가 보험관련일텐데요... 자신이 사고가 날거같다? 초보다? 운전에 자신없다? "" ""스스로 생각하셔서 안될거같으시면 몇만원 더주고 메이저업체 가시는게 맞는것 같습니다.. 그게 렌트카업체나 본인에게 좋을것같아요. "" ""이곳 차량 상태는 키로수가 있음에도 불구하고 많이 깨끗해서 좋았습니다. 바닥매트도 엄청깨끗하네요. 오히려 몇달전 이용했던 메이저업체보다도 실내수준이 훌륭했습니다! 방향제같은거 없었는데도 악취도 없고! 정말 상태 좋았습니다. 아쉬운점은 블랙박스가 없었고 보험범위가 애매했던 부분이네요. 그래도 저는 다음에도 이용할예정입니다!",카카오맵,4,22.11.27.,10
307,김좀비,6점 주고 싶어서 1점 줌~,카카오맵,1,22.10.27.,10
308,포인트,"제주에 렌트카는 저녁8시이후는 할증료가 붙는걸알지만 6시비행기 이상으로 늦게 출발했습니다 다행이 시간늦지않아 야간할증료는 안냈습니다 "" ""전화먼저 주셔서 비행기시간 도착신경써주시고 기사분이 친절하게 렌트카회사에 도착하니 차량기사분이 렌트대여를 마무리를 친절하게 해주셨습니다~~다른곳도 친절하지만 이곳도 친절하고 차량반납후에도 친절하고 좋았습니다~",카카오맵,5,22.09.27.,10
309,냥냠냠냥,성수기라 렌트카 빌리기가 쉽지않아 여기로 골랐습니다. 사장님 조금 무뚝뚝하시지만 불필요한거 없이 빠르고 깔끔하게 끝내주셨어요~ 다만 차가 15만키로 정도 탄거라 잘 안나가고 브레이크가 잘 안되더라구요 ㅠ 렌트카은 어쩔 수 없는거 같아요 그거 빼고는 좋았습니다!,카카오맵,4,22.08.29.,10
310,ㅎㅎ,"2번 이용했음 1번째는 잘 이용했고 아무 문제 없어서 재이용함 2번째 때 반납하고 뱅기 시간 30분 정도 남아서 우리는 똥줄 타는데 데려다 줄 생각을 안함 분명 예약할때 돌아가는 비행기시간도 다 확인하면서 다른 고객 올거 없는거도 뻔히 알고 있으면서 다들 놀고 쉬고 있으면서 안늦는다고 한참 있다가 우리만 태우고 출발함. 가서 진짜 뱅기 아슬아슬하게 마지막 문닫고 탑승함..."" ""무슨 생각으로 그렇게 일처리 했던 건지 모르겠음."" ""뱅기 놓치면 자기들이 책임져줄거도 아니면서",카카오맵,1,22.06.21.,10
311,투투2,드라이버 헤드 나간것 같다. 떨어뜨리지 말아줘.,카카오맵,1,22.06.06.,10
312,kim,너무 친절하시고 감사 합니다,카카오맵,5,22.04.10.,10
313,P,"후기좋아서 예약함. 렌트카 받으러가니 갑자기 셔틀 일찍 끊기니 예정 예약시간보다 30분이나 일찍들어오라함. 이게 뭔 멍멍이같은소리임?고객이 어떤 일정이 있는지 알고? 정당한 돈을 주고 예약한 고객한테 업체가 왜 피해를 줌? 애초에 안내를 그렇게해놨어야지. 그럼 예약 안했을텐데 인수때 얘기하는게 어디있음?;;;;; 30분치 렌트 가격을주던가.택시비 지원을 해주던가. 시간때문에 개스트레스받음. 그리고 직원들이 왜이렇게"" ""다들 고객을 재촉을 해대는지. 운영 똑바로 하셈."" ""비추천함.비싼가격주고 예약하고 여행내내 기분 잡침.",카카오맵,1,22.04.05.,10
314,Aleksei,당신이 외국인이기 때문에 자동차 운전을 거부 refuse foreigners without explaining that I think racists work there.,카카오맵,1,22.01.30.,10
315,내 리뷰보면 실패안함,"나이가 어렸어서 아반떼 밖에 안된다해서 받았더니 풀악셀 때려밟아도 130km도 안나오는 아반떼 받음 네비도 싸구려 사제 네비라 그냥 핸드폰 카카오맵 켜서 다녔음 여기저기 생채기랑 흠집많은 차라 걱정했는데 반납할때 트집 잡진 않음 기름 모자라는 거만 내고 반납함"" ""차가 좀 안좋아서 그렇지 다른 업체에 비해 직원분들 친절하심"" ""한번 더 이용해봐야지",카카오맵,3,21.10.17.,10
316,비밀비밀,"안녕하세요, 저 정말 후기 안남기는데,,너무너무 좋아서 남겨요^^  1. 직원분들이 다 아버님이라 믿음이갑니다. 차분하고 따뜻 2. 차가 깨끗하고 잘나가요~ 관리 잘된차"" ""3. 다음에 제주오면 또 여기로 올예정! 대기업렌트보다 만족"" ""빌릴때 휴대폰거치대를 급히 부탁드렸는데 손수 물티슈로 닦아서 주시고,  반납할때는 이제 어디가시냐고 여쭤보시고는 식당간다고하니 그럼 택시타세요~ 하셨어요,고맙습니다! 번창하세요!",카카오맵,5,21.09.19.,10
317,맛집탐방,편하게 잘 이용 했습니다. 차량 상태도 양호하고 서비스도 친절하시구요,카카오맵,4,21.09.07.,10
318,홍순구,"5월말에 k8신형차 빌려서 탔는데...굿굿."" ""오늘 또예약할까 합니다"" ""7월휴가차..",카카오맵,5,21.06.04.,10
319,별이 다섯개 !,나중에 또 예약할곳,카카오맵,5,21.05.23.,10
320,김애옹,차가 엄청 깨끗하고 사장님이 엄청 친절하심 다음에도 방문예정,카카오맵,5,21.05.09.,10
321,야옹네,제주 한달살기 하면서 렌트가 4번 바꿧는데 여기가 제일 친절하고 같은 가격에 차가 제일 좋앗음. 다음에도 여기로 해야징,카카오맵,5,21.01.08.,10
322,이화,친절해요,카카오맵,5,20.12.21.,10
323,브라질땅콩,"단체 일정이 있어 차 세 대를 빌렸습니다. 처음 빌렸던 시각이 밤이라, 잘 안보였지만 확인을 꼼꼼히 하고 갔습니다. 일단 차 문쪽이나 필러쪽에 찌그러져 있던 게 많았지만 렌트카니 그러려니 하고 3일간 몰았습니다.   그 와중에 기름 부족하게 반납하면 내야하는 패널티는 현금이나 계좌이체만 된다고 하더군요. 현금 영수증 떼어주지 않는 이상 탈세 목적인 것 같았지만 얘도 그러려니 했습니다.   반납 날에 젊은 사장님이 짜증 섞인 말투로 타이어 사이드월에 흠집이 나있다고 타이어 교체 비용 변상하라고 하더군요. 이렇게 흠집나면 나중에 다른 손님들 탈 때 터지면 어떡하냐고 하면서요.   여기서 웃긴 포인트가 1. 철심까지 안먹고 정말 살짝 긁힌거라 전혀 문제없는 수준이어서 뭐라 하니깐 타이어 벽면이 생 고무라는 지식 수준, 2. 다른 출고 대기 중인 차량에는 손톱만큼 파여있던 차량이 있었던 점이었습니다. 어쨌든 그쪽에서 바락바락 우겨서 어쩌지 했는데 웬걸, 사진 찍어둔 게 있었고, 밤이라 잘 분간이 되지는 않았지만 사진 밝기를 높이고 살짝 수정하니 흠집이 그 자리에 원래 있었더군요.   자기들이 출고하기전 그런 흠집 없는거 안전을 위해 확인한다고 했다 했는데 그럼 우리는 그 회사 논리에 따르면 안전 보장이 안되는 차량을 대여받은 상태였습니다. 그런데 미안하단 소리 안하고 뻔뻔하게 그럼 확인됐으니 가시라고 하더군요.   진짜 악질이었던 게, 밤이라 잘 분간이 안가는 사진을 보고 트집 잡으려 했던 점도 기가 막혔습니다.   그리고 마지막으로 타이어 사이드월 운행에 전혀 무리 없는 정도로 긁힌 걸로 그 사단을 내는데 차 찌그러진 건 고치지도 않던데, 그럼 그거 찌그러뜨린 사람들은 자차 수리비용 다 내고 차 고치지도 않았던 것이란 생각도 확 드네요.   이 회사에서 21년 11월 20일 이후로 파란색 K3 15만 뛴 거 대여하실 일 있으시면 우측 앞 타이어 사이드월쪽 사진 잘 찍어두세요. "" """" ""기분 좋은 제주도 일정, 덕분에 최악으로 마무리했습니다.",카카오맵,1,20.11.21.,10
324,슈크레, ,카카오맵,5,20.10.02.,10
325,송기찬,돔배고기 맛집,카카오맵,4,20.06.20.,10
326,박성호,사무실에 친절한 창호씨가있어요 ㅋㅋ,카카오맵,5,19.09.14.,10
327,Joshua HI Suh,"젊은 남직원 제외하고는"" ""다 친절하십니다. 차도 나름 깨끗하구요!"" ""에어컨틀때 곰팡이 냄세 체크해주세요!",카카오맵,4,18.08.12.,10
328,HEX,"누적주행 키로수 400키로대…."" ""새 차 냄새에 깜짝 놀랐다..",카카오맵,5,22.01.19.,12
329,우형식,"11월 2일  뒷좌석에 작은 손가방 둔것을  잊고 있었는데 공항으로 가는 셔틀로  바로 연락주시여 다음 셧틀로 보내 주신 배려와 친절에 감사합니다."" ""10월 30일 출차시에는  예약시간 전에 도착했는데 바로 출차 대기되여 있어 일정을  여유롭게 진행 할 수 있었읍니다.  고맙습니다.",카카오맵,5,22.11.04.,12
330,jjoo,"몇번 이용했지만, 전반적으로 친절한 직원 한두명 빼고는 꽤 많이 불친절함,,, 특히 셔틀아저씨,,, 아저씨,,, 월급 받는 사람아닌가요? 최소한의 친절함이 아닌 대답이라도 제대로 해주지,,,",카카오맵,3,22.10.13.,12
331,hoho,최악. 차뽑는데 30분걸림,카카오맵,1,22.09.30.,12
332,장은수,주로 리뷰 안남기는데 이번에 제주도 와서 여기 렌트카 사용하게 됐는데 생각보다 좋아서 놀랬어요. 일하시는분들도 친절하시고 차도 깨끗하고 신차같았어요.,카카오맵,5,22.09.17.,12
333,벨라,"적산거리... 당황스러울 정도로 신차. "" ""가까워서 놀라고 깨끗해서 놀람 굿!",카카오맵,5,22.09.14.,12
334,ㅇㅇ,제주도 오면 항상 이용함. 다른곳도 이용하고싶은데 두번이용하다보니 세번째도 이용하고싶어짐. 그냥 다 무난함. 엄청 좋은것도 없지만 부족함도 없었음. 다음에도 오면 또 이용하지 않을까싶음,카카오맵,5,22.08.27.,12
335,쏭스,"티웨이통해서이용하면 싸요 새차"" ""기름만땅이라 반납도만땅채움되고"" ""직원들무뚝뚝한든친절",카카오맵,5,22.08.21.,12
336,깨굴,매우 불친절해요 반납할때 크락션 울리면서 절로가서 하라고 소리지르고 인상쓰고 손짓으로 하고 기분 개더럽네요 여행 막바지에 기분 잡치고 싶지 않으면 비추천입니다,카카오맵,1,22.08.12.,12
337,강명선,"타 렌터카보다 약간 비싸긴 하지만, 그만큼의 값어치를 하는 것 같습니다. 신차급에 깨끗한 실내상태, 그리고 신속 친절한 응대가 좋았네요. 다음에도 또 이용할 의향 있습니다.",카카오맵,5,22.08.08.,12
338,다니엘,여러군데 렌터카 이용해 봤지만 거리나 차 상태나 여기가 만족도 최고.,카카오맵,5,22.08.05.,12
339,Chan,"아래 별점을 낮게 주신 분들도 있어서 진짜 안좋은가 걱정을 했었네요.. 그런데 이번에 제가 렌트를 하고 하루 전날 코로나 확진이 되어서 취소를 하였는데 상담 하시는 분도 너무나 친절 하시고 알려 주신대로 확진 내용을 이메일로 보내드리니까 몇일 후에 100%환불이 되었습니다."" ""뉴스에 이런 저런 렌트카 불친절과 환불 문제로 문제가 많다고 하였는데 이렇게 깔끔하게 처리 해주셔서 감사했습니다."" ""다음 기회에서 제주에 가게 되면 꼭 다시 이용하겠습니다. 수고하십시요^^",카카오맵,5,22.08.05.,12
340,yul_jjing,모닝빌렸는데 신차여서 브레이크도 잘 잡히고 쾌적했어요! 다른데보다 좀 더 비싸지만 공항서 가깝고 셔틀 회전 빨라서 좋아요.,카카오맵,5,22.07.19.,12
341,오중이,기름가지고 장난하네요. 출발에 무조건 가득이라고 하고 반납시 주행거리로는 확실치 않다고 어떻게든 더 뜯어갑니다. 출발하고 반납 같은 주행가능거리로 했습니다. 무슨 장난도 아니고 90%  차있다고 하고 항의하니깐 인심쓴다는듯 95%로 인정해준다고 하네요.평이 좋아서 비싸도 이용했는데  다시는 이용 안합니다.,카카오맵,1,22.07.05.,12
342,Влад,the best!!!!~^^,카카오맵,5,22.05.15.,12
343, ,완전 자차 이용 쏘나타 주행거리 18000천짜리 받음  신차급 상태 좋음 셔틀 타면서 기사분이 미리 연락해 바로 차 준비해 놓고 있었고 접수 확인 기본적인거 물어 보고 빠르게 끝나고 핸드폰으로 직원과 인수 확인하고 차 인수까지 10분  반납은 직원이 한번 쓱 둘러보고 연료 확인 후 끝 반납 5분도 안 걸리고바로  셔틀타고 공항 차 상태 좋고 차 인수 및 반납 좋음,카카오맵,5,22.05.03.,12
344, ,"완전 보험으로 하고 다녀왔어요. 일반렌트카에 비함  비싼감 있지만 안전하게 다녀올 생각에 렌트 했구요~ 공항과 거리 가까운 장점도 있구요~ 일반 렌트카 셔틀버스에 비함 크고 훨씬 좋았네요. 반납할때 주유만 확인하시고 끝이였어요~"" ""혹시 모르니 사진은 기본으로 찍어들 두세요~^^"" ""후기에 불친절 했다는 글보았지만 전 그런거 없이 잘 이용했네요",카카오맵,5,22.04.30.,12
345,스카이,아주 최악입니다. 차반납하는 여행 마지막날 좋았던 기분 완전 망쳤습니다. 반납 시 원래 있었던 아주 작은 흠집을 나의 책임으로 몰아 돈을 뜯어내려는 여자직원의 사기성 덤탱이에 우리 부부끼리 싸움이 나는 일까지 발생이 되었고요. 소형차에 기본 예약만해서 더 뜯어내려한건지...소리치고 항의하니까 사과도 없이 인심쓰 듯 봐주겠다고 하는 행태...정말 별하나도 아까우네요. 사전에 사진도 잘 찍어 놔야하지만 조심하세요.,카카오맵,1,22.01.28.,12
346,(서병환) 고통과 추함도 삶의 일부다,일처리가 빠르고 깔끔함,카카오맵,5,21.11.22.,12
347,이정찬,깔끔함,카카오맵,5,21.09.25.,12
348,송태영,예약이 힘들어요. ㅠㅠ,카카오맵,4,21.09.12.,12
349,호이챵이, ,카카오맵,4,21.06.28.,12
350,쭈,차 상태도 좋았고 직원분들 일처리도 빠릅니다. 전체적으로 다 만족스러워서 다음에도 이용하고 싶어요.,카카오맵,5,21.05.30.,12
351,깜,"다른 렌터카업체에 비해 가격이 좀 나가긴 했지만 공항에서 도보로 이용할 수 있어 좋았다."" ""반납시에도 주유를 더 채워왔다고 환불해 준다는 렌터카업체는 처음이였다 ㅎ;"" ""차량상태는 그렇게 나쁘지도 좋지도 않았음",카카오맵,4,21.04.27.,12
352,사실만말해오,"급하게 가는거라 알아보니 차가 없어서..  3박 4일 소나타 39만 주고 예약 .  제주공항에서 제일 가깝다고는 하나.  렌트카장으로 가는 셔틀은 맨 끝쪽에 있어서 오히려 불편하다고 생각..  다른분들하고 다르게 빌릴때는 트렁크 뒤에 짐 싣다가 생긴 기스는 상관없다고.  사진 찍으라고만 하셨고 반납은 완전 초고속.  그냥 쓰레기도 차에 두고 내리라고 하시면서 두ㅣ도 안돌아보고 바이바이~~~ "" """" ""개인적으로는 차도 깨끗했고 좋았습니다",카카오맵,4,21.04.15.,12
353,강성철,"반납시 기름값비싸게 정산하고 보험을 자부담없는걸로했는데"" ""사고난가 트집잡을려는거 보험들었다고해서 반압하였어요"" ""조심들하세요",카카오맵,1,21.04.05.,12
354,하은희,급하게 하루 관광을 위해 랜트 하게 되었는데요 일단 공항에서 가까워서 선택을 했어요. 차관리는 아주 잘 되어 있어서 내부가 깨끗했어요 반납도 신속히 잘 되었는데.... 탑승전 운전면허증을 잃어 버린 것을 알게 되었네요 ㅠㅠ 탑승 직전이라 직접 가서 찾지는 못하고 직원분께 부탁드렸더니 대신 친절하게 찾아봐 주셨는데 그날은 결국 못 찾고 포기하고 올라왔어요 근데 다음날까지 다시 차 안을 찾아 봐 주셨고 결국 차 안 저구석에서 찾아주셨답니다.  오늘 등기로 받았습니다. 김0민님 너무 감사드립니다.  감동입니다. 행복하세요~^^,카카오맵,5,21.03.10.,12
355,오늘도평가,"차 관리가 굉장히 잘 되있고  깨끗하고 냄새 안나고 깔끔 3박 4일 여행 동안에 든든한 발이 되어준 레이 땡큐 "" """" ""+ 갠적으로 저희는 차 렌트하고 반납할때 태클없이 엄청 빠른 속도로 일처리 해주셨어요 약간 담당하는 아저씨마다 복불복인가....? 다른 댓글도 참고해주세요!",카카오맵,5,21.02.24.,12
356,짜몽,"렌트카 이용하시는 분들 유난스럽다 생각마시고 사진, 영상 꼼꼼히 찍어두시길.. 영상 안 찍어뒀으면 덤터기 쓸 뻔 했습니다. “사고가났네요?” 하시기에 찍어둔 영상 보여드렸더니, 업체측엔 차량 사진 자료가 없어서 몰랐답니다.. 차량관리를 안하시는건지요..? 사진 영상 필수로 찍어두고 이용하세요. 여행 마지막날 기분 확 상하네요",카카오맵,1,20.12.07.,12
357,박윤철,급하게 예약했는데 친절하게 설명도 잘해주시고 일단 공항에서 가까워서 반납 후 일장을 소화하기 좋았습니다. 차량 상태도 좋았고 다니는데 전혀 불편함이 없었습니다. 다음에 온다면 또 예약하고 싶습니다.,카카오맵,5,20.12.03.,12
358,희선이,공항에서도 가깝고 직원들도 친절해서 기분좋게 렌트할 수 있었어요 앞으로 애용할게여!!  /^•^)/♡,카카오맵,5,20.12.03.,12
359,쿄쿄,"전 괜찮았습니다. "" ""완전자차로 했더니 반납하는데 1분도 안걸렸네요.",카카오맵,5,20.12.01.,12
360,홍자매,"여러분. 안 좋은 평가들 먼저  확인해보세요. 전 이제야 확 와닿네요.  상담원끼리 말도 다르고, 여기 남자분들은 왜이럼? 가르치듯이 말하고."" ""평가보니까 좋은 댓글에만 좋아요 표시."" ""이런식으로 광고하지말았으면..",카카오맵,1,20.11.25.,12
361,미나이,"슈퍼면책하니까 따로 체크라는거없이 쿨반납하고 직원분들도 친절하고 아쿠아플래닛 표도 제가본것중에 제일싸게파네요(안쓰몀환불도가능)"" ""담에또이용할게요'",카카오맵,5,20.11.20.,12
362,강원삼,직원들도 너무 친절하고 공항에서 가까워서 편하게 이용했네요 다음 제주 여행때도 이용할것 같습니다~,카카오맵,5,20.11.17.,12
363,세뇨리타,가격은 약간 비쌌지만 급한대로 이용하기엔 좋음!!,카카오맵,5,20.11.12.,12
364,이안家,"쿠팡 광고 단기 엄청 올려 낚시 하는 업체. 광고  자차없이 단기 아닌 상품은 잡으면 시간 끌다 해당상품없다고 함. 제주도 가려다 렌트카 가성비 더럽히는 업체광고에 렌트 못 구하고 제주도 안감. 그렇게 제주도를 다녀도 숙박대전 기간 숙박비는 줄어들어도 렌트카로 다 빨림. 그냥 남이섬.춘천.속초.정동진 돌아보며 단풍의 참맛을 느끼려함. 2020년도 11월 중.하순 12월의 제주도는 욕튀는 여행지가 되버림."" """" ""암튼 내륙 돌아보고 사진첨부 예정.",카카오맵,1,20.11.11.,12
365,권호경,제주도 관광 매년 이용하는 렌트카이며 자동차 상태 최상급 ok / 2021년 재방문.,카카오맵,5,20.11.07.,12
366,수진솔,렌트 많겠지 여유부리다 제주도착 12시간전 알아보다가 기겁. 제주 렌트란 렌트업체는 다 검색한거 같은데 차 진짜 하나도 없고 ㅠㅠ 3명 가는데 남는차가 벤 스타렉스 이런것들. 큰일났다 싶어서 새벽4시까지 찾다가 카니발 9인승 있길래 이거라도 하자.. 예약했는데 완전 좋았습니다 ㅎㅎ 공항이랑 1~2분 거리에 직원들 서비스도 좋고 차 이용 메뉴열도 좋고 신형차에 더 좋았네요 울며 겨자먹기로 우연히 이용했지만 앞으로 여기 이용할거 같네요 ㅎㅎ,카카오맵,5,20.10.22.,12
367,ㅇㅇ,10일 동안 소나타 신형 빌렸어요~ 차 상태도 좋고 블박도 있고 수퍼자차보험으로 약간의 접촉 사고도 빠른 대응으로 처리되고 가격도 만족하고 좋았습니다,카카오맵,5,20.10.07.,12
368,싸이클롭스,이번에 이용해보고 앞으로는 여기만 이용하게 될거같아요. 슈퍼자차 최고,카카오맵,5,20.09.22.,12
369,traveler,"제주 올때마다 이용해요. 전에는 롯*, 아* 이용했었는데 제주 렌트카가 훨씬 가성비가 좋네요.  저희는 20년에만 4번째 이용했는데 매번 깨끗한 세차같은 차 배정받어서 매번 아주 잘 이용했어요. 위치도 공항과 가장 가까운 곳이여서 셔틀 타러 가는 거리보다 1번 출구 나와서 걸어오는게 더 빠른것처럼 가까워요~ 직원분들도 매번 친철하시고 차 픽업까지 걸리는 시간도 5분 안팎입니다. 제주렌트카 최고입니다",카카오맵,5,20.08.18.,12
370,쀼,"별 하나도 아까워요 차를 거의 폐차 직전인걸 줘놓고서는 우리보고 알아서 정비소 가라는게 말이에요 방구에요?"" ""이딴식으로 장사하지 마세요 진짜ㅡㅡ 소비자를 뭘로보고 이딴식으로 장사하세요?",카카오맵,1,20.08.16.,12
371,퐁퐁,정말 좋았음 직원도 친절하고 렌트카 회사 갈때 버스도 자주 있고 캐리어 직원 분이 옮겨주심,카카오맵,5,20.08.05.,12
372,Li,차량 와이퍼에 문제가 있어서 차량교환이 필요한 상황이었는데 렌트카사에서 올때까지 1시간 반정도를 기다리라고 하고 지정장소 까지 오라고 하며 사전고지없이 그전 차에대한 주유비를 정산하도록 요구하였습니다 차량의 잘못된배차에 대한 배상은 없었습니다 다음부터 절대로 이용하지 않을 생각입니다,카카오맵,1,20.06.28.,12
373,민뚱,"공항에서 가깝고 티몬에서 싸게 구입했어요 "" ""가성비 좋았어요 그리고 외부 사진 잘찍어야되요!!",카카오맵,5,20.06.24.,12
374,anster21,"매번 느끼는 것이지만 여기보다 더 좋은 서비스를 제공하는 렌트카 업체가 제주에 있을까 싶다."" ""우후죽순처럼 생기는 저가 업체들에 비해서 가격은 몇천원이 비쌀 뿐이지만, 여기 직원들은 매상에 열을 올리는 느낌은 없고, 말그대로 고객중심의 서비스를 제공하고 있다는 느낌이다. 모든 것이 내가 생각하기 전에 안내가 되었다.",카카오맵,5,20.06.19.,12
375,pietro.,"주말에 제네시스를 렌트했습니다.(슈퍼자차 가입)"" ""깨끗한 내부와 잘 정비된 차를 운전하니 승차감도 좋고 마음편히 여행을 즐길수 있었습니다."" ""또한 공항과 너무 가까워서 반납후 걸어가기 편했습니다.",카카오맵,5,20.06.02.,12
